la_fabrique_de_crimes_01_f000001|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.
la_fabrique_de_crimes_08_f000014|On répandit des parfums sur le tapis, tandis que d'autres aromates brûlaient dans les cassolettes orientales. Un autel se dressa en face de la cheminée à la prussienne.|On répandit des parfums sur le tapis, tandis que d'autres aromates brûlaient dans les cassolettes orientales. Un autel se dressa en face de la cheminée à la prussienne.
la_fabrique_de_crimes_08_f000015|Simon avait apporté son orgue de barbarie, et c'était justement cet objet qui n'avait pas pu passer par le tuyau.|Simon avait apporté son orgue de barbarie, et c'était justement cet objet qui n'avait pas pu passer par le tuyau.
la_fabrique_de_crimes_08_f000016|Il joua dessus plusieurs morceaux tendres et anacréontiques.|Il joua dessus plusieurs morceaux tendres et anacréontiques.
la_fabrique_de_crimes_08_f000017|Puis, le prêtre mutilé d'Éthiopie nous unit devant Dieu.|Puis, le prêtre mutilé d'Éthiopie nous unit devant Dieu.
la_fabrique_de_crimes_08_f000018|Il unit aussi, par la même occasion, le Rémouleur et Olinda, ma première confidente.|Il unit aussi, par la même occasion, le Rémouleur et Olinda, ma première confidente.
la_fabrique_de_crimes_08_f000019|La cérémonie se passa très bien, sauf un incident, en apparence vulgaire, mais qui aurait dû nous donner à réfléchir.|La cérémonie se passa très bien, sauf un incident, en apparence vulgaire, mais qui aurait dû nous donner à réfléchir.
la_fabrique_de_crimes_08_f000020|Au moment où le prêtre nègre prononçait sur nos têtes de saintes paroles, en un langage incohérent, il éternua.|Au moment où le prêtre nègre prononçait sur nos têtes de saintes paroles, en un langage incohérent, il éternua.
la_fabrique_de_crimes_08_f000021|Nous nous aperçûmes qu'un vent coulis venait du côté des fenêtres; elles étaient restées entr'ouvertes, on courut les fermer, mais il était trop tard.|Nous nous aperçûmes qu'un vent coulis venait du côté des fenêtres; elles étaient restées entr'ouvertes, on courut les fermer, mais il était trop tard.
la_fabrique_de_crimes_08_f000022|Le prêtre d'Éthiopie qui n'avait qu'un bras, qu'une jambe et qu'un oeil ajoutait maintenant un rhume de cerveau à ces fâcheuses infirmités.|Le prêtre d'Éthiopie qui n'avait qu'un bras, qu'une jambe et qu'un oeil ajoutait maintenant un rhume de cerveau à ces fâcheuses infirmités.
la_fabrique_de_crimes_08_f000023|Est-ce pour vous entretenir de ce détail que j'ai parlé des fenêtres ouvertes? Non! Au travers des carreaux, le noble Mustapha crut voir une tête de hibou.|Est-ce pour vous entretenir de ce détail que j'ai parlé des fenêtres ouvertes? Non! Au travers des carreaux, le noble Mustapha crut voir une tête de hibou.
la_fabrique_de_crimes_08_f000024|Il s'approcha pour mieux regarder et aperçut dans le feuillage des sycomores, plantés en rond autour du bassin de Mercure, une multitude d'ombres humaines et fugitives.|Il s'approcha pour mieux regarder et aperçut dans le feuillage des sycomores, plantés en rond autour du bassin de Mercure, une multitude d'ombres humaines et fugitives.
la_fabrique_de_crimes_08_f000025|La lune qui se cacha sous un nuage opaque, cessa d'éclairer la nature.|La lune qui se cacha sous un nuage opaque, cessa d'éclairer la nature.
la_fabrique_de_crimes_08_f000026|Mustapha crut s'être trompé. Il ne parla point. Il eut tort.|Mustapha crut s'être trompé. Il ne parla point. Il eut tort.
la_fabrique_de_crimes_08_f000027|Un seul mot tombant de sa bouche nous eut épargné un épouvantable péril et neuf mois de tortures atroces, qui me furent particulières et privatives, car mon Coriolan resta libre.|Un seul mot tombant de sa bouche nous eut épargné un épouvantable péril et neuf mois de tortures atroces, qui me furent particulières et privatives, car mon Coriolan resta libre.
la_fabrique_de_crimes_08_f000028|La cérémonie achevée, Mandina de Hachecor qui me servait de dame d'honneur, fit comprendre au reste de l'assemblée que l'heure de la retraite avait sonné.|La cérémonie achevée, Mandina de Hachecor qui me servait de dame d'honneur, fit comprendre au reste de l'assemblée que l'heure de la retraite avait sonné.
la_fabrique_de_crimes_08_f000029|Nos amis s'éloignèrent au son de l'orgue de barbarie qui jouait un air connu, dans les corridors, pour étouffer le bruit de leurs pas.|Nos amis s'éloignèrent au son de l'orgue de barbarie qui jouait un air connu, dans les corridors, pour étouffer le bruit de leurs pas.
la_fabrique_de_crimes_08_f000030|Coriolan était enfin seul avec son Elvire.|Coriolan était enfin seul avec son Elvire.
la_fabrique_de_crimes_08_f000031|Ô jeunes filles, mesurez la nouveauté de cette situation. Nous étions mariés, nous nous aimions avec délire, et c'était la première fois que nous nous rencontrions dans le monde!|Ô jeunes filles, mesurez la nouveauté de cette situation. Nous étions mariés, nous nous aimions avec délire, et c'était la première fois que nous nous rencontrions dans le monde!
la_fabrique_de_crimes_08_f000032|Mais il avait acheté ma photographie, et sa brillante renommée me le rendait familier, Il prit place auprès de moi, sur le sopha,|Mais il avait acheté ma photographie, et sa brillante renommée me le rendait familier, Il prit place auprès de moi, sur le sopha,
la_fabrique_de_crimes_08_f000033|si jeune, si beau et surtout si bon que je m'accoutumai à lui tout de suite, puis le sommeil nous gagna tout doucement.|si jeune, si beau et surtout si bon que je m'accoutumai à lui tout de suite, puis le sommeil nous gagna tout doucement.
la_fabrique_de_crimes_08_f000034|Puissance divine! Quel réveil nous attendait!|Puissance divine! Quel réveil nous attendait!
la_fabrique_de_crimes_08_f000035|La vision du noble Mustapha, dont il a été précédemment question, n'était pas une chimère.|La vision du noble Mustapha, dont il a été précédemment question, n'était pas une chimère.
la_fabrique_de_crimes_08_f000036|Le visage de hibou, aperçu à travers les carreaux, appartenait à mon bisaïeul, et les formes sombres, perchées dans les sycomores, étaient celles de ses sicaires.|Le visage de hibou, aperçu à travers les carreaux, appartenait à mon bisaïeul, et les formes sombres, perchées dans les sycomores, étaient celles de ses sicaires.
la_fabrique_de_crimes_08_f000037|Une de mes confidentes avait trahi notre secret.|Une de mes confidentes avait trahi notre secret.
la_fabrique_de_crimes_08_f000038|Mon bisaïeul, éveillé en sursaut, vers minuit, avait vu près de sa couche cette fille sans entrailles Herminie, native du Bas-Meudon,|Mon bisaïeul, éveillé en sursaut, vers minuit, avait vu près de sa couche cette fille sans entrailles Herminie, native du Bas-Meudon,
la_fabrique_de_crimes_08_f000039|celle-là même qui m'avait apporté le bouquet de fleurs rares, entouré de papier glacé.|celle-là même qui m'avait apporté le bouquet de fleurs rares, entouré de papier glacé.
la_fabrique_de_crimes_08_f000040|-- Pendant que vous dormez, lui dit-elle, imprudent vieillard, votre arrière-petite-fille est en train de se mésallier à un porteur d'eau alsacien.|-- Pendant que vous dormez, lui dit-elle, imprudent vieillard, votre arrière-petite-fille est en train de se mésallier à un porteur d'eau alsacien.
la_fabrique_de_crimes_08_f000041|Le duc bondit hors de ses draps, il se trouvait devant une personne de l'autre sexe, n'importe, son grand âge le forçant à porter toujours des pantalons de flanelle, il était en état.|Le duc bondit hors de ses draps, il se trouvait devant une personne de l'autre sexe, n'importe, son grand âge le forçant à porter toujours des pantalons de flanelle, il était en état.
la_fabrique_de_crimes_08_f000042|Il appela ses valets; ce fut en vain: le narcotique faisait admirablement son office, les tenant enchaînés dans le sommeil.|Il appela ses valets; ce fut en vain: le narcotique faisait admirablement son office, les tenant enchaînés dans le sommeil.
la_fabrique_de_crimes_08_f000043|Alors, sachant bien qu'il ne pouvait s'attaquer tout seul au Fils de la Condamnée, il monta au sommet d'une tour et alluma le phare.|Alors, sachant bien qu'il ne pouvait s'attaquer tout seul au Fils de la Condamnée, il monta au sommet d'une tour et alluma le phare.
la_fabrique_de_crimes_08_f000044|Un quart d'heure après, trente-huit à quarante pieuvres mâles des divers impasses de Paris, arrivaient à l'hôtel. Vous avez deviné que le phare était un signal.|Un quart d'heure après, trente-huit à quarante pieuvres mâles des divers impasses de Paris, arrivaient à l'hôtel. Vous avez deviné que le phare était un signal.
la_fabrique_de_crimes_08_f000045|Mon bisaïeul les rassembla dans la grotte et leur dit sans préambule: -- J'ai assez vécu pour voir le déshonneur de ma maison.|Mon bisaïeul les rassembla dans la grotte et leur dit sans préambule: -- J'ai assez vécu pour voir le déshonneur de ma maison.
la_fabrique_de_crimes_08_f000046|Coriolan Fandango, natif des ruines de Palmyre, en Asie, exerçant la médecine à Paris, sans diplôme, a pénétré dans mon domicile à la faveur d'une veste de porteur d'eau,|Coriolan Fandango, natif des ruines de Palmyre, en Asie, exerçant la médecine à Paris, sans diplôme, a pénétré dans mon domicile à la faveur d'une veste de porteur d'eau,
la_fabrique_de_crimes_08_f000047|et s'est uni aussitôt à ma riche héritière.|et s'est uni aussitôt à ma riche héritière.
la_fabrique_de_crimes_08_f000048|-- Qui vous a révélé ce mystère? demanda le pieuvre mâle de l'impasse Tivoli.|-- Qui vous a révélé ce mystère? demanda le pieuvre mâle de l'impasse Tivoli.
la_fabrique_de_crimes_08_f000049|Mon bisaïeul montra Herminie du Bas-Meudon.|Mon bisaïeul montra Herminie du Bas-Meudon.
la_fabrique_de_crimes_08_f000050|Cette infortunée tomba, frappée de trente-huit à quarante coups de yatagan.|Cette infortunée tomba, frappée de trente-huit à quarante coups de yatagan.
la_fabrique_de_crimes_08_f000051|-- Comme cela, dit la hyène de l'impasse Tivoli, elle ne fera plus de cancans dans le voisinage.|-- Comme cela, dit la hyène de l'impasse Tivoli, elle ne fera plus de cancans dans le voisinage.
la_fabrique_de_crimes_08_f000052|M. le duc approuva d'un signe de tête et reprit: -- Je suis dans l'embarras. Que chacun me donne son avis avec franchise.|M. le duc approuva d'un signe de tête et reprit: -- Je suis dans l'embarras. Que chacun me donne son avis avec franchise.
la_fabrique_de_crimes_08_f000053|Les Pieuvres s'assirent sur les tombes et la délibération commença.|Les Pieuvres s'assirent sur les tombes et la délibération commença.
la_fabrique_de_crimes_08_f000054|L'ancien professeur de la cité Jarie proposa d'introduire du méphitisme pur dans la chambre nuptiale, à l'aide d'un tube en gutta-percha; Carapace|L'ancien professeur de la cité Jarie proposa d'introduire du méphitisme pur dans la chambre nuptiale, à l'aide d'un tube en gutta-percha; Carapace
la_fabrique_de_crimes_08_f000055|offrit d'inoculer aux deux époux une maladie charbonneuse;|offrit d'inoculer aux deux époux une maladie charbonneuse;
la_fabrique_de_crimes_08_f000056|la hyène de l'impasse Tivoli conseilla de les étouffer en faisant tomber sur eux le plafond de leur appartement, mais mon bisaïeul repoussa ces divers expédients comme ayant déjà servi.|la hyène de l'impasse Tivoli conseilla de les étouffer en faisant tomber sur eux le plafond de leur appartement, mais mon bisaïeul repoussa ces divers expédients comme ayant déjà servi.
la_fabrique_de_crimes_08_f000057|Il fut interrompu par plusieurs coups vigoureux frappés à la porte.|Il fut interrompu par plusieurs coups vigoureux frappés à la porte.
la_fabrique_de_crimes_08_f000058|-- Qui vive? demanda aussitôt Silvio Pellico.|-- Qui vive? demanda aussitôt Silvio Pellico.
la_fabrique_de_crimes_08_f000059|---- C'est moi! répondit une voix qui fit tressaillir la jeune Grecque.|---- C'est moi! répondit une voix qui fit tressaillir la jeune Grecque.
la_fabrique_de_crimes_08_f000060|-- Cet organe... commença-t-elle.|-- Cet organe... commença-t-elle.
la_fabrique_de_crimes_08_f000061|-- Moi, poursuivit la voix, Frigolin de Torboy, qui, empêché il y a neuf mois par une circonstance imprévue, n'ai pu venir au rendez-vous.|-- Moi, poursuivit la voix, Frigolin de Torboy, qui, empêché il y a neuf mois par une circonstance imprévue, n'ai pu venir au rendez-vous.
la_fabrique_de_crimes_08_f000062|On pouvait l'en croire, c'était un connaisseur.|On pouvait l'en croire, c'était un connaisseur.
la_fabrique_de_crimes_08_f000063|-- Dans les veines de la trop coupable enfant, dit-il en parlant de moi, est renfermée la dernière goutte du sang de Rudelame- Carthagène.|-- Dans les veines de la trop coupable enfant, dit-il en parlant de moi, est renfermée la dernière goutte du sang de Rudelame- Carthagène.
la_fabrique_de_crimes_08_f000064|Je veux la garder vivante, afin de la torturer à mon aise.|Je veux la garder vivante, afin de la torturer à mon aise.
la_fabrique_de_crimes_08_f000065|Boulet-Rouge, la principale pieuvre mâle de l'impasse Guéménée, n'a pas encore parlé.|Boulet-Rouge, la principale pieuvre mâle de l'impasse Guéménée, n'a pas encore parlé.
la_fabrique_de_crimes_08_f000066|Son expérience m'étant connue, je l'adjure de me fournir un truc pour anéantir le Fils de la Condamnée sans exposer les jours d'Elvire.|Son expérience m'étant connue, je l'adjure de me fournir un truc pour anéantir le Fils de la Condamnée sans exposer les jours d'Elvire.
la_fabrique_de_crimes_08_f000067|Boulet-Rouge se leva. Chacun connaît l'emplâtre de dimension inusitée qu'il porte sur sont visage pour éloigner tous les soupçons.|Boulet-Rouge se leva. Chacun connaît l'emplâtre de dimension inusitée qu'il porte sur sont visage pour éloigner tous les soupçons.
la_fabrique_de_crimes_08_f000068|Il le repoussa un peu de côté et dit: -- En fait de procédés, on n'a qu'à choisir.|Il le repoussa un peu de côté et dit: -- En fait de procédés, on n'a qu'à choisir.
la_fabrique_de_crimes_08_f000069|Les inventions nouvelles offrent un champ fertile. Il suffira de prendre un fil de métal, bon conducteur, et d'en isoler l'extrémité.|Les inventions nouvelles offrent un champ fertile. Il suffira de prendre un fil de métal, bon conducteur, et d'en isoler l'extrémité.
