kleinzaches_01_f000001|Erstes Kapitel.|Erstes Kapitel.
kleinzaches_06_f000053|Ich bin gar nicht krank, ich bin gesund, ganz gesund, werde gleich aufstehen und zum Minister fahren in die Konferenz; scheren Sie sich fort!|Ich bin gar nicht krank, ich bin gesund, ganz gesund, werde gleich aufstehen und zum Minister fahren in die Konferenz; scheren Sie sich fort!
kleinzaches_06_f000054|Der Leibarzt eilte ganz erschrocken von dannen.|Der Leibarzt eilte ganz erschrocken von dannen.
kleinzaches_06_f000055|Als er aber dem Fürsten Barsanuph erzählte, wie es ihm ergangen, rief dieser entzückt aus: Was für ein Eifer für den Dienst des Staats!|Als er aber dem Fürsten Barsanuph erzählte, wie es ihm ergangen, rief dieser entzückt aus: Was für ein Eifer für den Dienst des Staats!
kleinzaches_06_f000056|welche Würde, welche Hoheit im Betragen!|welche Würde, welche Hoheit im Betragen!
kleinzaches_06_f000057|welch ein Mensch, dieser Zinnober!|welch ein Mensch, dieser Zinnober!
kleinzaches_06_f000058|Mein bester Geheimer Spezialrat, sprach der Minister Prätextatus von Mondschein zu dem kleinen Zinnober, wie herrlich ist es, daß Sie, Ihrer Krankheit nicht achtend, in die Konferenz kommen.|Mein bester Geheimer Spezialrat, sprach der Minister Prätextatus von Mondschein zu dem kleinen Zinnober, wie herrlich ist es, daß Sie, Ihrer Krankheit nicht achtend, in die Konferenz kommen.
kleinzaches_06_f000059|Ich habe in der wichtigen Angelegenheit mit dem Kakatukker Hofe ein Memoire entworfen – selbst entworfen und bitte, daß Sie es dem Fürsten vortragen, denn Ihr geistreicher Vortrag hebt das Ganze, für dessen Verfasser mich dann der Fürst anerkennen soll.|Ich habe in der wichtigen Angelegenheit mit dem Kakatukker Hofe ein Memoire entworfen - selbst entworfen und bitte, daß Sie es dem Fürsten vortragen, denn Ihr geistreicher Vortrag hebt das Ganze, für dessen Verfasser mich dann der Fürst anerkennen soll.
kleinzaches_06_f000060|Das Memoire, womit Prätextatus glänzen wollte, hatte aber niemand anders verfaßt, als Adrian.|Das Memoire, womit Prätextatus glänzen wollte, hatte aber niemand anders verfaßt, als Adrian.
kleinzaches_06_f000061|Der Minister begab sich mit dem Kleinen zum Fürsten.|Der Minister begab sich mit dem Kleinen zum Fürsten.
kleinzaches_06_f000062|Zinnober zog das Memoire, das ihm der Minister gegeben, aus der Tasche und fing an zu lesen.|Zinnober zog das Memoire, das ihm der Minister gegeben, aus der Tasche und fing an zu lesen.
kleinzaches_06_f000063|Da es damit aber nun gar nicht recht gehen wollte und er nur lauter unverständliches Zeug murrte und schnurrte, nahm ihm der Minister das Papier aus den Händen und las selbst.|Da es damit aber nun gar nicht recht gehen wollte und er nur lauter unverständliches Zeug murrte und schnurrte, nahm ihm der Minister das Papier aus den Händen und las selbst.
kleinzaches_06_f000064|Der Fürst schien ganz entzückt, er gab seinen Beifall zu erkennen, ein Mal über das andere rufend: Schön – gut gesagt – herrlich – treffend!|Der Fürst schien ganz entzückt, er gab seinen Beifall zu erkennen, ein Mal über das andere rufend: Schön - gut gesagt - herrlich - treffend!
kleinzaches_06_f000065|Sowie der Minister geendet, schritt der Fürst geradezu los auf den kleinen Zinnober, hob ihn in die Höhe, drückte ihn an seine Brust, gerade dahin, wo ihm (dem Fürsten) der große Stern des grüngefleckten Tigers saß,|Sowie der Minister geendet, schritt der Fürst geradezu los auf den kleinen Zinnober, hob ihn in die Höhe, drückte ihn an seine Brust, gerade dahin, wo ihm dem Fürsten der große Stern des grüngefleckten Tigers saß,
kleinzaches_06_f000066|und stammelte und schluchzte, während ihm häufige Tränen aus den Augen flossen: Nein! solch ein Mann – solch ein Talent!|und stammelte und schluchzte, während ihm häufige Tränen aus den Augen flossen: Nein! solch ein Mann - solch ein Talent!
kleinzaches_06_f000067|solcher Eifer – solche Liebe – es ist zu viel – zu viel!|solcher Eifer - solche Liebe - es ist zu viel - zu viel!
kleinzaches_06_f000068|Dann gefaßter: Zinnober!|Dann gefaßter: Zinnober!
kleinzaches_06_f000069|ich erhebe Sie hiermit zu meinem Minister!|ich erhebe Sie hiermit zu meinem Minister!
kleinzaches_06_f000070|Bleiben Sie dem Vaterlande hold und treu, bleiben Sie ein wackrer Diener der Barsanuphe, von denen Sie geehrt – geliebt werden.|Bleiben Sie dem Vaterlande hold und treu, bleiben Sie ein wackrer Diener der Barsanuphe, von denen Sie geehrt - geliebt werden.
kleinzaches_06_f000071|Und nun sich mit verdrießlichem Blick zum Minister wendend: Ich bemerke, lieber Baron von Mondschein, daß seit einiger Zeit Ihre Kräfte nachlassen.|Und nun sich mit verdrießlichem Blick zum Minister wendend: Ich bemerke, lieber Baron von Mondschein, daß seit einiger Zeit Ihre Kräfte nachlassen.
kleinzaches_06_f000072|Ruhe auf Ihren Gütern wird Ihnen heilbringend sein!|Ruhe auf Ihren Gütern wird Ihnen heilbringend sein!
kleinzaches_06_f000073|Leben Sie wohl!|Leben Sie wohl!
kleinzaches_06_f000074|Der Minister von Mondschein entfernte sich, unverständliche Worte zwischen den Zähnen murmelnd und funkelnde Blicke werfend auf Zinnober, der sich nach seiner Art, sein Stöckchen in den Rücken gestemmt,|Der Minister von Mondschein entfernte sich, unverständliche Worte zwischen den Zähnen murmelnd und funkelnde Blicke werfend auf Zinnober, der sich nach seiner Art, sein Stöckchen in den Rücken gestemmt,
kleinzaches_06_f000075|auf den Fußspitzen hoch in die Höhe hob und stolz und keck umherblickte.|auf den Fußspitzen hoch in die Höhe hob und stolz und keck umherblickte.
kleinzaches_06_f000076|Ich muß, sprach nun der Fürst, ich muß Sie, mein lieber Zinnober, gleich Ihrem hohen Verdienst gemäß auszeichnen; empfangen Sie daher aus meinen Händen den Orden des grüngefleckten Tigers!|Ich muß, sprach nun der Fürst, ich muß Sie, mein lieber Zinnober, gleich Ihrem hohen Verdienst gemäß auszeichnen; empfangen Sie daher aus meinen Händen den Orden des grüngefleckten Tigers!
kleinzaches_06_f000077|Der Fürst wollte ihm nun das Ordenshand, das er sich in der Schnelligkeit von dem Kammerdiener reichen lassen, umhängen; aber Zinnobers mißgestalteter Körperbau bewirkte, daß das Band durchaus nicht normalmäßig sitzen wollte,|Der Fürst wollte ihm nun das Ordenshand, das er sich in der Schnelligkeit von dem Kammerdiener reichen lassen, umhängen; aber Zinnobers mißgestalteter Körperbau bewirkte, daß das Band durchaus nicht normalmäßig sitzen wollte,
kleinzaches_06_f000078|indem es sich bald ungebührlich heraufschrob, bald ebenso hinabschlotterte.|indem es sich bald ungebührlich heraufschrob, bald ebenso hinabschlotterte.
kleinzaches_06_f000079|Der Fürst war in dieser sowie in jeder andern solchen Sache, die das eigentlichste Wohl des Staats betraf, sehr genau.|Der Fürst war in dieser sowie in jeder andern solchen Sache, die das eigentlichste Wohl des Staats betraf, sehr genau.
kleinzaches_06_f000080|Zwischen dem Hüftknochen und dem Steißbein, in schräger Richtung drei Sechzehnteil Zoll aufwärts vom letztern, mußte das am Bande befindliche Ordenszeichen des grüngefleckten Tigers sitzen.|Zwischen dem Hüftknochen und dem Steißbein, in schräger Richtung drei Sechzehnteil Zoll aufwärts vom letztern, mußte das am Bande befindliche Ordenszeichen des grüngefleckten Tigers sitzen.
kleinzaches_06_f000081|Das war nicht herauszubringen.|Das war nicht herauszubringen.
kleinzaches_06_f000082|Der Kammerdiener, drei Pagen, der Fürst legten Hand an, alles Mühen blieb vergebens.|Der Kammerdiener, drei Pagen, der Fürst legten Hand an, alles Mühen blieb vergebens.
kleinzaches_06_f000083|Das verräterische Band rutschte hin und her, und Zinnober begann unmutig zu quäken: Was hantieren Sie doch so schrecklich an meinem Leibe herum, lassen Sie doch das dumme Ding hängen, wie es will, Minister bin ich doch nun einmal und bleibe es!|Das verräterische Band rutschte hin und her, und Zinnober begann unmutig zu quäken: Was hantieren Sie doch so schrecklich an meinem Leibe herum, lassen Sie doch das dumme Ding hängen, wie es will, Minister bin ich doch nun einmal und bleibe es!
kleinzaches_06_f000084|Wofür, sprach nun der Fürst zornig, wofür habe ich denn Ordensräte, wenn rücksichts der Bänder solche tolle Einrichtungen existieren, die ganz meinem Willen entgegenlaufen?|Wofür, sprach nun der Fürst zornig, wofür habe ich denn Ordensräte, wenn rücksichts der Bänder solche tolle Einrichtungen existieren, die ganz meinem Willen entgegenlaufen?
kleinzaches_06_f000085|Geduld, mein lieber Minister Zinnober! bald soll das anders werden!|Geduld, mein lieber Minister Zinnober! bald soll das anders werden!
kleinzaches_06_f000086|Auf Befehl des Fürsten mußte sich nun der Ordensrat versammeln, dem noch zwei Philosophen sowie ein Naturforscher, der eben, vom Nordpol kommend, durchreiste, beigesellt wurden, um über die Frage,|Auf Befehl des Fürsten mußte sich nun der Ordensrat versammeln, dem noch zwei Philosophen sowie ein Naturforscher, der eben, vom Nordpol kommend, durchreiste, beigesellt wurden, um über die Frage,
kleinzaches_06_f000087|wie auf die geschickteste Weise dem Minister Zinnober das Band des grüngefleckten Tigers anzubringen, beratschlagen sollten.|wie auf die geschickteste Weise dem Minister Zinnober das Band des grüngefleckten Tigers anzubringen, beratschlagen sollten.
kleinzaches_06_f000088|Um für diese wichtige Beratung gehörige Kräfte zu sammeln, wurde sämtlichen Mitgliedern aufgegeben, acht Tage vorher nicht zu denken; um dies besser ausführen zu können und doch tätig zu bleiben im Dienste des Staats,|Um für diese wichtige Beratung gehörige Kräfte zu sammeln, wurde sämtlichen Mitgliedern aufgegeben, acht Tage vorher nicht zu denken; um dies besser ausführen zu können und doch tätig zu bleiben im Dienste des Staats,
kleinzaches_06_f000089|aber sich indessen mit dem Rechnungswesen zu beschäftigen.|aber sich indessen mit dem Rechnungswesen zu beschäftigen.
kleinzaches_06_f000090|Die Straßen vor dem Palast, wo die Ordensräte, Philosophen und Naturforscher ihre Sitzung halten sollten, wurden mit dickem Stroh belegt, damit das Gerassel der Wagen die weisen Männer nicht störe,|Die Straßen vor dem Palast, wo die Ordensräte, Philosophen und Naturforscher ihre Sitzung halten sollten, wurden mit dickem Stroh belegt, damit das Gerassel der Wagen die weisen Männer nicht störe,
kleinzaches_06_f000091|und ebendaher durfte auch nicht getrommelt, Musik gemacht, ja nicht einmal laut gesprochen werden in der Nähe des Palastes.|und ebendaher durfte auch nicht getrommelt, Musik gemacht, ja nicht einmal laut gesprochen werden in der Nähe des Palastes.
kleinzaches_06_f000092|Im Palast selbst tappte alles auf dicken Filzschuhen umher, und man verständigte sich durch Zeichen.|Im Palast selbst tappte alles auf dicken Filzschuhen umher, und man verständigte sich durch Zeichen.
kleinzaches_06_f000093|Sieben Tage hindurch vom frühen Morgen bis in den späten Abend hatten die Sitzungen gedauert, und noch war an keinen Beschluß zu denken.|Sieben Tage hindurch vom frühen Morgen bis in den späten Abend hatten die Sitzungen gedauert, und noch war an keinen Beschluß zu denken.
kleinzaches_06_f000094|Der Fürst, ganz ungeduldig, schickte ein Mal über das andere hin und ließ ihnen sagen, es solle in des Teufels Namen ihnen doch endlich etwas Gescheites einfallen.|Der Fürst, ganz ungeduldig, schickte ein Mal über das andere hin und ließ ihnen sagen, es solle in des Teufels Namen ihnen doch endlich etwas Gescheites einfallen.
kleinzaches_06_f000095|Das half aber ganz und gar nichts.|Das half aber ganz und gar nichts.
kleinzaches_06_f000096|Der Naturforscher hatte soviel möglich Zinnobers Natur erforscht, Höhe und Breite seines Rückenauswuchses genommen und die genaueste Berechnung darüber dem Ordensrat eingereicht.|Der Naturforscher hatte soviel möglich Zinnobers Natur erforscht, Höhe und Breite seines Rückenauswuchses genommen und die genaueste Berechnung darüber dem Ordensrat eingereicht.
kleinzaches_06_f000097|Er war es auch, der endlich vorschlug, ob man nicht den Theaterschneider bei der Beratung zuziehen wolle.|Er war es auch, der endlich vorschlug, ob man nicht den Theaterschneider bei der Beratung zuziehen wolle.
kleinzaches_06_f000098|So seltsam dieser Vorschlag erscheinen mochte, wurde er doch in der Angst und Not, in der sich alle befanden, einstimmig angenommen.|So seltsam dieser Vorschlag erscheinen mochte, wurde er doch in der Angst und Not, in der sich alle befanden, einstimmig angenommen.
kleinzaches_06_f000099|Der Theaterschneider Herr Kees war ein überaus gewandter, pfiffiger Mann.|Der Theaterschneider Herr Kees war ein überaus gewandter, pfiffiger Mann.
kleinzaches_06_f000100|Sowie ihm der schwierige Fall vorgetragen worden, sowie er die Berechnungen des Naturforschers durchgesehen, war er mit dem herrlichsten Mittel, wie das Ordensband zum normalmäßigen Sitzen gebracht werden könne, bei der Hand.|Sowie ihm der schwierige Fall vorgetragen worden, sowie er die Berechnungen des Naturforschers durchgesehen, war er mit dem herrlichsten Mittel, wie das Ordensband zum normalmäßigen Sitzen gebracht werden könne, bei der Hand.
kleinzaches_06_f000101|An Brust und Rücken sollten nämlich eine gewisse Anzahl Knöpfe angebracht und das Ordensband daran geknöpft werden.|An Brust und Rücken sollten nämlich eine gewisse Anzahl Knöpfe angebracht und das Ordensband daran geknöpft werden.
kleinzaches_06_f000102|Der Versuch gelang über die Maßen wohl.|Der Versuch gelang über die Maßen wohl.
kleinzaches_06_f000103|Der Fürst war entzückt und billigte den Vorschlag des Ordensrates, den Orden des grüngefleckten Tigers nunmehro in verschiedene Klassen zu teilen, nach der Anzahl der Knöpfe, womit er gegeben wurde.|Der Fürst war entzückt und billigte den Vorschlag des Ordensrates, den Orden des grüngefleckten Tigers nunmehro in verschiedene Klassen zu teilen, nach der Anzahl der Knöpfe, womit er gegeben wurde.
kleinzaches_06_f000104|Z.B. Orden des grüngefleckten Tigers mit zwei Knöpfen – mit drei Knöpfen etc.|Z.B. Orden des grüngefleckten Tigers mit zwei Knöpfen - mit drei Knöpfen etc.
kleinzaches_06_f000105|Der Minister Zinnober erhielt als ganz besondere Auszeichnung, die sonst kein anderer verlangen könne, den Orden mit zwanzig brillantierten Knöpfen, denn gerade zwanzig Knöpfe erforderte die wunderliche Form seines Körpers.|Der Minister Zinnober erhielt als ganz besondere Auszeichnung, die sonst kein anderer verlangen könne, den Orden mit zwanzig brillantierten Knöpfen, denn gerade zwanzig Knöpfe erforderte die wunderliche Form seines Körpers.
kleinzaches_06_f000106|Der Schneider Kees erhielt den Orden des grüngefleckten Tigers mit zwei goldnen Knöpfen und wurde, da der Fürst ihn, seines glücklichen Einfalls ungeachtet,|Der Schneider Kees erhielt den Orden des grüngefleckten Tigers mit zwei goldnen Knöpfen und wurde, da der Fürst ihn, seines glücklichen Einfalls ungeachtet,
kleinzaches_06_f000107|für einen schlechten Schneider hielt und sich daher nicht von ihm kleiden lassen wollte, zum Wirklichen Geheimen Groß-Kostümierer des Fürsten ernannt.|für einen schlechten Schneider hielt und sich daher nicht von ihm kleiden lassen wollte, zum Wirklichen Geheimen Groß-Kostümierer des Fürsten ernannt.
kleinzaches_06_f000108|Aus dem Fenster seines Landhauses sah der Doktor Prosper Alpanus gedankenvoll herab in seinen Park.|Aus dem Fenster seines Landhauses sah der Doktor Prosper Alpanus gedankenvoll herab in seinen Park.
kleinzaches_06_f000109|Er hatte die ganze Nacht hindurch sich damit beschäftigt, Balthasars Horoskop zu stellen und manches dabei herausgebracht, was sich auf den kleinen Zinnober bezog.|Er hatte die ganze Nacht hindurch sich damit beschäftigt, Balthasars Horoskop zu stellen und manches dabei herausgebracht, was sich auf den kleinen Zinnober bezog.
kleinzaches_06_f000110|Am wichtigsten war ihm aber das, was sich mit dem Kleinen im Garten begeben, als er von Adrian und Pulcher belauscht wurde.|Am wichtigsten war ihm aber das, was sich mit dem Kleinen im Garten begeben, als er von Adrian und Pulcher belauscht wurde.
kleinzaches_06_f000111|Eben wollte Prosper Alpanus seinen Einhörnern zurufen, daß sie die Muschel herbeiführen möchten, weil er fort wolle nach Hoch-Jakobsheim, als ein Wagen daherrasselte und vor dem Gattertor des Parks still hielt.|Eben wollte Prosper Alpanus seinen Einhörnern zurufen, daß sie die Muschel herbeiführen möchten, weil er fort wolle nach Hoch-Jakobsheim, als ein Wagen daherrasselte und vor dem Gattertor des Parks still hielt.
kleinzaches_06_f000112|Es hieß, das Stiftsfräulein von Rosenschön wünsche den Herrn Doktor zu sprechen.|Es hieß, das Stiftsfräulein von Rosenschön wünsche den Herrn Doktor zu sprechen.
