sous_les_mers_1_01_f000001|UN ÉCUEIL FUYANT|UN ÉCUEIL FUYANT
sous_les_mers_2_09_f000031|-- Vous n'avez encore visité les fonds sous-marins que le jour et sous la clarté du soleil. Vous conviendrait-il de les voir par une nuit obscure?|-- Vous n'avez encore visité les fonds sous-marins que le jour et sous la clarté du soleil. Vous conviendrait-il de les voir par une nuit obscure?
sous_les_mers_2_09_f000032|-- Très volontiers.|-- Très volontiers.
sous_les_mers_2_09_f000033|-- Cette promenade sera fatigante, je vous en préviens. Il faudra marcher longtemps et gravir une montagne. Les chemins ne sont pas très bien entretenus.|-- Cette promenade sera fatigante, je vous en préviens. Il faudra marcher longtemps et gravir une montagne. Les chemins ne sont pas très bien entretenus.
sous_les_mers_2_09_f000034|-- Ce que vous me dites là, capitaine, redouble ma curiosité. Je suis prêt à vous suivre.|-- Ce que vous me dites là, capitaine, redouble ma curiosité. Je suis prêt à vous suivre.
sous_les_mers_2_09_f000035|-- Venez donc, monsieur le professeur, nous allons revêtir nos scaphandres.|-- Venez donc, monsieur le professeur, nous allons revêtir nos scaphandres.
sous_les_mers_2_09_f000036|Arrivé au vestiaire, je vis que ni mes compagnons ni aucun homme de l'équipage ne devait nous suivre pendant cette excursion.|Arrivé au vestiaire, je vis que ni mes compagnons ni aucun homme de l'équipage ne devait nous suivre pendant cette excursion.
sous_les_mers_2_09_f000037|Le capitaine Nemo ne m'avait pas même proposé d'emmener Ned ou Conseil.|Le capitaine Nemo ne m'avait pas même proposé d'emmener Ned ou Conseil.
sous_les_mers_2_09_f000038|En quelques instants, nous eûmes revêtu nos appareils.|En quelques instants, nous eûmes revêtu nos appareils.
sous_les_mers_2_09_f000039|On plaça sur notre dos les réservoirs abondamment chargés d'air, mais les lampes électriques n'étaient pas préparées. Je le fis observer au capitaine.|On plaça sur notre dos les réservoirs abondamment chargés d'air, mais les lampes électriques n'étaient pas préparées. Je le fis observer au capitaine.
sous_les_mers_2_09_f000040|Elles nous seraient inutiles, répondit-il.|Elles nous seraient inutiles, répondit-il.
sous_les_mers_2_09_f000041|Je crus avoir mal entendu, mais je ne pus réitérer mon observation, car la tête du capitaine avait déjà disparu dans son enveloppe métallique.|Je crus avoir mal entendu, mais je ne pus réitérer mon observation, car la tête du capitaine avait déjà disparu dans son enveloppe métallique.
sous_les_mers_2_09_f000042|J'achevai de me harnacher, je sentis qu'on me plaçait dans la main un bâton ferré, et quelques minutes plus tard, après la manoeuvre habituelle,|J'achevai de me harnacher, je sentis qu'on me plaçait dans la main un bâton ferré, et quelques minutes plus tard, après la manoeuvre habituelle,
sous_les_mers_2_09_f000043|nous prenions pied sur le fond de l'Atlantique, à une profondeur de trois cents mètres.|nous prenions pied sur le fond de l'Atlantique, à une profondeur de trois cents mètres.
sous_les_mers_2_09_f000044|Minuit approchait. Les eaux étaient profondément obscures, mais le capitaine Nemo me montra dans le lointain un point rougeâtre, une sorte de large lueur, qui brillait à deux milles environ du Nautilus.|Minuit approchait. Les eaux étaient profondément obscures, mais le capitaine Nemo me montra dans le lointain un point rougeâtre, une sorte de large lueur, qui brillait à deux milles environ du Nautilus.
sous_les_mers_2_09_f000045|Ce qu'était ce feu, quelles matières l'alimentaient, pourquoi et comment il se revivifiait dans la masse liquide, je n'aurais pu le dire.|Ce qu'était ce feu, quelles matières l'alimentaient, pourquoi et comment il se revivifiait dans la masse liquide, je n'aurais pu le dire.
sous_les_mers_2_09_f000046|En tout cas, il nous éclairait, vaguement il est vrai, mais je m'accoutumai bientôt à ces ténèbres particulières, et je compris, dans cette circonstance,|En tout cas, il nous éclairait, vaguement il est vrai, mais je m'accoutumai bientôt à ces ténèbres particulières, et je compris, dans cette circonstance,
sous_les_mers_2_09_f000047|l'inutilité des appareils Ruhmkorff.|l'inutilité des appareils Ruhmkorff.
sous_les_mers_2_09_f000048|Le capitaine Nemo et moi, nous marchions l'un près de l'autre, directement sur le feu signalé. Le sol plat montait insensiblement.|Le capitaine Nemo et moi, nous marchions l'un près de l'autre, directement sur le feu signalé. Le sol plat montait insensiblement.
sous_les_mers_2_09_f000049|Nous faisions de larges enjambées, nous aidant du bâton;|Nous faisions de larges enjambées, nous aidant du bâton;
sous_les_mers_2_09_f000050|mais notre marche était lente, en somme, car nos pieds s'enfonçaient souvent dans une sorte de vase pétrie avec des algues et semée de pierres plates.|mais notre marche était lente, en somme, car nos pieds s'enfonçaient souvent dans une sorte de vase pétrie avec des algues et semée de pierres plates.
sous_les_mers_2_09_f000051|Tout en avançant, j'entendais une sorte de grésillement au-dessus de ma tête.|Tout en avançant, j'entendais une sorte de grésillement au-dessus de ma tête.
sous_les_mers_2_09_f000052|Ce bruit redoublait parfois et produisait comme un pétillement continu.|Ce bruit redoublait parfois et produisait comme un pétillement continu.
sous_les_mers_2_09_f000053|J'en compris bientôt la cause. C'était la pluie qui tombait violemment en crépitant à la surface des flots.|J'en compris bientôt la cause. C'était la pluie qui tombait violemment en crépitant à la surface des flots.
sous_les_mers_2_09_f000054|Instinctivement, la pensée me vint que j'allais être trempé! Par l'eau, au milieu de l'eau! Je ne pus m'empêcher de rire à cette idée baroque.|Instinctivement, la pensée me vint que j'allais être trempé! Par l'eau, au milieu de l'eau! Je ne pus m'empêcher de rire à cette idée baroque.
sous_les_mers_2_09_f000055|Mais pour tout dire, sous l'épais habit du scaphandre, on ne sent plus le liquide élément, et l'on se croit au milieu d'une atmosphère un peu plus dense que l'atmosphère terrestre, voilà tout.|Mais pour tout dire, sous l'épais habit du scaphandre, on ne sent plus le liquide élément, et l'on se croit au milieu d'une atmosphère un peu plus dense que l'atmosphère terrestre, voilà tout.
sous_les_mers_2_09_f000056|Après une demi-heure de marche, le sol devint rocailleux.|Après une demi-heure de marche, le sol devint rocailleux.
sous_les_mers_2_09_f000057|Les méduses, les crustacés microscopiques, les pennatules l'éclairaient légèrement de lueurs phosphorescentes.|Les méduses, les crustacés microscopiques, les pennatules l'éclairaient légèrement de lueurs phosphorescentes.
sous_les_mers_2_09_f000058|J'entrevoyais des monceaux de pierres que couvraient quelques millions de zoophytes et des fouillis d'algues.|J'entrevoyais des monceaux de pierres que couvraient quelques millions de zoophytes et des fouillis d'algues.
sous_les_mers_2_09_f000059|Le pied me glissait souvent sur ces visqueux tapis de varech, et sans mon bâton ferré, je serais tombé plus d'une fois.|Le pied me glissait souvent sur ces visqueux tapis de varech, et sans mon bâton ferré, je serais tombé plus d'une fois.
sous_les_mers_2_09_f000060|En me retournant, je voyais toujours le fanal blanchâtre du Nautilus qui commençait à pâlir dans l'éloignement.|En me retournant, je voyais toujours le fanal blanchâtre du Nautilus qui commençait à pâlir dans l'éloignement.
sous_les_mers_2_09_f000061|Ces amoncellements pierreux dont je viens de parler étaient disposés sur le fond océanique suivant une certaine régularité que je ne m'expliquais pas.|Ces amoncellements pierreux dont je viens de parler étaient disposés sur le fond océanique suivant une certaine régularité que je ne m'expliquais pas.
sous_les_mers_2_09_f000062|J'apercevais de gigantesques sillons qui se perdaient dans l'obscurité lointaine et dont la longueur échappait à toute évaluation.|J'apercevais de gigantesques sillons qui se perdaient dans l'obscurité lointaine et dont la longueur échappait à toute évaluation.
sous_les_mers_2_09_f000063|D'autres particularités se présentaient aussi, que je ne savais admettre.|D'autres particularités se présentaient aussi, que je ne savais admettre.
sous_les_mers_2_09_f000064|Il me semblait que mes lourdes semelles de plomb écrasaient une litière d'ossements qui craquaient avec un bruit sec.|Il me semblait que mes lourdes semelles de plomb écrasaient une litière d'ossements qui craquaient avec un bruit sec.
sous_les_mers_2_09_f000065|Qu'était donc cette vaste plaine que je parcourais ainsi?|Qu'était donc cette vaste plaine que je parcourais ainsi?
sous_les_mers_2_09_f000066|J'aurais voulu interroger le capitaine, mais son langage par signes, qui lui permettait de causer avec ses compagnons, lorsqu'ils le suivaient dans ses excursions sous-marines,|J'aurais voulu interroger le capitaine, mais son langage par signes, qui lui permettait de causer avec ses compagnons, lorsqu'ils le suivaient dans ses excursions sous-marines,
sous_les_mers_2_09_f000067|était encore incompréhensible pour moi.|était encore incompréhensible pour moi.
sous_les_mers_2_09_f000068|Cependant, la clarté rougeâtre qui nous guidait, s'accroissait et enflammait l'horizon.|Cependant, la clarté rougeâtre qui nous guidait, s'accroissait et enflammait l'horizon.
sous_les_mers_2_09_f000069|La présence de ce foyer sous les eaux m'intriguait au plus haut degré.|La présence de ce foyer sous les eaux m'intriguait au plus haut degré.
sous_les_mers_2_09_f000070|Était-ce quelque effluence électrique qui se manifestait?|Était-ce quelque effluence électrique qui se manifestait?
sous_les_mers_2_09_f000071|Allais-je vers un phénomène naturel encore inconnu des savants de la terre?|Allais-je vers un phénomène naturel encore inconnu des savants de la terre?
sous_les_mers_2_09_f000072|Ou même -- car cette pensée traversa mon cerveau -- la main de l'homme intervenait-elle dans cet embrasement?|Ou même -- car cette pensée traversa mon cerveau -- la main de l'homme intervenait-elle dans cet embrasement?
sous_les_mers_2_09_f000073|Soufflait-elle cet incendie? Devais-je rencontrer sous ces couches profondes, des compagnons, des amis du capitaine Nemo, vivant comme lui de cette existence étrange,|Soufflait-elle cet incendie? Devais-je rencontrer sous ces couches profondes, des compagnons, des amis du capitaine Nemo, vivant comme lui de cette existence étrange,
sous_les_mers_2_09_f000074|et auxquels il allait rendre visite?|et auxquels il allait rendre visite?
sous_les_mers_2_09_f000075|Trouverais-je là-bas toute une colonie d'exilés, qui, las des misères de la terre, avaient cherché et trouvé l'indépendance au plus profond de l'Océan?|Trouverais-je là-bas toute une colonie d'exilés, qui, las des misères de la terre, avaient cherché et trouvé l'indépendance au plus profond de l'Océan?
sous_les_mers_2_09_f000076|Toutes ces idées folles, inadmissibles, me poursuivaient, et dans cette disposition d'esprit, surexcité sans cesse par la série de merveilles qui passaient sous mes yeux,|Toutes ces idées folles, inadmissibles, me poursuivaient, et dans cette disposition d'esprit, surexcité sans cesse par la série de merveilles qui passaient sous mes yeux,
sous_les_mers_2_09_f000077|je n'aurais pas été surpris de rencontrer, au fond de cette mer, une de ces villes sous-marines que rêvait le capitaine Nemo!|je n'aurais pas été surpris de rencontrer, au fond de cette mer, une de ces villes sous-marines que rêvait le capitaine Nemo!
sous_les_mers_2_09_f000078|Notre route s'éclairait de plus en plus. La lueur blanchissante rayonnait au sommet d'une montagne haute de huit cents pieds environ.|Notre route s'éclairait de plus en plus. La lueur blanchissante rayonnait au sommet d'une montagne haute de huit cents pieds environ.
sous_les_mers_2_09_f000079|Mais ce que j'apercevais n'était qu'une simple réverbération développée par le cristal des couches d'eau.|Mais ce que j'apercevais n'était qu'une simple réverbération développée par le cristal des couches d'eau.
sous_les_mers_2_09_f000080|Le foyer, source de cette inexplicable darté, occupait le versant opposé de la montagne.|Le foyer, source de cette inexplicable darté, occupait le versant opposé de la montagne.
sous_les_mers_2_09_f000081|Au milieu des dédales pierreux qui sillonnaient le fond de l'Atlantique, le capitaine Nemo s'avançait sans hésitation.|Au milieu des dédales pierreux qui sillonnaient le fond de l'Atlantique, le capitaine Nemo s'avançait sans hésitation.
sous_les_mers_2_09_f000082|Il connaissait cette sombre route. Il l'avait souvent parcourue, sans doute, et ne pouvait s'y perdre.|Il connaissait cette sombre route. Il l'avait souvent parcourue, sans doute, et ne pouvait s'y perdre.
sous_les_mers_2_09_f000083|Je le suivais avec une confiance inébranlable. Il m'apparaissait comme un des génies de la mer, et quand il marchait devant moi, j'admirais sa haute stature qui se découpait en noir sur le fond lumineux de l'horizon.|Je le suivais avec une confiance inébranlable. Il m'apparaissait comme un des génies de la mer, et quand il marchait devant moi, j'admirais sa haute stature qui se découpait en noir sur le fond lumineux de l'horizon.
