la_mare_au_diable_00_f000001|NOTICE|NOTICE
la_mare_au_diable_13_f000070|Germain, voyant que, selon l’habitude du pays, on allait répondre à ses questions par d’autres questions, frappa du pied avec impatience et demanda à parler au maître.|Germain, voyant que, selon lhabitude du pays, on allait répondre à ses questions par dautres questions, frappa du pied avec impatience et demanda à parler au maître.
la_mare_au_diable_13_f000071|Le maître n’y était pas: il n’avait pas coutume de rester toute la journée entière quand il venait à la ferme.|Le maître ny était pas: il navait pas coutume de rester toute la journée entière quand il venait à la ferme.
la_mare_au_diable_13_f000072|Il était monté à cheval, et il était parti on ne savait pour quelle autre de ses fermes.|Il était monté à cheval, et il était parti on ne savait pour quelle autre de ses fermes.
la_mare_au_diable_13_f000073|—Mais enfin, dit Germain en proie à une vive anxiété, ne pouvez-vous savoir la raison du départ de cette jeune fille?|-Mais enfin, dit Germain en proie à une vive anxiété, ne pouvez-vous savoir la raison du départ de cette jeune fille?
la_mare_au_diable_13_f000074|Le métayer échangea un sourire étrange avec sa femme, puis il répondit qu’il n’en savait rien, que cela ne le regardait pas.|Le métayer échangea un sourire étrange avec sa femme, puis il répondit quil nen savait rien, que cela ne le regardait pas.
la_mare_au_diable_13_f000075|Tout ce que Germain put apprendre, c’est que la jeune fille et l’enfant étaient allés du côté de Fourche.|Tout ce que Germain put apprendre, cest que la jeune fille et lenfant étaient allés du côté de Fourche.
la_mare_au_diable_13_f000076|Il courut à Fourche: la veuve et ses amoureux n’étaient pas de retour, non plus que le père Léonard.|Il courut à Fourche: la veuve et ses amoureux nétaient pas de retour, non plus que le père Léonard.
la_mare_au_diable_13_f000077|La servante lui dit qu’une jeune fille et un enfant étaient venus le demander, mais que, ne les connaissant pas, elle n’avait pas voulu les recevoir,|La servante lui dit quune jeune fille et un enfant étaient venus le demander, mais que, ne les connaissant pas, elle navait pas voulu les recevoir,
la_mare_au_diable_13_f000078|et leur avait conseillé d’aller à Mers.|et leur avait conseillé daller à Mers.
la_mare_au_diable_13_f000079|—Et pourquoi avez-vous refusé de les recevoir? dit Germain avec humeur. On est donc bien méfiant dans ce pays-ci, qu’on n’ouvre pas la porte à son prochain?|-Et pourquoi avez-vous refusé de les recevoir? dit Germain avec humeur. On est donc bien méfiant dans ce pays-ci, quon nouvre pas la porte à son prochain?
la_mare_au_diable_13_f000080|—Ah dame! répondit la servante, dans une maison riche comme celle-ci on a raison de faire bonne garde.|-Ah dame! répondit la servante, dans une maison riche comme celle-ci on a raison de faire bonne garde.
la_mare_au_diable_13_f000081|Je réponds de tout quand les maîtres sont absents, et je ne peux pas ouvrir aux premiers venus.|Je réponds de tout quand les maîtres sont absents, et je ne peux pas ouvrir aux premiers venus.
la_mare_au_diable_13_f000082|—C’est une laide coutume, dit Germain, et j’aimerais mieux être pauvre que de vivre comme cela dans la crainte. Adieu, la fille! adieu à votre vilain pays!|-Cest une laide coutume, dit Germain, et jaimerais mieux être pauvre que de vivre comme cela dans la crainte. Adieu, la fille! adieu à votre vilain pays!
la_mare_au_diable_13_f000083|Il s’enquit dans les maisons environnantes. On avait vu la bergère et l’enfant.|Il senquit dans les maisons environnantes. On avait vu la bergère et lenfant.
la_mare_au_diable_13_f000084|Comme le petit était parti de Belair à l’improviste, sans toilette, avec sa blouse un peu déchirée et sa petite peau d’agneau sur le corps; comme aussi la petite Marie était, pour cause, fort pauvrement vêtue en tout temps, on les avait pris pour des mendiants.|Comme le petit était parti de Belair à limproviste, sans toilette, avec sa blouse un peu déchirée et sa petite peau dagneau sur le corps; comme aussi la petite Marie était, pour cause, fort pauvrement vêtue en tout temps, on les avait pris pour des mendiants.
la_mare_au_diable_13_f000085|On leur avait offert du pain; la jeune fille en avait accepté un morceau pour l’enfant qui avait faim, puis elle était partie très vite avec lui, et avait gagné les bois.|On leur avait offert du pain; la jeune fille en avait accepté un morceau pour lenfant qui avait faim, puis elle était partie très vite avec lui, et avait gagné les bois.
la_mare_au_diable_13_f000086|Germain réfléchit un instant, puis il demanda si le fermier des Ormeaux n’était pas venu à Fourche.|Germain réfléchit un instant, puis il demanda si le fermier des Ormeaux nétait pas venu à Fourche.
la_mare_au_diable_13_f000087|—Oui, lui répondit-on; il a passé à cheval peu d’instants après cette petite.|-Oui, lui répondit-on; il a passé à cheval peu dinstants après cette petite.
la_mare_au_diable_13_f000088|—Est-ce qu’il a couru après elle?|-Est-ce quil a couru après elle?
la_mare_au_diable_13_f000089|—Ah! vous le connaissez donc? dit en riant le cabaretier de l’endroit, auquel il s’adressait.|-Ah! vous le connaissez donc? dit en riant le cabaretier de lendroit, auquel il sadressait.
la_mare_au_diable_13_f000090|Oui, certes; c’est un gaillard endiablé pour courir après les filles. Mais je ne crois pas qu’il ait attrapé celle-là; quoique après tout, s’il l’eût vue...|Oui, certes; cest un gaillard endiablé pour courir après les filles. Mais je ne crois pas quil ait attrapé celle-là; quoique après tout, sil leût vue...
la_mare_au_diable_13_f000091|—C’est assez, merci! Et il vola plutôt qu’il ne courut à l’écurie de Léonard.|-Cest assez, merci! Et il vola plutôt quil ne courut à lécurie de Léonard.
la_mare_au_diable_13_f000092|Il jeta la bâtine sur la Grise, sauta dessus, et partit au grand galop dans la direction des bois de Chanteloube.|Il jeta la bâtine sur la Grise, sauta dessus, et partit au grand galop dans la direction des bois de Chanteloube.
la_mare_au_diable_13_f000093|Le cœur lui bondissait d’inquiétude et de colère, la sueur lui coulait du front.|Le cœur lui bondissait dinquiétude et de colère, la sueur lui coulait du front.
la_mare_au_diable_13_f000094|Il mettait en sang les flancs de la Grise, qui, en se voyant sur le chemin de son écurie, ne se faisait pourtant pas prier pour courir.|Il mettait en sang les flancs de la Grise, qui, en se voyant sur le chemin de son écurie, ne se faisait pourtant pas prier pour courir.
la_mare_au_diable_14_f000001|LA VIEILLE Germain se retrouva bientôt à l’endroit où il avait passé la nuit au bord de la mare.|LA VIEILLE Germain se retrouva bientôt à lendroit où il avait passé la nuit au bord de la mare.
la_mare_au_diable_14_f000002|Le feu fumait encore; une vieille femme ramassait le reste de la provision de bois mort que la petite Marie y avait entassée.|Le feu fumait encore; une vieille femme ramassait le reste de la provision de bois mort que la petite Marie y avait entassée.
la_mare_au_diable_14_f000003|Germain s’arrêta pour la questionner. Elle était sourde, et, se méprenant sur ses interrogations: —Oui, mon garçon, dit-elle, c’est ici la Mare au Diable.|Germain sarrêta pour la questionner. Elle était sourde, et, se méprenant sur ses interrogations: -Oui, mon garçon, dit-elle, cest ici la Mare au Diable.
la_mare_au_diable_14_f000004|C’est un mauvais endroit, et il ne faut pas en approcher sans jeter trois pierres dedans de la main gauche, en faisant le signe de la croix de la main droite: ça éloigne les esprits.|Cest un mauvais endroit, et il ne faut pas en approcher sans jeter trois pierres dedans de la main gauche, en faisant le signe de la croix de la main droite: ça éloigne les esprits.
la_mare_au_diable_14_f000005|Autrement il arrive des malheurs à ceux qui en font le tour.|Autrement il arrive des malheurs à ceux qui en font le tour.
la_mare_au_diable_14_f000006|—Je ne vous parle pas de ça, dit Germain en s’approchant d’elle et en criant à tue-tête: N’avez-vous pas vu passer dans le bois une fille et un enfant?|-Je ne vous parle pas de ça, dit Germain en sapprochant delle et en criant à tue-tête: Navez-vous pas vu passer dans le bois une fille et un enfant?
la_mare_au_diable_14_f000007|—Oui, dit la vieille, il s’est noyé un petit enfant!|-Oui, dit la vieille, il sest noyé un petit enfant!
la_mare_au_diable_14_f000008|Germain frémit de la tête aux pieds; mais heureusement la vieille ajouta: —Il y a bien longtemps de ça; en mémoire de l’accident on y avait planté une belle croix; mais, par une belle nuit de grand orage, les mauvais esprits l’ont jetée dans l’eau.|Germain frémit de la tête aux pieds; mais heureusement la vieille ajouta: -Il y a bien longtemps de ça; en mémoire de laccident on y avait planté une belle croix; mais, par une belle nuit de grand orage, les mauvais esprits lont jetée dans leau.
la_mare_au_diable_14_f000009|On peut en voir encore un bout. Si quelqu’un avait le malheur de s’arrêter ici la nuit, il serait bien sûr de ne pouvoir jamais en sortir avant le jour.|On peut en voir encore un bout. Si quelquun avait le malheur de sarrêter ici la nuit, il serait bien sûr de ne pouvoir jamais en sortir avant le jour.
la_mare_au_diable_14_f000010|Il aurait beau marcher, marcher, il pourrait faire deux cents lieues dans le bois et se retrouver toujours à la même place.|Il aurait beau marcher, marcher, il pourrait faire deux cents lieues dans le bois et se retrouver toujours à la même place.
la_mare_au_diable_14_f000011|—L’imagination du laboureur se frappa malgré lui de ce qu’il entendait, et l’idée du malheur qui devait arriver pour achever de justifier les assertions de la vieille femme s’empara si bien de sa tête, qu’il se sentit froid par tout le corps.|-Limagination du laboureur se frappa malgré lui de ce quil entendait, et lidée du malheur qui devait arriver pour achever de justifier les assertions de la vieille femme sempara si bien de sa tête, quil se sentit froid par tout le corps.
la_mare_au_diable_14_f000012|Désespérant d’obtenir d’autres renseignements, il remonta à cheval et recommença de parcourir le bois en appelant Pierre de toutes ses forces,|Désespérant dobtenir dautres renseignements, il remonta à cheval et recommença de parcourir le bois en appelant Pierre de toutes ses forces,
la_mare_au_diable_14_f000013|et en sifflant, faisant claquer son fouet, cassant les branches pour remplir la forêt du bruit de sa marche, écoutant ensuite si quelque voix lui répondait;|et en sifflant, faisant claquer son fouet, cassant les branches pour remplir la forêt du bruit de sa marche, écoutant ensuite si quelque voix lui répondait;
la_mare_au_diable_14_f000014|mais il n’entendait que la cloche des vaches éparses dans les taillis, et le cri sauvage des porcs qui se disputaient la glandée.|mais il nentendait que la cloche des vaches éparses dans les taillis, et le cri sauvage des porcs qui se disputaient la glandée.
la_mare_au_diable_14_f000015|Enfin Germain entendit derrière lui le bruit d’un cheval qui courait sur ses traces, et un homme entre deux âges, brun, robuste, habillé comme un demi-bourgeois, lui cria de s’arrêter.|Enfin Germain entendit derrière lui le bruit dun cheval qui courait sur ses traces, et un homme entre deux âges, brun, robuste, habillé comme un demi-bourgeois, lui cria de sarrêter.
la_mare_au_diable_14_f000016|Germain n’avait jamais vu le fermier des Ormeaux; mais un instinct de rage lui fit juger de suite que c’était lui.|Germain navait jamais vu le fermier des Ormeaux; mais un instinct de rage lui fit juger de suite que cétait lui.
la_mare_au_diable_14_f000017|Il se retourna, et, le toisant de la tête aux pieds, il attendit ce qu’il avait à lui dire.|Il se retourna, et, le toisant de la tête aux pieds, il attendit ce quil avait à lui dire.
la_mare_au_diable_14_f000018|—N’avez-vous pas vu passer par ici une jeune fille de quinze ou seize ans, avec un petit garçon? dit le fermier en affectant un air d’indifférence, quoiqu’il fût visiblement ému.|-Navez-vous pas vu passer par ici une jeune fille de quinze ou seize ans, avec un petit garçon? dit le fermier en affectant un air dindifférence, quoiquil fût visiblement ému.
