odysseus_01_f000001|Erster Abend.|Erster Abend.
odysseus_10_f000025|Nachdem sie alles besorgt hatten, stieg er selbst hinein und legte sich nieder; die Ruderer nahmen ihre Sitze ein, und, sich weit hintenüber beugend, schlugen sie kräftig mit ihren Rudern das Meer.|Nachdem sie alles besorgt hatten, stieg er selbst hinein und legte sich nieder; die Ruderer nahmen ihre Sitze ein, und, sich weit hintenüber beugend, schlugen sie kräftig mit ihren Rudern das Meer.
odysseus_10_f000026|Das Schiff glitt über die Fläche leicht wie ein Vogel.|Das Schiff glitt über die Fläche leicht wie ein Vogel.
odysseus_10_f000027|Odysseus aber sank in tiefen, tiefen Schlaf.|Odysseus aber sank in tiefen, tiefen Schlaf.
odysseus_10_f000028|Der tapfere Held, der so viele Thaten verrichtet, so viele Leiden erduldet hatte, da lag er nun gleich einem Toten und schlief so ruhig, als ob alle Leiden nur ein Traum gewesen wären.|Der tapfere Held, der so viele Thaten verrichtet, so viele Leiden erduldet hatte, da lag er nun gleich einem Toten und schlief so ruhig, als ob alle Leiden nur ein Traum gewesen wären.
odysseus_10_f000029|Eben ging der Morgenstern auf denn sie waren schon die ganze Nacht hindurch gefahren als das Schiff in einer Bucht von Ithaka landete.|Eben ging der Morgenstern auf denn sie waren schon die ganze Nacht hindurch gefahren als das Schiff in einer Bucht von Ithaka landete.
odysseus_10_f000030|Selbst der starke Stoß des auf den Kiessand laufenden Schiffes konnte den Helden nicht ermuntern, und die Jünglinge, die dem armen Dulder seinen Schlaf von Herzen gönnten,|Selbst der starke Stoß des auf den Kiessand laufenden Schiffes konnte den Helden nicht ermuntern, und die Jünglinge, die dem armen Dulder seinen Schlaf von Herzen gönnten,
odysseus_10_f000031|faßten leise die Zipfel des Unterbettes und des Leintuches, auf dem er ruhte, und trugen ihn so sanft ans Land.|faßten leise die Zipfel des Unterbettes und des Leintuches, auf dem er ruhte, und trugen ihn so sanft ans Land.
odysseus_10_f000032|Auch die Geschenke packten sie schweigend aus und stellten sie neben ihn, abseits von dem Wege, unter einen Ölbaum, und dann setzten sie sich wieder in ihr Schiff und steuerten fröhlich nach Hause.|Auch die Geschenke packten sie schweigend aus und stellten sie neben ihn, abseits von dem Wege, unter einen Ölbaum, und dann setzten sie sich wieder in ihr Schiff und steuerten fröhlich nach Hause.
odysseus_10_f000033|Die Unglücklichen! sie entrannen der Rache Poseidons nicht.|Die Unglücklichen! sie entrannen der Rache Poseidons nicht.
odysseus_10_f000034|Er sah sie zurückfahren und versteinerte ihr Schiff wie einen Felsen im Meer, und um die Stadt der Phäaken türmte er einen hohen Felswall.|Er sah sie zurückfahren und versteinerte ihr Schiff wie einen Felsen im Meer, und um die Stadt der Phäaken türmte er einen hohen Felswall.
odysseus_10_f000035|So erfüllte sich an dem gutmütigen Volke die alte Weissagung.|So erfüllte sich an dem gutmütigen Volke die alte Weissagung.
odysseus_10_f000036|Unterdessen erwachte Odysseus auf dem feuchten Boden.|Unterdessen erwachte Odysseus auf dem feuchten Boden.
odysseus_10_f000037|Er sah sich um; ein trüber Nebel umhüllte rings die wilde Gegend, und der Arme erkannte sein Vaterland nicht.|Er sah sich um; ein trüber Nebel umhüllte rings die wilde Gegend, und der Arme erkannte sein Vaterland nicht.
odysseus_10_f000038|Wehe mir! rief er aus, an welches fremde Land haben mich diese trügerischen Männer ausgesetzt?|Wehe mir! rief er aus, an welches fremde Land haben mich diese trügerischen Männer ausgesetzt?
odysseus_10_f000039|Ist das die Treue der Phäaken?|Ist das die Treue der Phäaken?
odysseus_10_f000040|Wer mag hier wohnen?|Wer mag hier wohnen?
odysseus_10_f000041|Unbändige, grausame Horden vielleicht!|Unbändige, grausame Horden vielleicht!
odysseus_10_f000042|Wohin wende ich mich?|Wohin wende ich mich?
odysseus_10_f000043|Wo berge ich diese Güter?|Wo berge ich diese Güter?
odysseus_10_f000044|Ha, wäre ich nimmer zu diesen heimtückischen Phäaken gekommen!|Ha, wäre ich nimmer zu diesen heimtückischen Phäaken gekommen!
odysseus_10_f000045|Aber Zeus möge es ihnen vergelten, daß sie solche Ungerechtigkeit an hilfebittenden Fremden üben.|Aber Zeus möge es ihnen vergelten, daß sie solche Ungerechtigkeit an hilfebittenden Fremden üben.
odysseus_10_f000046|Gestohlen mag mir ohnehin genug sein.|Gestohlen mag mir ohnehin genug sein.
odysseus_10_f000047|Ich will nur einmal nachzählen und alles durchmustern.|Ich will nur einmal nachzählen und alles durchmustern.
odysseus_10_f000048|Nein, daran fehlt nichts, das ist alles richtig.|Nein, daran fehlt nichts, das ist alles richtig.
odysseus_10_f000049|Ach! aber  Er wankte trostlos am Gestade umher und erforschte die Gegend.|Ach! aber  Er wankte trostlos am Gestade umher und erforschte die Gegend.
odysseus_10_f000050|Da kam Athene in der Gestalt eines schönen Hirtenknaben auf ihn zu, einen Wurfspieß in der Hand und Sohlen an den Füßen.|Da kam Athene in der Gestalt eines schönen Hirtenknaben auf ihn zu, einen Wurfspieß in der Hand und Sohlen an den Füßen.
odysseus_10_f000051|Freudig erblickte Odysseus den Knaben, ging ihm schnell entgegen und redete ihn an: Lieber, sei mir gegrüßt, da du mir zuerst hier im fremden Lande begegnest.|Freudig erblickte Odysseus den Knaben, ging ihm schnell entgegen und redete ihn an: Lieber, sei mir gegrüßt, da du mir zuerst hier im fremden Lande begegnest.
odysseus_10_f000052|Sei mir nicht feindlich gesinnt; denn wie zu einer Gottheit flehe ich zu dir und umfasse mit Demut dir die zarten Kniee.|Sei mir nicht feindlich gesinnt; denn wie zu einer Gottheit flehe ich zu dir und umfasse mit Demut dir die zarten Kniee.
odysseus_10_f000053|Vor allen Dingen sage mir, wo bin ich hier?|Vor allen Dingen sage mir, wo bin ich hier?
odysseus_10_f000054|Wie heißt das Land, und was für Männer bewohnen es?|Wie heißt das Land, und was für Männer bewohnen es?
odysseus_10_f000055|Ist es eine Insel oder eine vorragende Küste des festen Landes?|Ist es eine Insel oder eine vorragende Küste des festen Landes?
odysseus_10_f000056|Du mußt wohl aus weiter Ferne kommen, Fremdling, versetzte der Gefragte, weil du dieses Land nicht kennst, denn wahrlich! es ist berühmt genug.|Du mußt wohl aus weiter Ferne kommen, Fremdling, versetzte der Gefragte, weil du dieses Land nicht kennst, denn wahrlich! es ist berühmt genug.
odysseus_10_f000057|Zwar ist's rauh und gebirgig und taugt nicht, um Rosse darauf zu tummeln, aber Getreide und Wein gedeiht hier trefflich, und an Rinder- und Schafherden ist ein reicher Segen.|Zwar ist's rauh und gebirgig und taugt nicht, um Rosse darauf zu tummeln, aber Getreide und Wein gedeiht hier trefflich, und an Rinder- und Schafherden ist ein reicher Segen.
odysseus_10_f000058|Bäche tränken das Land, und überall wuchert herrliche Waldung.|Bäche tränken das Land, und überall wuchert herrliche Waldung.
odysseus_10_f000059|Wahrhaftig, Ithakas Ruf ist bis Troja gedrungen, und das, sagen die Leute, liegt sehr weit vom achäischen Lande.|Wahrhaftig, Ithakas Ruf ist bis Troja gedrungen, und das, sagen die Leute, liegt sehr weit vom achäischen Lande.
odysseus_10_f000060|Ithakas Ruf! Also war es wirklich Ithaka, wo der Zweifelnde stand?|Ithakas Ruf! Also war es wirklich Ithaka, wo der Zweifelnde stand?
odysseus_10_f000061|wirklich das liebe, lang ersehnte Vaterland? Welche Freude!|wirklich das liebe, lang ersehnte Vaterland? Welche Freude!
odysseus_10_f000062|Aber noch mißtrauend verbarg er seine Empfindung; er wollte noch nicht verraten sein.|Aber noch mißtrauend verbarg er seine Empfindung; er wollte noch nicht verraten sein.
odysseus_10_f000063|Ja wohl, sprach er kalt, habe ich den Namen oft in Kreta, meiner Heimat, gehört.|Ja wohl, sprach er kalt, habe ich den Namen oft in Kreta, meiner Heimat, gehört.
odysseus_10_f000064|Flüchtig komme ich jetzo von dorther; phönikische Männer haben mich freundlich hierher geführt mit diesen Gütern; denn ich habe zu Hause einen Königssohn erschlagen, der mir meine Beute vom Trojanerkriege streitig machen wollte.|Flüchtig komme ich jetzo von dorther; phönikische Männer haben mich freundlich hierher geführt mit diesen Gütern; denn ich habe zu Hause einen Königssohn erschlagen, der mir meine Beute vom Trojanerkriege streitig machen wollte.
odysseus_10_f000065|Darum mußte ich Weib und Kind verlassen, und  Schweig, unterbrach ihn Athene, indem sie sich plötzlich in ein blühendes Mädchen verwandelte und ihn freundlich mit der Hand streichelte.|Darum mußte ich Weib und Kind verlassen, und  Schweig, unterbrach ihn Athene, indem sie sich plötzlich in ein blühendes Mädchen verwandelte und ihn freundlich mit der Hand streichelte.
odysseus_10_f000066|Du bist doch immer der Alte, und darum liebe ich dich eben und habe dich immer beschützt und dir auch anderer Liebe erworben, zumal bei den Phäaken.|Du bist doch immer der Alte, und darum liebe ich dich eben und habe dich immer beschützt und dir auch anderer Liebe erworben, zumal bei den Phäaken.
odysseus_10_f000067|Spare bei mir die List, wir kennen uns ja; ich bin Pallas Athene und komme jetzt mit dir zu erwägen, wie du deine reichen Geschenke bergest und die übermütigen Freier in deinem Hause züchtigest.|Spare bei mir die List, wir kennen uns ja; ich bin Pallas Athene und komme jetzt mit dir zu erwägen, wie du deine reichen Geschenke bergest und die übermütigen Freier in deinem Hause züchtigest.
odysseus_10_f000068|Denn sie treiben's nun schon drei Jahre lang und umwerben deine sittige Gattin mit Heiratsgeschenken.|Denn sie treiben's nun schon drei Jahre lang und umwerben deine sittige Gattin mit Heiratsgeschenken.
odysseus_10_f000069|Aber sie verweigert es allen; sie hält nur dich im Herzen und sehnt sich unsäglich nach deiner Zurückkunft.|Aber sie verweigert es allen; sie hält nur dich im Herzen und sehnt sich unsäglich nach deiner Zurückkunft.
odysseus_10_f000070|Ha wahrlich, versetzte Odysseus, es ist schwer, o Göttin, dich in menschlicher Hülle zu erkennen.|Ha wahrlich, versetzte Odysseus, es ist schwer, o Göttin, dich in menschlicher Hülle zu erkennen.
odysseus_10_f000071|Zwar bist du mir oft erschienen im Kampfe und in andern Nöten, aber verzeih, oft schien mir's in meinen letzten Drangsalen, als habest du mich verlassen und als sollte ich nie dich wiedersehen.|Zwar bist du mir oft erschienen im Kampfe und in andern Nöten, aber verzeih, oft schien mir's in meinen letzten Drangsalen, als habest du mich verlassen und als sollte ich nie dich wiedersehen.
odysseus_10_f000072|Aber sage mir, wie kann das Ithaka sein!|Aber sage mir, wie kann das Ithaka sein!
odysseus_10_f000073|Ich erkenne noch immer nicht die wunderbare Gegend.|Ich erkenne noch immer nicht die wunderbare Gegend.
odysseus_10_f000074|Ich habe dich nie vergessen, antwortete die Göttin, aber ich wollte nicht dem mächtigen Poseidon zuwider handeln, meinem erhabenen Oheim, der dich mit seiner Rache verfolgte.|Ich habe dich nie vergessen, antwortete die Göttin, aber ich wollte nicht dem mächtigen Poseidon zuwider handeln, meinem erhabenen Oheim, der dich mit seiner Rache verfolgte.
odysseus_10_f000075|Auch wußte ich ja, daß gänzliches Verderben dir nie vom Schicksale bestimmt war; daher blieb ich ruhig.|Auch wußte ich ja, daß gänzliches Verderben dir nie vom Schicksale bestimmt war; daher blieb ich ruhig.
odysseus_10_f000076|Jetzt endlich komme ich wieder, um dir zu raten.|Jetzt endlich komme ich wieder, um dir zu raten.
odysseus_10_f000077|Aber damit du mir völlig trauest, so laß dir die Gegend zeigen.|Aber damit du mir völlig trauest, so laß dir die Gegend zeigen.
odysseus_10_f000078|Siehe hier ist die Bucht, Phorkys, dem Seegott geweiht.|Siehe hier ist die Bucht, Phorkys, dem Seegott geweiht.
odysseus_10_f000079|Dort am Gestade grünt der weitschattende Ölbaum, den du als Knabe so oft erklettert; hier ist die weite Felsengrotte, in der du den Nymphen so manches Opfer gebracht hast; dort das Gebirge mit der dunkeln Waldung ist Neriton.|Dort am Gestade grünt der weitschattende Ölbaum, den du als Knabe so oft erklettert; hier ist die weite Felsengrotte, in der du den Nymphen so manches Opfer gebracht hast; dort das Gebirge mit der dunkeln Waldung ist Neriton.
odysseus_10_f000080|Besinnst du dich noch nicht?|Besinnst du dich noch nicht?
odysseus_10_f000081|So sprach sie und zerstreute die Nebel, so daß die Gegend hell vor ihm lag.|So sprach sie und zerstreute die Nebel, so daß die Gegend hell vor ihm lag.
odysseus_10_f000082|Ja, ja! rief er entzückt aus, fiel nieder auf sein Angesicht und küßte die heilige Muttererde und betete mit aufgehobenen Händen zu den Nymphen, den Schutzgöttinnen des Ortes, auf dem er stand.|Ja, ja! rief er entzückt aus, fiel nieder auf sein Angesicht und küßte die heilige Muttererde und betete mit aufgehobenen Händen zu den Nymphen, den Schutzgöttinnen des Ortes, auf dem er stand.
odysseus_10_f000083|Ja, dort ist die Grotte der Nymphen!|Ja, dort ist die Grotte der Nymphen!
odysseus_10_f000084|Hohe Najaden, nicht hoffte ich mehr euch jemals wieder zu sehen.|Hohe Najaden, nicht hoffte ich mehr euch jemals wieder zu sehen.
odysseus_10_f000085|Aber seid mir nun im frommen Gebete herzlich begrüßt!|Aber seid mir nun im frommen Gebete herzlich begrüßt!
odysseus_10_f000086|Bald hoffe ich euch wieder dankbare Gaben, wie sonst, zu spenden, wenn mir des Zeus siegende Tochter Leben und Heil vergönnt und den lieben Sohn mir erhielt!|Bald hoffe ich euch wieder dankbare Gaben, wie sonst, zu spenden, wenn mir des Zeus siegende Tochter Leben und Heil vergönnt und den lieben Sohn mir erhielt!
odysseus_10_f000087|Jetzt erinnerte ihn Athene, daß es nötig sei seine Kostbarkeiten zu verbergen, damit sie ihm nicht entwendet würden.|Jetzt erinnerte ihn Athene, daß es nötig sei seine Kostbarkeiten zu verbergen, damit sie ihm nicht entwendet würden.
odysseus_10_f000088|Sie stieg zu dem Ende selbst in die Grotte, und Odysseus reichte ihr Stück für Stück sowohl von den feinen Gewändern als von den kostbaren Gefäßen zu.|Sie stieg zu dem Ende selbst in die Grotte, und Odysseus reichte ihr Stück für Stück sowohl von den feinen Gewändern als von den kostbaren Gefäßen zu.
odysseus_10_f000089|Sie verbarg alles sorgfältig in einem Winkel und wälzte einen Stein vor den niedrigen Eingang.|Sie verbarg alles sorgfältig in einem Winkel und wälzte einen Stein vor den niedrigen Eingang.
odysseus_10_f000090|Dann ließ sie sich mit dem Helden unter dem alten Ölbaume nieder, noch ferner Rats mit ihm zu pflegen.|Dann ließ sie sich mit dem Helden unter dem alten Ölbaume nieder, noch ferner Rats mit ihm zu pflegen.
odysseus_10_f000091|So sehr sie ihm ihren Beistand versprach, so dringend empfahl sie ihm doch Vorsicht, weil der Freier über hundert seien.|So sehr sie ihm ihren Beistand versprach, so dringend empfahl sie ihm doch Vorsicht, weil der Freier über hundert seien.
odysseus_10_f000092|Vor allen Dingen meinte sie, dürfe niemand etwas von seiner Ankunft ahnen, bevor er nicht unter der Hand seine Freunde kennen gelernt und eine Anzahl zuverlässiger Anhänger heimlich auf seine Seite gebracht habe.|Vor allen Dingen meinte sie, dürfe niemand etwas von seiner Ankunft ahnen, bevor er nicht unter der Hand seine Freunde kennen gelernt und eine Anzahl zuverlässiger Anhänger heimlich auf seine Seite gebracht habe.
odysseus_10_f000093|Darum wolle sie seine Gestalt umwandeln, damit er allen unkenntlich sei, und ihm einen Anzug verschaffen, in welchem niemand auf der ganzen Insel den großen König erkennen solle.|Darum wolle sie seine Gestalt umwandeln, damit er allen unkenntlich sei, und ihm einen Anzug verschaffen, in welchem niemand auf der ganzen Insel den großen König erkennen solle.
