ferien_vom_ich_001_f000001|Abschnitt 1.|Abschnitt eins.
ferien_vom_ich_011_f000136|Bei uns sind alle wohl, und es ist alles in guter Ordnung.|Bei uns sind alle wohl, und es ist alles in guter Ordnung.
ferien_vom_ich_011_f000137|Wir denken Deiner in Liebe und haben nur den einen Wunsch, daß Du Dich völlig erholst.|Wir denken Deiner in Liebe und haben nur den einen Wunsch, daß Du Dich völlig erholst.
ferien_vom_ich_011_f000138|Mit treuen Grüßen Dein Weib und Deine Kinder.|Mit treuen Grüßen Dein Weib und Deine Kinder.
ferien_vom_ich_011_f000139|Das war alles.|Das war alles.
ferien_vom_ich_011_f000140|Es war ja eigentlich genug, es war ganz nach dem Herzen der Kurdirektion; aber Details fehlten gänzlich.|Es war ja eigentlich genug, es war ganz nach dem Herzen der Kurdirektion; aber Details fehlten gänzlich.
ferien_vom_ich_011_f000141|Ob nun Fritzchen im Griechischen auf das volle Genügend gekommen war, ob Lenchen während der Ferien zum Großvater reiste, ob der Kollege Neumann sich wirklich den Adlerorden erschlichen hatte, wer Stadtverordnetenvorsteher geworden war, wie die Elektrizitätsaktien standen – ah, kein Wort!|Ob nun Fritzchen im Griechischen auf das volle Genügend gekommen war, ob Lenchen während der Ferien zum Großvater reiste, ob der Kollege Neumann sich wirklich den Adlerorden erschlichen hatte, wer Stadtverordnetenvorsteher geworden war, wie die Elektrizitätsaktien standen - ah, kein Wort!
ferien_vom_ich_011_f000142|Das ging ihn wahrscheinlich nichts an, ihn, den Knecht Gottfried Stumpe.|Das ging ihn wahrscheinlich nichts an, ihn, den Knecht Gottfried Stumpe.
ferien_vom_ich_011_f000143|Auf die gewohnte Anrede Herr Amtsgerichtsrat hatte er beinahe völlig vergessen.|Auf die gewohnte Anrede Herr Amtsgerichtsrat hatte er beinahe völlig vergessen.
ferien_vom_ich_011_f000144|Sie war ihm wie ein Klang aus sagenhafter Zeit.|Sie war ihm wie ein Klang aus sagenhafter Zeit.
ferien_vom_ich_011_f000145|Er war einfach Gottfried.|Er war einfach Gottfried.
ferien_vom_ich_011_f000146|Gottfried, hatte gestern die dicke Susanne gesagt, helfen Se mir mal meine Brille suchen; ich hab mir se verlegt und muß die Butterrechnung schreiben.|Gottfried, hatte gestern die dicke Susanne gesagt, helfen Se mir mal meine Brille suchen; ich hab mir se verlegt und muß die Butterrechnung schreiben.
ferien_vom_ich_011_f000147|So wurde man sogar zu persönlichen Dienstleistungen herangezogen.|So wurde man sogar zu persönlichen Dienstleistungen herangezogen.
ferien_vom_ich_011_f000148|Man, der Herr Amtsgerichtsrat!|Man, der Herr Amtsgerichtsrat!
ferien_vom_ich_011_f000149|Wie oft überhaupt dieses Weib, die Susanne, die Brille verlegt, ist unglaublich.|Wie oft überhaupt dieses Weib, die Susanne, die Brille verlegt, ist unglaublich.
ferien_vom_ich_011_f000150|Methusalem hat ihr jetzt eine Art Soldatengurt gestiftet, daran hängt wie eine kleine Säbelscheide das Brillenfutteral.|Methusalem hat ihr jetzt eine Art Soldatengurt gestiftet, daran hängt wie eine kleine Säbelscheide das Brillenfutteral.
ferien_vom_ich_011_f000151|Da soll sie ihre Augenwaffe immer bei sich haben.|Da soll sie ihre Augenwaffe immer bei sich haben.
ferien_vom_ich_011_f000152|Aber sie trägt das Koppel nicht, sie hat es dem Methusalem um die Ohren schlagen wollen.|Aber sie trägt das Koppel nicht, sie hat es dem Methusalem um die Ohren schlagen wollen.
ferien_vom_ich_011_f000153|Dieser Methusalem ist ein ganz netter Kerl; nur, er erlaubt sich zuviel Frechheiten.|Dieser Methusalem ist ein ganz netter Kerl; nur, er erlaubt sich zuviel Frechheiten.
ferien_vom_ich_011_f000154|Ihn, den Amtsgerichtsrat, hat er gezeichnet.|Ihn, den Amtsgerichtsrat, hat er gezeichnet.
ferien_vom_ich_011_f000155|Aber nur von hinten.|Aber nur von hinten.
ferien_vom_ich_011_f000156|Er sagt, er hätte einen interessanten Rücken.|Er sagt, er hätte einen interessanten Rücken.
ferien_vom_ich_011_f000157|Das Waschwasser ist abscheulich kalt.|Das Waschwasser ist abscheulich kalt.
ferien_vom_ich_011_f000158|Und der Spiegel ist klein.|Und der Spiegel ist klein.
ferien_vom_ich_011_f000159|Von ordentlichem Frisieren ist keine Rede.|Von ordentlichem Frisieren ist keine Rede.
ferien_vom_ich_011_f000160|Den Nackenscheitel hat er längst aufgegeben.|Den Nackenscheitel hat er längst aufgegeben.
ferien_vom_ich_011_f000161|Richtig, jetzt kommt noch das Schandvieh, der vom Doktor verordnete Dackel, verbeißt sich in die herabhängenden Hosenträger und zieht und zerrt daran.|Richtig, jetzt kommt noch das Schandvieh, der vom Doktor verordnete Dackel, verbeißt sich in die herabhängenden Hosenträger und zieht und zerrt daran.
ferien_vom_ich_011_f000162|Man macht eine Bewegung, wie Pferde, die nach hinten ausschlagen wollen, verliert dabei seinen Pantoffel und bemerkt, daß der Dackel die Hosenträger jählings losläßt, sich auf den Pantoffel stürzt und mit ihm unter dem Bett verschwindet.|Man macht eine Bewegung, wie Pferde, die nach hinten ausschlagen wollen, verliert dabei seinen Pantoffel und bemerkt, daß der Dackel die Hosenträger jählings losläßt, sich auf den Pantoffel stürzt und mit ihm unter dem Bett verschwindet.
ferien_vom_ich_011_f000163|Mag er.|Mag er.
ferien_vom_ich_011_f000164|Mag er ihn zerfressen!|Mag er ihn zerfressen!
ferien_vom_ich_011_f000165|Der Pantoffel gehört der Kurverwaltung.|Der Pantoffel gehört der Kurverwaltung.
ferien_vom_ich_011_f000166|Und der Dackel ist ihm oktroyiert.|Und der Dackel ist ihm oktroyiert.
ferien_vom_ich_011_f000167|Einfach oktroyiert!|Einfach oktroyiert!
ferien_vom_ich_011_f000168|Er hat Hunde nie leiden mögen.|Er hat Hunde nie leiden mögen.
ferien_vom_ich_011_f000169|Schon gar nicht als Schlafkumpane.|Schon gar nicht als Schlafkumpane.
ferien_vom_ich_011_f000170|Er hat sie immer als wandelnde Flohfabriken verabscheut.|Er hat sie immer als wandelnde Flohfabriken verabscheut.
ferien_vom_ich_011_f000171|Methusalem hat neulich einen wissenschaftlichen Vortrag im Rathaussaal gehalten und vorher durch öffentlichen Anschlag angekündigt.|Methusalem hat neulich einen wissenschaftlichen Vortrag im Rathaussaal gehalten und vorher durch öffentlichen Anschlag angekündigt.
ferien_vom_ich_011_f000172|Das Thema lautete: Kann der Mensch (_homo sapiens_) von dem Hunde (_canis familiaris_) einen Floh (_pulex irretans_) erhalten?|Das Thema lautete: Kann der Mensch homo sapiens von dem Hunde canis familiaris einen Floh pulex irretans erhalten?
ferien_vom_ich_011_f000173|Er – Amtsgerichtsrat _Dr._ – nein, Gottfried Stumpe, hat den Blödsinn nicht mitmachen wollen.|Er - Amtsgerichtsrat Dr. - nein, Gottfried Stumpe, hat den Blödsinn nicht mitmachen wollen.
ferien_vom_ich_011_f000174|Zuletzt hat er gerade an dem Vortragsabend rein gar nichts vorgehabt und – um die Zeit totzuschlagen – hingehen wollen.|Zuletzt hat er gerade an dem Vortragsabend rein gar nichts vorgehabt und - um die Zeit totzuschlagen - hingehen wollen.
ferien_vom_ich_011_f000175|Aber da hat es geheißen: Der Saal sei überfüllt, die Polizei lasse niemand mehr zu.|Aber da hat es geheißen: Der Saal sei überfüllt, die Polizei lasse niemand mehr zu.
ferien_vom_ich_011_f000176|Tags darauf hat am Rathaus eine Rezension des Methusalemschen Vortrags ausgehangen.|Tags darauf hat am Rathaus eine Rezension des Methusalemschen Vortrags ausgehangen.
ferien_vom_ich_011_f000177|Isidor Karfunkelstein vom Grundhof hat sie geschrieben.|Isidor Karfunkelstein vom Grundhof hat sie geschrieben.
ferien_vom_ich_011_f000178|Natürlich Blech!|Natürlich Blech!
ferien_vom_ich_011_f000179|Am Schluß hat es da geheißen: So wies der Vortragende in seiner lichtvollen, hinreißenden Art aufs überzeugendste nach, daß Hunde- und Menschenfloh zwei ganz verschiedene Spezien sind, daß es einem Hundefloh niemals einfalle, die schön behaarten Jagdgründe seiner tierischen Pfründe freiwillig zu verlassen, um auf dem glatten Parkett der Menschenhaut unglücklich zu debutieren;|Am Schluß hat es da geheißen: So wies der Vortragende in seiner lichtvollen, hinreißenden Art aufs überzeugendste nach, daß Hunde- und Menschenfloh zwei ganz verschiedene Spezien sind, daß es einem Hundefloh niemals einfalle, die schön behaarten Jagdgründe seiner tierischen Pfründe freiwillig zu verlassen, um auf dem glatten Parkett der Menschenhaut unglücklich zu debutieren;
ferien_vom_ich_011_f000180|daß dem Hundefloh das tierische Blut viel besser munde als das menschliche;|daß dem Hundefloh das tierische Blut viel besser munde als das menschliche;
ferien_vom_ich_011_f000181|daß ein bei einem Menschen gefundener Hundefloh eine außerordentliche Ausnahme, einen armen Verirrten darstelle, der höllisch an Heimweh leide, kurz, daß wohl ein Dackel von einem Menschen einen Floh bekommen könne, aber nicht umgekehrt.|daß ein bei einem Menschen gefundener Hundefloh eine außerordentliche Ausnahme, einen armen Verirrten darstelle, der höllisch an Heimweh leide, kurz, daß wohl ein Dackel von einem Menschen einen Floh bekommen könne, aber nicht umgekehrt.
ferien_vom_ich_011_f000182|Eine Resolution, die darauf hinausging: die Mitglieder der Versammlung als Angehörige der Kulturwelt seien fest entschlossen, den alten Aberglauben, daß ein _pulex irretans_ vom _canis familiaris_ freiwillig zum _homo sapiens_ übergehe, auszurotten, wurde mit überwältigender Mehrheit angenommen.|Eine Resolution, die darauf hinausging: die Mitglieder der Versammlung als Angehörige der Kulturwelt seien fest entschlossen, den alten Aberglauben, daß ein pulex irretans vom canis familiaris freiwillig zum homo sapiens übergehe, auszurotten, wurde mit überwältigender Mehrheit angenommen.
ferien_vom_ich_011_f000183|Die ohnmächtige geringe Opposition wurde ausgelacht.|Die ohnmächtige geringe Opposition wurde ausgelacht.
ferien_vom_ich_011_f000184|Das war also ein wissenschaftlicher Vortrag in diesen Ferien vom Ich.|Das war also ein wissenschaftlicher Vortrag in diesen Ferien vom Ich.
ferien_vom_ich_011_f000185|Verrückt!|Verrückt!
ferien_vom_ich_011_f000186|Aber alles Volk lief hin, Herren und Damen!|Aber alles Volk lief hin, Herren und Damen!
ferien_vom_ich_011_f000187|Rauften um die Plätze!|Rauften um die Plätze!
ferien_vom_ich_011_f000188|Nun hat das Beest, der Dackel, den Pantoffel wirklich zerfetzt.|Nun hat das Beest, der Dackel, den Pantoffel wirklich zerfetzt.
ferien_vom_ich_011_f000189|Er guckt – mit elenden Plüschüberresten in der Schnauze – höchst durchtrieben unter dem Bett hervor, und seine weit aufgerissenen Augen fragten: Gibt es nun Keile oder nicht?|Er guckt - mit elenden Plüschüberresten in der Schnauze - höchst durchtrieben unter dem Bett hervor, und seine weit aufgerissenen Augen fragten: Gibt es nun Keile oder nicht?
ferien_vom_ich_011_f000190|Er schlägt ihn nicht.|Er schlägt ihn nicht.
ferien_vom_ich_011_f000191|Mag Vater Barthel neue Pantoffeln besorgen.|Mag Vater Barthel neue Pantoffeln besorgen.
ferien_vom_ich_011_f000192|Er regt sich nicht auf.|Er regt sich nicht auf.
ferien_vom_ich_011_f000193|Dazu ist er nicht da.|Dazu ist er nicht da.
ferien_vom_ich_011_f000194|Früher würde er gekollert haben.|Früher würde er gekollert haben.
ferien_vom_ich_011_f000195|Jetzt nicht mehr.|Jetzt nicht mehr.
ferien_vom_ich_011_f000196|Er ist Gottfried Stumpe, dem solche Kleinigkeiten sehr egal sind.|Er ist Gottfried Stumpe, dem solche Kleinigkeiten sehr egal sind.
ferien_vom_ich_011_f000197|Der Dackel versteckt inzwischen die Zeichen seiner Schandtat weit unter dem Bett, dann kommt er näher, macht ein äußerst treuherziges Gesicht, wedelt mit dem Schwanze und bietet das Bild unverdächtigster Harmlosigkeit.|Der Dackel versteckt inzwischen die Zeichen seiner Schandtat weit unter dem Bett, dann kommt er näher, macht ein äußerst treuherziges Gesicht, wedelt mit dem Schwanze und bietet das Bild unverdächtigster Harmlosigkeit.
ferien_vom_ich_011_f000198|Gottfried sieht ihn an, beschließt, die abscheuliche Heuchelei zu übersehen und sagt einfach und gelassen: Du bist ein Schweinekerl!|Gottfried sieht ihn an, beschließt, die abscheuliche Heuchelei zu übersehen und sagt einfach und gelassen: Du bist ein Schweinekerl!
ferien_vom_ich_011_f000199|Der Dackel blinzelt nach dem Fuße, auf dem sein Herrchen in bloßen Socken steht, nimmt den Schweinekerl als etwas ganz Selbstverständliches hin und springt dann zärtlich an dem von ihm liebreich geneckten Manne in die Höhe.|Der Dackel blinzelt nach dem Fuße, auf dem sein Herrchen in bloßen Socken steht, nimmt den Schweinekerl als etwas ganz Selbstverständliches hin und springt dann zärtlich an dem von ihm liebreich geneckten Manne in die Höhe.
ferien_vom_ich_011_f000200|Und der schabt ihm freundlich den Nacken, dort, wo das Fell so lose sitzt wie ein viel zu weiter Anzug.|Und der schabt ihm freundlich den Nacken, dort, wo das Fell so lose sitzt wie ein viel zu weiter Anzug.
ferien_vom_ich_011_f000201|Gottfried, mähren Sie nicht wieder so lange beim Anziehen!|Gottfried, mähren Sie nicht wieder so lange beim Anziehen!
ferien_vom_ich_011_f000202|Sie erkälten sich!|Sie erkälten sich!
ferien_vom_ich_011_f000203|Das war Vater Barthel.|Das war Vater Barthel.
ferien_vom_ich_011_f000204|Mähren hatte er gesagt.|Mähren hatte er gesagt.
ferien_vom_ich_011_f000205|Der Mann war nicht satisfaktionsfähig.|Der Mann war nicht satisfaktionsfähig.
ferien_vom_ich_011_f000206|Wenn ihm früher mal einer Mähren Sie nicht so lange gesagt hätte!|Wenn ihm früher mal einer Mähren Sie nicht so lange gesagt hätte!
ferien_vom_ich_011_f000207|Zum Beispiel, als er in Sachen Pimpel _contra_ Karsubke wegen eines Objektes von drei Mark und fünfzig Pfennig neun Termine ansetzte, von dem der letzte drei Stunden dauerte!|Zum Beispiel, als er in Sachen Pimpel contra Karsubke wegen eines Objektes von drei Mark und fünfzig Pfennig neun Termine ansetzte, von dem der letzte drei Stunden dauerte!
ferien_vom_ich_011_f000208|Tja – Ferien vom Ich!|Tja - Ferien vom Ich!
ferien_vom_ich_011_f000209|Der Treppenflur ist durch den gelbroten Schein von Petroleumlampen erleuchtet.|Der Treppenflur ist durch den gelbroten Schein von Petroleumlampen erleuchtet.
ferien_vom_ich_011_f000210|Petroleum ist ein Licht, das aus der Erde gequollen ist.|Petroleum ist ein Licht, das aus der Erde gequollen ist.
ferien_vom_ich_011_f000211|Darum ist es wahrscheinlich so warm.|Darum ist es wahrscheinlich so warm.
ferien_vom_ich_011_f000212|Leute, die um eine Petroleumlampe sitzen, sehen alle aus wie Bergvolk, das im Innern der Erde haust – halbbeleuchtete Höhlengesichter, die sich an den dunkel bleibenden Wänden doch hell abheben.|Leute, die um eine Petroleumlampe sitzen, sehen alle aus wie Bergvolk, das im Innern der Erde haust - halbbeleuchtete Höhlengesichter, die sich an den dunkel bleibenden Wänden doch hell abheben.
ferien_vom_ich_011_f000213|Alles im Zauberschein stillen, trauten Zusammenhockens, ein Wissen und Bekennen: draußen ist Nacht.|Alles im Zauberschein stillen, trauten Zusammenhockens, ein Wissen und Bekennen: draußen ist Nacht.
ferien_vom_ich_011_f000214|Alles andere grellere Licht lügt den Tag vor.|Alles andere grellere Licht lügt den Tag vor.
ferien_vom_ich_011_f000215|Im Hausflur unten sagt die hübsche Magd Emilie: Hoppla!, weil Herr Gottfried an ihre Milchkanne stößt.|Im Hausflur unten sagt die hübsche Magd Emilie: Hoppla!, weil Herr Gottfried an ihre Milchkanne stößt.
ferien_vom_ich_011_f000216|Und dann tritt er in die große Bauernstube.|Und dann tritt er in die große Bauernstube.
ferien_vom_ich_011_f000217|Da umfängt ihn das ganze große Behagen des zu früh Erwachten, der in eine warme Stube tritt.|Da umfängt ihn das ganze große Behagen des zu früh Erwachten, der in eine warme Stube tritt.
ferien_vom_ich_011_f000218|Alle Glieder dehnen sich in Wohligkeit.|Alle Glieder dehnen sich in Wohligkeit.
ferien_vom_ich_011_f000219|Um den Tisch sitzen schon die Genossen und Genossinnen.|Um den Tisch sitzen schon die Genossen und Genossinnen.
ferien_vom_ich_011_f000220|Viele trinken Kakao, andere löffeln Milchsuppe.|Viele trinken Kakao, andere löffeln Milchsuppe.
ferien_vom_ich_011_f000221|Er suppt.|Er suppt.
ferien_vom_ich_011_f000222|Susanne muß ihm den hübschen, wahrhaft künstlerisch geformten Napf zweimal füllen.|Susanne muß ihm den hübschen, wahrhaft künstlerisch geformten Napf zweimal füllen.
ferien_vom_ich_011_f000223|Die Frühstücksunterhaltung ist spärlich und nüchtern wie überall.|Die Frühstücksunterhaltung ist spärlich und nüchtern wie überall.
ferien_vom_ich_011_f000224|Zu Hause würde er jetzt Kaffee trinken und die Zeitung dazu lesen.|Zu Hause würde er jetzt Kaffee trinken und die Zeitung dazu lesen.
ferien_vom_ich_011_f000225|Das bißchen Koffein würde ihm wahrscheinlich nichts schaden; aber daß er die Zeitung wieder mal auf den Tisch hauen oder zerknüllt an die Wand schmeißen würde – das wäre schlimmer.|Das bißchen Koffein würde ihm wahrscheinlich nichts schaden; aber daß er die Zeitung wieder mal auf den Tisch hauen oder zerknüllt an die Wand schmeißen würde - das wäre schlimmer.
