altehaus_001_f000001|Kapitel 1.|Kapitel eins.
altehaus_009_1_f000137|Wer nicht einen ganz starken Geist hat, den nimmtes doch manchmal zu sehr mit, und er setzt sich auch vielleicht nachher Dinge in den Kopf, die da gar nicht hineingehören.|Wer nicht einen ganz starken Geist hat, den nimmtes doch manchmal zu sehr mit, und er setzt sich auch vielleicht nachher Dinge in den Kopf, die da gar nicht hineingehören.
altehaus_009_1_f000138|Darf ich Ihnen vielleicht noch ein Schlückchen von dem alten Wein anbieten?|Darf ich Ihnen vielleicht noch ein Schlückchen von dem alten Wein anbieten?
altehaus_009_1_f000139|Nein – ich danke tausend Mal, sagte Marie rasch, und der Boden brannte ihr dabei ordentlich unter den Füßen – ich muß auch fort – Mutter wird zu Hause auf mich warten, und ich bin so schon zu lange weggeblieben.|Nein - ich danke tausend Mal, sagte Marie rasch, und der Boden brannte ihr dabei ordentlich unter den Füßen - ich muß auch fort - Mutter wird zu Hause auf mich warten, und ich bin so schon zu lange weggeblieben.
altehaus_009_1_f000140|Sie hätten sich doch noch ein wenig länger ausruhen sollen.|Sie hätten sich doch noch ein wenig länger ausruhen sollen.
altehaus_009_1_f000141|Es ist nicht möglich!|Es ist nicht möglich!
altehaus_009_1_f000142|rief Marie, der es den Athem zu versetzen begann und die sich nach der frischen Luft sehnte.|rief Marie, der es den Athem zu versetzen begann und die sich nach der frischen Luft sehnte.
altehaus_009_1_f000143|Vielen Dank, liebe Frau, für Ihre Freundlichkeit.|Vielen Dank, liebe Frau, für Ihre Freundlichkeit.
altehaus_009_1_f000144|Ah was Dank, Mamsellchen!|Ah was Dank, Mamsellchen!
altehaus_009_1_f000145|sagte die Frau, ihre Schürze wieder zurückstreichend und die gegen sie ausgestreckte Hand Mariens nehmend und leise klopfend, es ist mir ja eine Ehre und Freude gewesen, Sie einmal bei mir zu sehen.|sagte die Frau, ihre Schürze wieder zurückstreichend und die gegen sie ausgestreckte Hand Mariens nehmend und leise klopfend, es ist mir ja eine Ehre und Freude gewesen, Sie einmal bei mir zu sehen.
altehaus_009_1_f000146|Habe ich Sie ja doch schon als kleines Schulkind gekannt und gern gehabt.|Habe ich Sie ja doch schon als kleines Schulkind gekannt und gern gehabt.
altehaus_009_1_f000147|Adieu, Frau Bause.|Adieu, Frau Bause.
altehaus_009_1_f000148|Empfehle mich Ihnen gehorsamst und bitte, grüßen Sie mir den Herrn Schierling recht hübsch – wenn er im alten Hause eingezogen ist, komme ich einmal hinüber.|Empfehle mich Ihnen gehorsamst und bitte, grüßen Sie mir den Herrn Schierling recht hübsch - wenn er im alten Hause eingezogen ist, komme ich einmal hinüber.
altehaus_009_2_f000001|Kapitel 9 teil 2.|Kapitel neun teil zwei.
altehaus_009_2_f000002|Marie war schon auf der Straße, und die frische Luft und der helle Tag thaten ihr unendlich wohl.|Marie war schon auf der Straße, und die frische Luft und der helle Tag thaten ihr unendlich wohl.
altehaus_009_2_f000003|Es war auch, als ob sie eine Last von der Seele geschüttelt hätte, als sie das kleine, enge, dunstige, helldunkle Zimmer hinter sich ließ, und sie lief mehr, als sie ging, dem väterlichen Hause wieder zu.|Es war auch, als ob sie eine Last von der Seele geschüttelt hätte, als sie das kleine, enge, dunstige, helldunkle Zimmer hinter sich ließ, und sie lief mehr, als sie ging, dem väterlichen Hause wieder zu.
altehaus_009_2_f000004|Wie es sie aber erst gedrängt hatte, Helenen zu sehen und zu sprechen, so war es ihr jetzt nicht mehr möglich, sie aufzusuchen.|Wie es sie aber erst gedrängt hatte, Helenen zu sehen und zu sprechen, so war es ihr jetzt nicht mehr möglich, sie aufzusuchen.
altehaus_009_2_f000005|Zu viel des Neuen, des Unbegriffenen drängte sich ihr in Herz und Hirn zusammen, zu viel wilde, verworrene Gedanken waren wieder durch dieses halb zufällige Begegnen mit der bis dahin vermiedenen Frau in ihr wach gerufen.|Zu viel des Neuen, des Unbegriffenen drängte sich ihr in Herz und Hirn zusammen, zu viel wilde, verworrene Gedanken waren wieder durch dieses halb zufällige Begegnen mit der bis dahin vermiedenen Frau in ihr wach gerufen.
altehaus_009_2_f000006|Das Alles mußte erst gesichtet und geordnet werden; sie mußte erst mit sich selber im Klaren sein, ehe sie einem fremden Blicke verstatten konnte, in dieses Chaos hinein zu schauen.|Das Alles mußte erst gesichtet und geordnet werden; sie mußte erst mit sich selber im Klaren sein, ehe sie einem fremden Blicke verstatten konnte, in dieses Chaos hinein zu schauen.
altehaus_009_2_f000007|So erreichte sie ihre Wohnung und ihr stilles Stübchen, wo sie sich wenigstens sammeln konnte, und die Dämmerung war eingebrochen, ehe sie zu ihrer Mutter hinüber ging.|So erreichte sie ihre Wohnung und ihr stilles Stübchen, wo sie sich wenigstens sammeln konnte, und die Dämmerung war eingebrochen, ehe sie zu ihrer Mutter hinüber ging.
altehaus_009_2_f000008|Um acht Uhr war bei Hechneres die Theestunde und Herrn Schierling, der sich mit seinen Geschäften nicht immer an eine bestimmte Zeit binden konnte, war gesagt worden, daß man zu jener Zeit trinken würde, wenn er bis dahin nicht zu Hause wäre.|Um acht Uhr war bei Hechneres die Theestunde und Herrn Schierling, der sich mit seinen Geschäften nicht immer an eine bestimmte Zeit binden konnte, war gesagt worden, daß man zu jener Zeit trinken würde, wenn er bis dahin nicht zu Hause wäre.
altehaus_009_2_f000009|Käme er dann später und hätte nirgend anderswo zu Abend gegessen, so könnte er immer noch kalte Küche und eine Tasse Thee bekommen.|Käme er dann später und hätte nirgend anderswo zu Abend gegessen, so könnte er immer noch kalte Küche und eine Tasse Thee bekommen.
altehaus_009_2_f000010|Er war dadurch in seinen Abenden völlig unabhängig geworden.|Er war dadurch in seinen Abenden völlig unabhängig geworden.
altehaus_009_2_f000011|Der Regierungs-Rath selber hatte sich heute etwas früher eingefunden und unten in seiner Studirstube noch einige Briefe geschrieben, wie einige zu ihm kommende Leute abgefertigt.|Der Regierungs-Rath selber hatte sich heute etwas früher eingefunden und unten in seiner Studirstube noch einige Briefe geschrieben, wie einige zu ihm kommende Leute abgefertigt.
altehaus_009_2_f000012|Dann schloß er sein Zimmer ab und ging hinauf zu den Seinen, um mit ihnen, wie er das gern that, in stiller Abendstunde die Erlebnisse des Tages zu übersprechen.|Dann schloß er sein Zimmer ab und ging hinauf zu den Seinen, um mit ihnen, wie er das gern that, in stiller Abendstunde die Erlebnisse des Tages zu übersprechen.
altehaus_009_2_f000013|Und ein gemüthliches Plätzchen war es in der traulich warmen Stube der Regierungs-Räthin, wo die Theemaschine auf dem blau glimmenden Spiritusfeuer summte und zischte,|Und ein gemüthliches Plätzchen war es in der traulich warmen Stube der Regierungs-Räthin, wo die Theemaschine auf dem blau glimmenden Spiritusfeuer summte und zischte,
altehaus_009_2_f000014|und die breite buntbeschirmte Lampe ein nettes, aber wohlthätiges Licht über die elegante trauliche Umgebung warf.|und die breite buntbeschirmte Lampe ein nettes, aber wohlthätiges Licht über die elegante trauliche Umgebung warf.
altehaus_009_2_f000015|Die Frau Regierungs-Räthin saß auch schon an ihrem Ehrenplatze hinter der Maschine, ihre Schwägerin, die Frau des Advocaten Hechner, ein junges, blühendes Weibchen, neben ihr,|Die Frau Regierungs-Räthin saß auch schon an ihrem Ehrenplatze hinter der Maschine, ihre Schwägerin, die Frau des Advocaten Hechner, ein junges, blühendes Weibchen, neben ihr,
altehaus_009_2_f000016|und Marie war an der anderen Seite des Tisches, ebenfalls mit einer weiblichen Arbeit beschäftigt.|und Marie war an der anderen Seite des Tisches, ebenfalls mit einer weiblichen Arbeit beschäftigt.
altehaus_009_2_f000017|Die Stiche daran tanzten ihr freilich noch immer vor den Augen herum und fuhren ihr so wild verworren durch einander, wie die Gedanken.|Die Stiche daran tanzten ihr freilich noch immer vor den Augen herum und fuhren ihr so wild verworren durch einander, wie die Gedanken.
altehaus_009_2_f000018|Das Gespräch der Eltern diente ebenfalls nicht dazu, sie die Begegnisse des heutigen Tages vergessen zu machen, – denn es drehte sich ja auch um das alte Haus und den jetzigen Besitzer desselben, den jungen Schierling.|Das Gespräch der Eltern diente ebenfalls nicht dazu, sie die Begegnisse des heutigen Tages vergessen zu machen, - denn es drehte sich ja auch um das alte Haus und den jetzigen Besitzer desselben, den jungen Schierling.
altehaus_009_2_f000019|Desto wohler schien sich der Regierungs-Rath zu fühlen, der, als er ins Zimmer gekommen war, seine Lampe ausgedreht und auf einen Seitentisch gestellt,|Desto wohler schien sich der Regierungs-Rath zu fühlen, der, als er ins Zimmer gekommen war, seine Lampe ausgedreht und auf einen Seitentisch gestellt,
altehaus_009_2_f000020|und sich selber in den für ihn bestimmten Lehnstuhl behaglich ausgestreckt hatte, mit einem leisen Seufzer behaglichen Wohlbefindens ausrief:|und sich selber in den für ihn bestimmten Lehnstuhl behaglich ausgestreckt hatte, mit einem leisen Seufzer behaglichen Wohlbefindens ausrief:
altehaus_009_2_f000021|So – das war einmal heute ein bewegter Tag, und der Thee soll mir vortrefflich schmecken, Lenchen.|So - das war einmal heute ein bewegter Tag, und der Thee soll mir vortrefflich schmecken, Lenchen.
altehaus_009_2_f000022|Wenn nur unser junger Freund hier wäre – hat er sich nicht heute Nachmittags bei Euch sehen lassen?|Wenn nur unser junger Freund hier wäre - hat er sich nicht heute Nachmittags bei Euch sehen lassen?
altehaus_009_2_f000023|Heute Nachmittags nicht, sagte die Frau, aber heute Morgens, als er fortging, versprach er mir ganz fest, daß er jedenfalls heute Abends zum Thee hier sein würde.|Heute Nachmittags nicht, sagte die Frau, aber heute Morgens, als er fortging, versprach er mir ganz fest, daß er jedenfalls heute Abends zum Thee hier sein würde.
altehaus_009_2_f000024|Dann kommt er auch noch, sagte der Regierungs-Rath, sich vergnügt die Hände reibend; dann kommt er auch noch auf jeden Fall.|Dann kommt er auch noch, sagte der Regierungs-Rath, sich vergnügt die Hände reibend; dann kommt er auch noch auf jeden Fall.
altehaus_009_2_f000025|Wenn ihn die Frau Kreis-Räthin fortläßt! sagte etwas pikirt die Regierungs-Räthin.|Wenn ihn die Frau Kreis-Räthin fortläßt! sagte etwas pikirt die Regierungs-Räthin.
altehaus_009_2_f000026|O nein, Wort hält er, vertheidigte ihn der Regierungs-Rath.|O nein, Wort hält er, vertheidigte ihn der Regierungs-Rath.
altehaus_009_2_f000027|Also das Haus hat er, Kinder.|Also das Haus hat er, Kinder.
altehaus_009_2_f000028|Fest und zugesprochen? riefen die Frauen zu gleicher Zeit, während Marie rasch und fragend von ihrer Arbeit zu dem Vater aufsah, ohne jedoch ein Wort über die Lippen zu bringen.|Fest und zugesprochen? riefen die Frauen zu gleicher Zeit, während Marie rasch und fragend von ihrer Arbeit zu dem Vater aufsah, ohne jedoch ein Wort über die Lippen zu bringen.
altehaus_009_2_f000029|Fest und sicher, bestätigte der Vater.|Fest und sicher, bestätigte der Vater.
altehaus_009_2_f000030|Seine alte Wärterin, die Frau Baust, hat, wie Ihr wißt, ihr Zeugniß abgelegt, und mit seinen Papieren, die er vorgewiesen, unterliegt es nicht mehr dem geringsten Zweifel, daß er der rechtmäßige Erbe des alten Quetzlinberger sei.|Seine alte Wärterin, die Frau Baust, hat, wie Ihr wißt, ihr Zeugniß abgelegt, und mit seinen Papieren, die er vorgewiesen, unterliegt es nicht mehr dem geringsten Zweifel, daß er der rechtmäßige Erbe des alten Quetzlinberger sei.
altehaus_009_2_f000031|Ja, ich bin fest überzeugt, daß er seine Ansprüche als Universal-Erbe durchsetzen könnte, und der Franz hat ihm schon, Gott weiß, wie sehr, zugeredet, daß er es thun soll, aber er will nicht.|Ja, ich bin fest überzeugt, daß er seine Ansprüche als Universal-Erbe durchsetzen könnte, und der Franz hat ihm schon, Gott weiß, wie sehr, zugeredet, daß er es thun soll, aber er will nicht.
altehaus_009_2_f000032|Er behauptet, er habe so viel und mehr, als er brauche, und wolle nicht seiner ganzen Verwandtschaft in der ersten Begegnung so feindlich gegenüber treten.|Er behauptet, er habe so viel und mehr, als er brauche, und wolle nicht seiner ganzen Verwandtschaft in der ersten Begegnung so feindlich gegenüber treten.
altehaus_009_2_f000033|Viele sind auch wirklich dabei, die es nothwendig genug brauchen und denen selbst mit einem kleinen Theile geholfen ist.|Viele sind auch wirklich dabei, die es nothwendig genug brauchen und denen selbst mit einem kleinen Theile geholfen ist.
altehaus_009_2_f000034|Aber der Doctor Hetzelhofer wird dann den größten Nutzen dabei ziehen!|Aber der Doctor Hetzelhofer wird dann den größten Nutzen dabei ziehen!
altehaus_009_2_f000035|rief Louise, die Frau von Franz Hechner, und der ist doch außerdem auch reich genug.|rief Louise, die Frau von Franz Hechner, und der ist doch außerdem auch reich genug.
altehaus_009_2_f000036|Mit Doctor Hetzelhoferes Ansprüchen sieht es noch sehr windig aus, meinte der Regierungs-Rath, die Augenbrauen in die Höhe ziehend.|Mit Doctor Hetzelhoferes Ansprüchen sieht es noch sehr windig aus, meinte der Regierungs-Rath, die Augenbrauen in die Höhe ziehend.
altehaus_009_2_f000037|Nach den Papieren, die der junge Schierling vorgelegt hat, und welche wir nicht die mindeste Ursache haben, als echt zu bezweifeln, da sich viele, sehr gut gekannte Handschriften des alten Quetzlinberger dabei vorfinden,|Nach den Papieren, die der junge Schierling vorgelegt hat, und welche wir nicht die mindeste Ursache haben, als echt zu bezweifeln, da sich viele, sehr gut gekannte Handschriften des alten Quetzlinberger dabei vorfinden,
altehaus_009_2_f000038|sind die von Doctor Hetzelhofer vorgezeigten Papiere einer neuen Untersuchung unterworfen worden, und die Handschrift des jungen, damals verschollenen Quetzlinberger zeigt sich danach, wenn auch nicht gerade ganz bestimmt als falsch, doch als sehr verdächtig.|sind die von Doctor Hetzelhofer vorgezeigten Papiere einer neuen Untersuchung unterworfen worden, und die Handschrift des jungen, damals verschollenen Quetzlinberger zeigt sich danach, wenn auch nicht gerade ganz bestimmt als falsch, doch als sehr verdächtig.
altehaus_009_2_f000039|Ja, aber das ist doch gar nicht möglich! rief Louise Hechner.|Ja, aber das ist doch gar nicht möglich! rief Louise Hechner.
altehaus_009_2_f000040|Warum nicht? sagte aber rasch die Frau Regierungsräthin – dem Menschen traue ich Alles zu.|Warum nicht? sagte aber rasch die Frau Regierungsräthin - dem Menschen traue ich Alles zu.
altehaus_009_2_f000041|Wenn es je eine Physiognomie auf der weiten Welt gegeben hat, die mir Unbehagen, ja, Schauder einflößt, so ist es die des Doctor Hetzelhofer, und wäre Helenchen nicht ein gar so liebes, sanftes Wesen,|Wenn es je eine Physiognomie auf der weiten Welt gegeben hat, die mir Unbehagen, ja, Schauder einflößt, so ist es die des Doctor Hetzelhofer, und wäre Helenchen nicht ein gar so liebes, sanftes Wesen,
altehaus_009_2_f000042|ich hätte nie meine Einwilligung dazu gegeben, daß Marie hinüber ging, sie zu besuchen.|ich hätte nie meine Einwilligung dazu gegeben, daß Marie hinüber ging, sie zu besuchen.
altehaus_009_2_f000043|Liebes Kind, sagte der Regierungs-Rath, mit dem Kopfe langsam herüber und hinüber schaukelnd, während er die Fingerspitzen der beiden Hände gegen einander brachte,|Liebes Kind, sagte der Regierungs-Rath, mit dem Kopfe langsam herüber und hinüber schaukelnd, während er die Fingerspitzen der beiden Hände gegen einander brachte,
altehaus_009_2_f000044|der Doctor ist mein Mann gerade auch nicht, und ich will gern gestehen, daß es viele Gesichter mit einem angenehmeren Ausdruck giebt.|der Doctor ist mein Mann gerade auch nicht, und ich will gern gestehen, daß es viele Gesichter mit einem angenehmeren Ausdruck giebt.
altehaus_009_2_f000045|Das weiß Gott! bestätigte seine Frau.|Das weiß Gott! bestätigte seine Frau.
altehaus_009_2_f000046|Aber darum, fuhr er fort, kann er doch in diesem Falle unschuldig sein, selbst wenn die Unterschrift des jungen Quetzlinberger durchaus gefälscht sein sollte.|Aber darum, fuhr er fort, kann er doch in diesem Falle unschuldig sein, selbst wenn die Unterschrift des jungen Quetzlinberger durchaus gefälscht sein sollte.
