imalavoglia_00_verga_f000001|Prefazione.|Prefazione.
imalavoglia_09_verga_f000272|mentre se ne andavano per la straduccia: — Verrà tutta sua madre, la Barbara;|mentre se ne andavano per la straduccia: - Verrà tutta sua madre, la Barbara;
imalavoglia_09_verga_f000273|pensa a non farti mettere il basto da principio, se no ti succede come a me.|pensa a non farti mettere il basto da principio, se no ti succede come a me.
imalavoglia_09_verga_f000274|Però comare Venera aveva dichiarato: — Prima che mia figlia vada a dormire nella stanza dei colombi bisogna sapere a chi resta la casa|Però comare Venera aveva dichiarato: - Prima che mia figlia vada a dormire nella stanza dei colombi bisogna sapere a chi resta la casa
imalavoglia_09_verga_f000275|e voglio stare a vedere dove finisce questo affare dei lupini.|e voglio stare a vedere dove finisce questo affare dei lupini.
imalavoglia_09_verga_f000276|Andava a finire che Piedipapera stavolta voleva essere pagato, santo diavolone! San Giovanni era arrivato|Andava a finire che Piedipapera stavolta voleva essere pagato, santo diavolone! San Giovanni era arrivato
imalavoglia_09_verga_f000277|e i Malavoglia tornavano a parlare di dare degli acconti, perché non avevano tutti i denari|e i Malavoglia tornavano a parlare di dare degli acconti, perché non avevano tutti i denari
imalavoglia_09_verga_f000278|e speravano di raggranellare la somma alla raccolta delle ulive.|e speravano di raggranellare la somma alla raccolta delle ulive.
imalavoglia_09_verga_f000279|Lui se l’era levati di bocca quei soldi, e non aveva pane da mangiare|Lui se lera levati di bocca quei soldi, e non aveva pane da mangiare
imalavoglia_09_verga_f000280|com’è vero Dio! non poteva campare di vento sino alla raccolta delle ulive.|comè vero Dio! non poteva campare di vento sino alla raccolta delle ulive.
imalavoglia_09_verga_f000281|— A me mi dispiace, padron Antoni;|- A me mi dispiace, padron Antoni;
imalavoglia_09_verga_f000282|— gli aveva detto: — ma che volete?|- gli aveva detto: - ma che volete?
imalavoglia_09_verga_f000283|Bisogna che pensi ai miei interessi.|Bisogna che pensi ai miei interessi.
imalavoglia_09_verga_f000284|San Giuseppe prima fece la sua barba e poi quella di tutti gli altri.|San Giuseppe prima fece la sua barba e poi quella di tutti gli altri.
imalavoglia_09_verga_f000285|— Presto compie l’anno! — aggiungeva lo zio Crocifisso, quand’era solo a brontolare con compare Tino|- Presto compie lanno! - aggiungeva lo zio Crocifisso, quandera solo a brontolare con compare Tino
imalavoglia_09_verga_f000286|— e non si è visto un grano d’interessi — quelle duecento lire basteranno appena per le spese.|- e non si è visto un grano dinteressi - quelle duecento lire basteranno appena per le spese.
imalavoglia_09_verga_f000287|Vedrete che al tempo delle ulive vi diranno di aspettarli sino a Natale, e poi sino a Pasqua.|Vedrete che al tempo delle ulive vi diranno di aspettarli sino a Natale, e poi sino a Pasqua.
imalavoglia_09_verga_f000288|Così vanno in rovina le case.|Così vanno in rovina le case.
imalavoglia_09_verga_f000289|Ma io la roba mia l’ho fatta col sudore della fronte.|Ma io la roba mia lho fatta col sudore della fronte.
imalavoglia_09_verga_f000290|Adesso uno è in paradiso, l’altro vuole la Zuppidda;|Adesso uno è in paradiso, laltro vuole la Zuppidda;
imalavoglia_09_verga_f000291|non possono menare innanzi quella barca rotta, e cercano di maritare la ragazza.|non possono menare innanzi quella barca rotta, e cercano di maritare la ragazza.
imalavoglia_09_verga_f000292|— Costoro non pensano ad altro che a maritarsi;|- Costoro non pensano ad altro che a maritarsi;
imalavoglia_09_verga_f000293|hanno la rabbia, come mia nipote la Vespa.|hanno la rabbia, come mia nipote la Vespa.
imalavoglia_09_verga_f000294|Adesso che Mena si marita, vedrete che compare Mosca torna qui, per chiapparsi la chiusa della Vespa.|Adesso che Mena si marita, vedrete che compare Mosca torna qui, per chiapparsi la chiusa della Vespa.
imalavoglia_09_verga_f000295|In conclusione se la prendevano coll’avvocato, il quale non finiva mai di scrivere le sue carte prima di mandare l’usciere.|In conclusione se la prendevano collavvocato, il quale non finiva mai di scrivere le sue carte prima di mandare lusciere.
imalavoglia_09_verga_f000296|— Ci sarà stato padron Antoni a dirgli di andare adagio; — soggiungeva Piedipapera;|- Ci sarà stato padron Antoni a dirgli di andare adagio; - soggiungeva Piedipapera;
imalavoglia_09_verga_f000297|— con un rotolo di pesce se ne comprano dieci di avvocati.|- con un rotolo di pesce se ne comprano dieci di avvocati.
imalavoglia_09_verga_f000298|Stavolta egli l’aveva rotta sul serio coi Malavoglia|Stavolta egli laveva rotta sul serio coi Malavoglia
imalavoglia_09_verga_f000299|perché la Zuppidda era andata a togliere la roba di comare Grazia dalla sponda del lavatoio|perché la Zuppidda era andata a togliere la roba di comare Grazia dalla sponda del lavatoio
imalavoglia_09_verga_f000300|e ci aveva messa la sua: di quelle soperchierie che fanno montare la mosca al naso;|e ci aveva messa la sua: di quelle soperchierie che fanno montare la mosca al naso;
imalavoglia_09_verga_f000301|la Zuppidda si fidava perché le dava di spalla quel cetriolo di Antoni Malavoglia, il quale faceva il bravaccio.|la Zuppidda si fidava perché le dava di spalla quel cetriolo di Antoni Malavoglia, il quale faceva il bravaccio.
imalavoglia_09_verga_f000302|Una manica di carogne, quei Malavoglia|Una manica di carogne, quei Malavoglia
imalavoglia_09_verga_f000303|e non voleva vederli più nel battesimo porco che quell’altro porco di don Giammaria gli aveva messo in fronte.|e non voleva vederli più nel battesimo porco che quellaltro porco di don Giammaria gli aveva messo in fronte.
imalavoglia_09_verga_f000304|Le carte bollate allora cominciarono a piovere|Le carte bollate allora cominciarono a piovere
imalavoglia_09_verga_f000305|e Piedipapera diceva che l’avvocato non doveva esser rimasto contento del regalo di padron Antoni per lasciarsi comprare|e Piedipapera diceva che lavvocato non doveva esser rimasto contento del regalo di padron Antoni per lasciarsi comprare
imalavoglia_09_verga_f000306|e questo provava che razza di stitici essi fossero;|e questo provava che razza di stitici essi fossero;
imalavoglia_09_verga_f000307|se ci era da fidarsi quando promettevano che avrebbero pagato.|se ci era da fidarsi quando promettevano che avrebbero pagato.
imalavoglia_09_verga_f000308|Padron Antoni tornò a correre dal segretario e dall’avvocato Scipioni;|Padron Antoni tornò a correre dal segretario e dallavvocato Scipioni;
imalavoglia_09_verga_f000309|ma questi gli rideva sul naso, e gli diceva che «chi è minchione se ne sta a casa»|ma questi gli rideva sul naso, e gli diceva che chi è minchione se ne sta a casa
imalavoglia_09_verga_f000310|che non doveva lasciarvi mettere la mano alla nuora, e poiché aveva fatto il pasticcio se lo mangiasse.|che non doveva lasciarvi mettere la mano alla nuora, e poiché aveva fatto il pasticcio se lo mangiasse.
imalavoglia_09_verga_f000311|«Guai a chi casca per chiamare aiuto!».|Guai a chi casca per chiamare aiuto!.
imalavoglia_09_verga_f000312|— Sentite a me, — gli suggerì don Silvestro, — piuttosto dategli la casa|- Sentite a me, - gli suggerì don Silvestro, - piuttosto dategli la casa
imalavoglia_09_verga_f000313|se no se ne va in spese perfino la Provvidenza e i capelli che ci avete in testa;|se no se ne va in spese perfino la Provvidenza e i capelli che ci avete in testa;
imalavoglia_09_verga_f000314|e ci perdete anche le vostre giornate, coll’andare e venire dall’avvocato.|e ci perdete anche le vostre giornate, collandare e venire dallavvocato.
imalavoglia_09_verga_f000315|— Se ci date la casa colle buone, — gli diceva Piedipapera, — vi lasceremo la Provvidenza|- Se ci date la casa colle buone, - gli diceva Piedipapera, - vi lasceremo la Provvidenza
imalavoglia_09_verga_f000316|che potrete sempre guadagnarvi il pane, e resterete padroni, e non verrà l’usciere colla carta bollata.|che potrete sempre guadagnarvi il pane, e resterete padroni, e non verrà lusciere colla carta bollata.
imalavoglia_09_verga_f000317|Compare Tino non aveva fiele in corpo, e andava a parlare a padron Antoni come se non fosse fatto suo|Compare Tino non aveva fiele in corpo, e andava a parlare a padron Antoni come se non fosse fatto suo
imalavoglia_09_verga_f000318|passandogli il braccio attorno al collo|passandogli il braccio attorno al collo
imalavoglia_09_verga_f000319|e gli diceva: — Scusatemi, fratello mio, a me mi dispiace più di voi, di cacciarvi fuori dalla vostra casa, ma che volete?|e gli diceva: - Scusatemi, fratello mio, a me mi dispiace più di voi, di cacciarvi fuori dalla vostra casa, ma che volete?
imalavoglia_09_verga_f000320|sono un povero diavolo;|sono un povero diavolo;
imalavoglia_09_verga_f000321|quelle cinquecento lire me le son levate dalla bocca, e san Giuseppe prima fece la sua barba.|quelle cinquecento lire me le son levate dalla bocca, e san Giuseppe prima fece la sua barba.
imalavoglia_09_verga_f000322|Fossi ricco come lo zio Crocifisso non ve ne parlerei nemmeno, in coscienza mia!|Fossi ricco come lo zio Crocifisso non ve ne parlerei nemmeno, in coscienza mia!
imalavoglia_09_verga_f000323|Il povero vecchio non aveva il coraggio di dire alla nuora che dovevano andarsene colle buone dalla casa del nespolo|Il povero vecchio non aveva il coraggio di dire alla nuora che dovevano andarsene colle buone dalla casa del nespolo
imalavoglia_09_verga_f000324|dopo tanto tempo che ci erano stati, e pareva che fosse come andarsene dal paese|dopo tanto tempo che ci erano stati, e pareva che fosse come andarsene dal paese
imalavoglia_09_verga_f000325|e spatriare, o come quelli che erano partiti per ritornare, e non erano tornati più|e spatriare, o come quelli che erano partiti per ritornare, e non erano tornati più
imalavoglia_09_verga_f000326|che ancora c’era lì il letto di Luca, e il chiodo dove Bastianazzo appendeva il giubbone.|che ancora cera lì il letto di Luca, e il chiodo dove Bastianazzo appendeva il giubbone.
imalavoglia_09_verga_f000327|Ma infine bisognava sgomberare con tutte quelle povere masserizie, e levarle dal loro posto|Ma infine bisognava sgomberare con tutte quelle povere masserizie, e levarle dal loro posto
imalavoglia_09_verga_f000328|che ognuna lasciava il segno dov’era stata, e la casa senza di esse non sembrava più quella.|che ognuna lasciava il segno dovera stata, e la casa senza di esse non sembrava più quella.
imalavoglia_09_verga_f000329|La roba la trasportarono di notte, nella casuccia del beccaio che avevano presa in affitto|La roba la trasportarono di notte, nella casuccia del beccaio che avevano presa in affitto
imalavoglia_09_verga_f000330|come se non si sapesse in paese che la casa del nespolo oramai era di Piedipapera, e loro dovevano sgomberarla;|come se non si sapesse in paese che la casa del nespolo oramai era di Piedipapera, e loro dovevano sgomberarla;
imalavoglia_09_verga_f000331|ma almeno nessuno li vedeva colla roba in collo.|ma almeno nessuno li vedeva colla roba in collo.
imalavoglia_09_verga_f000332|Quando il vecchio staccava un chiodo, o toglieva da un cantuccio un deschetto che soleva star lì di casa, faceva una scrollatina di capo.|Quando il vecchio staccava un chiodo, o toglieva da un cantuccio un deschetto che soleva star lì di casa, faceva una scrollatina di capo.
imalavoglia_09_verga_f000333|Poi si misero a sedere sui pagliericci ch’erano ammonticchiati nel mezzo della camera|Poi si misero a sedere sui pagliericci cherano ammonticchiati nel mezzo della camera
imalavoglia_09_verga_f000334|per riposarsi un po’, e guardavano di qua e di là se avessero dimenticato qualche cosa;|per riposarsi un po, e guardavano di qua e di là se avessero dimenticato qualche cosa;
imalavoglia_09_verga_f000335|però il nonno si alzò tosto ed uscì nel cortile, all’aria aperta.|però il nonno si alzò tosto ed uscì nel cortile, allaria aperta.
imalavoglia_09_verga_f000336|Ma anche lì c’era della paglia sparsa per ogni dove, dei cocci di stoviglie|Ma anche lì cera della paglia sparsa per ogni dove, dei cocci di stoviglie
imalavoglia_09_verga_f000337|delle nasse sfasciate, e in un canto il nespolo, e la vite in pampini sull’uscio.|delle nasse sfasciate, e in un canto il nespolo, e la vite in pampini sulluscio.
imalavoglia_09_verga_f000338|— Andiamo via! — diceva egli. — Andiamo via, ragazzi.|- Andiamo via! - diceva egli. - Andiamo via, ragazzi.
imalavoglia_09_verga_f000339|Tanto, oggi o domani!… e non si muoveva.|Tanto, oggi o domani! e non si muoveva.
imalavoglia_09_verga_f000340|Maruzza guardava la porta del cortile dalla quale erano usciti Luca e Bastianazzo|Maruzza guardava la porta del cortile dalla quale erano usciti Luca e Bastianazzo
imalavoglia_09_verga_f000341|e la stradicciuola per la quale il figlio suo se ne era andato coi calzoni rimboccati|e la stradicciuola per la quale il figlio suo se ne era andato coi calzoni rimboccati
imalavoglia_09_verga_f000342|mentre pioveva, e non l’aveva visto più sotto il paracqua d’incerata.|mentre pioveva, e non laveva visto più sotto il paracqua dincerata.
imalavoglia_09_verga_f000343|Anche la finestra di compare Alfio Mosca era chiusa, e la vite pendeva dal muro del cortile che ognuno passando ci dava una strappata.|Anche la finestra di compare Alfio Mosca era chiusa, e la vite pendeva dal muro del cortile che ognuno passando ci dava una strappata.
imalavoglia_09_verga_f000344|Ciascuno aveva qualche cosa da guardare in quella casa, e il vecchio, nell’andarsene posò di nascosto la mano sulla porta sconquassata|Ciascuno aveva qualche cosa da guardare in quella casa, e il vecchio, nellandarsene posò di nascosto la mano sulla porta sconquassata
imalavoglia_09_verga_f000345|dove lo zio Crocifisso aveva detto che ci sarebbero voluti due chiodi e un bel pezzo di legno.|dove lo zio Crocifisso aveva detto che ci sarebbero voluti due chiodi e un bel pezzo di legno.
imalavoglia_09_verga_f000346|Lo zio Crocifisso era venuto a dare un’occhiata insieme a Piedipapera|Lo zio Crocifisso era venuto a dare unocchiata insieme a Piedipapera
