weihnachtsabend_01_f000001|Marley war tot, damit wollen wir anfangen. Ein Zweifel darüber kann nicht stattfinden.|Marley war tot, damit wollen wir anfangen. Ein Zweifel darüber kann nicht stattfinden.
weihnachtsabend_05_f000123|denn er ging wirklich hin und nahm Scrooge mit, der sich an sein Gewand festhielt.|denn er ging wirklich hin und nahm Scrooge mit, der sich an sein Gewand festhielt.
weihnachtsabend_05_f000124|Auf der Schwelle stand der Geist lächelnd still und segnete Bob Cratchits Wohnung mit dem Thau seiner Fackel.|Auf der Schwelle stand der Geist lächelnd still und segnete Bob Cratchits Wohnung mit dem Thau seiner Fackel.
weihnachtsabend_05_f000125|Bedenkt nur, Bob hatte nur fünfzehn Bob die Woche; er steckte Sonnabends nur fünfzehn seiner Namensvettern in die Tasche;|Bedenkt nur, Bob hatte nur fünfzehn Bob die Woche; er steckte Sonnabends nur fünfzehn seiner Namensvettern in die Tasche;
weihnachtsabend_05_f000126|und doch segnete der Geist der heurigen Weihnacht sein Haus.|und doch segnete der Geist der heurigen Weihnacht sein Haus.
weihnachtsabend_05_f000127|Mister Cratchits Frau, in einem ärmlichen, zweimal gewendeten Kleid, schön aufgeputzt mit Bändern, die billig sind,|Mister Cratchits Frau, in einem ärmlichen, zweimal gewendeten Kleid, schön aufgeputzt mit Bändern, die billig sind,
weihnachtsabend_05_f000128|aber hübsch genug für sechs Pence aussehen, stand im Zimmer und deckte den Tisch.|aber hübsch genug für sechs Pence aussehen, stand im Zimmer und deckte den Tisch.
weihnachtsabend_05_f000129|Belinda Cratchit, ihre zweite Tochter, half ihr, während Mister|Belinda Cratchit, ihre zweite Tochter, half ihr, während Mister
weihnachtsabend_05_f000130|Peter Cratchit mit der Gabel in eine Schüssel voll Kartoffeln stach und die Spitzen seines ungeheuren Hemdkragens Bobs Privateigentum,|Peter Cratchit mit der Gabel in eine Schüssel voll Kartoffeln stach und die Spitzen seines ungeheuren Hemdkragens Bobs Privateigentum,
weihnachtsabend_05_f000131|seinem Sohn und Erben zu Ehren des Festes geliehen in  den Mund kriegte, voller Stolz, so schön angezogen zu sein und voll Sehnsucht,|seinem Sohn und Erben zu Ehren des Festes geliehen in  den Mund kriegte, voller Stolz, so schön angezogen zu sein und voll Sehnsucht,
weihnachtsabend_05_f000132|sein weißes Hemd in den fashionablen Parks zur Schau zu tragen.|sein weißes Hemd in den fashionablen Parks zur Schau zu tragen.
weihnachtsabend_05_f000133|Jetzt kamen die zwei kleinern Cratchits, ein Mädchen und ein Knabe, hereingesprungen und schrieen, sie hätten an des Bäckers Thür die Gans gerochen und gewußt, daß es ihre eigene sei;|Jetzt kamen die zwei kleinern Cratchits, ein Mädchen und ein Knabe, hereingesprungen und schrieen, sie hätten an des Bäckers Thür die Gans gerochen und gewußt, daß es ihre eigene sei;
weihnachtsabend_05_f000134|und in freudigen Träumen von Salbei und Zwiebeln tanzten sie um den Tisch und erhoben Master Peter Cratchit bis in den Himmel,|und in freudigen Träumen von Salbei und Zwiebeln tanzten sie um den Tisch und erhoben Master Peter Cratchit bis in den Himmel,
weihnachtsabend_05_f000135|während er nicht stolz, obgleich der Hemdkragen ihn fast erstickte das Feuer blies, bis die Kartoffeln aufwallend an den Topfdeckel klopften,|während er nicht stolz, obgleich der Hemdkragen ihn fast erstickte das Feuer blies, bis die Kartoffeln aufwallend an den Topfdeckel klopften,
weihnachtsabend_05_f000136|daß man sie herauslassen und schälen möge.|daß man sie herauslassen und schälen möge.
weihnachtsabend_05_f000137|Wo bleibt nur der Vater? sagte Missis Cratchit. Und dein Bruder Tiny Tim; und Martha kam vorige Weihnachten eine halbe Stunde früher.|Wo bleibt nur der Vater? sagte Missis Cratchit. Und dein Bruder Tiny Tim; und Martha kam vorige Weihnachten eine halbe Stunde früher.
weihnachtsabend_05_f000138|Hier ist Martha, Mutter, sagte ein Mädchen, zur Thür hereintretend.|Hier ist Martha, Mutter, sagte ein Mädchen, zur Thür hereintretend.
weihnachtsabend_05_f000139|Hier ist Martha, Mutter, riefen die beiden kleinen Cratchits. Hurra, das ist eine Gans, Martha.|Hier ist Martha, Mutter, riefen die beiden kleinen Cratchits. Hurra, das ist eine Gans, Martha.
weihnachtsabend_05_f000140|Gott grüße dich, liebes Kind! wie spät du kommst! sagte Missis Cratchit, sie ein dutzendmal küssend und mit zuthulichem Eifer ihr Shawl und Hut abnehmend.|Gott grüße dich, liebes Kind! wie spät du kommst! sagte Missis Cratchit, sie ein dutzendmal küssend und mit zuthulichem Eifer ihr Shawl und Hut abnehmend.
weihnachtsabend_05_f000141|Wir hatten gestern Abend viel zurecht zu machen, antwortete das Mädchen, und mußten heute alles fertig machen, Mutter.|Wir hatten gestern Abend viel zurecht zu machen, antwortete das Mädchen, und mußten heute alles fertig machen, Mutter.
weihnachtsabend_05_f000142|Nun, es schadet nichts, da du doch da bist, sagte Missis Cratchit. Setze dich an das Feuer, liebes Kind, und wärme dich.|Nun, es schadet nichts, da du doch da bist, sagte Missis Cratchit. Setze dich an das Feuer, liebes Kind, und wärme dich.
weihnachtsabend_05_f000143|Nein, nein, der Vater kommt, riefen die beiden kleinen Cratchits, die überall zu gleicher Zeit waren. Verstecke dich, Martha, verstecke dich!|Nein, nein, der Vater kommt, riefen die beiden kleinen Cratchits, die überall zu gleicher Zeit waren. Verstecke dich, Martha, verstecke dich!
weihnachtsabend_05_f000144|Martha versteckte sich und jetzt trat Bob herein, der Vater.|Martha versteckte sich und jetzt trat Bob herein, der Vater.
weihnachtsabend_05_f000145|Wenigstens drei Fuß, ungerechnet der Fransen, hing der Shawl auf seine Brust herab und die abgetragnen Kleider waren geflickt und gebürstet, um ihnen ein Ansehen zu geben.|Wenigstens drei Fuß, ungerechnet der Fransen, hing der Shawl auf seine Brust herab und die abgetragnen Kleider waren geflickt und gebürstet, um ihnen ein Ansehen zu geben.
weihnachtsabend_05_f000146|Tiny Tim saß auf seiner Schulter. Der arme  Tiny Tim! er trug eine kleine Krücke und seine Glieder wurden von eisernen Schienen gestützt.|Tiny Tim saß auf seiner Schulter. Der arme  Tiny Tim! er trug eine kleine Krücke und seine Glieder wurden von eisernen Schienen gestützt.
weihnachtsabend_05_f000147|Nun, wo ist unsere Martha? rief Bob Cratchit, im Zimmer herumschauend.|Nun, wo ist unsere Martha? rief Bob Cratchit, im Zimmer herumschauend.
weihnachtsabend_05_f000148|Sie kommt nicht, sagte Missis Cratchit.|Sie kommt nicht, sagte Missis Cratchit.
weihnachtsabend_05_f000149|Sie kommt nicht? sagte Bob mit einer plötzlichen Abnahme seiner fröhlichen Laune;|Sie kommt nicht? sagte Bob mit einer plötzlichen Abnahme seiner fröhlichen Laune;
weihnachtsabend_05_f000150|denn er war den ganzen Weg von der Kirche Tims Pferd gewesen und im vollen Laufe nach Hause gerannt.|denn er war den ganzen Weg von der Kirche Tims Pferd gewesen und im vollen Laufe nach Hause gerannt.
weihnachtsabend_05_f000151|Sie kommt nicht zum Weihnachtsabend?|Sie kommt nicht zum Weihnachtsabend?
weihnachtsabend_05_f000152|Martha wollte ihm keinen Schmerz verursachen, selbst nicht aus Scherz, und so trat sie hinter der Thür hervor und schlang die Arme um seinen Hals,|Martha wollte ihm keinen Schmerz verursachen, selbst nicht aus Scherz, und so trat sie hinter der Thür hervor und schlang die Arme um seinen Hals,
weihnachtsabend_05_f000153|während die beiden kleinen Cratchits sich Tiny Tims bemächtigten und ihn nach dem Waschhause trugen, damit er den Pudding im Kessel singen höre.|während die beiden kleinen Cratchits sich Tiny Tims bemächtigten und ihn nach dem Waschhause trugen, damit er den Pudding im Kessel singen höre.
weihnachtsabend_05_f000154|Und wie hat sich der kleine Tim aufgeführt? frug Missis Cratchit, als sie Bob wegen seiner Leichtgläubigkeit geneckt und Bob seine Tochter nach Herzenslust geküßt hatte.|Und wie hat sich der kleine Tim aufgeführt? frug Missis Cratchit, als sie Bob wegen seiner Leichtgläubigkeit geneckt und Bob seine Tochter nach Herzenslust geküßt hatte.
weihnachtsabend_05_f000155|Wie ein Goldkind, sagte Bob, und noch besser. Ich weiß nicht, wie es zugeht, aber er wird jetzt so träumerisch vom Alleinsitzen, und sinnt sich die seltsamsten Dinge aus.|Wie ein Goldkind, sagte Bob, und noch besser. Ich weiß nicht, wie es zugeht, aber er wird jetzt so träumerisch vom Alleinsitzen, und sinnt sich die seltsamsten Dinge aus.
weihnachtsabend_05_f000156|Heute wie wir nach Haus gingen, sagte er, er hoffe, die Leute sähen ihn in der Kirche, denn er sei ein Krüppel,|Heute wie wir nach Haus gingen, sagte er, er hoffe, die Leute sähen ihn in der Kirche, denn er sei ein Krüppel,
weihnachtsabend_05_f000157|und es wäre vielleicht gut für sie, sich am Christtag an den zu erinnern, der Lahme gehend und Blinde sehend machte.|und es wäre vielleicht gut für sie, sich am Christtag an den zu erinnern, der Lahme gehend und Blinde sehend machte.
weihnachtsabend_05_f000158|Bobs Stimme zitterte, als er dies sagte und zitterte noch mehr, als er hinzufügte, daß Tiny Tim stärker und gesunder werden würde.|Bobs Stimme zitterte, als er dies sagte und zitterte noch mehr, als er hinzufügte, daß Tiny Tim stärker und gesunder werden würde.
weihnachtsabend_05_f000159|Man hörte jetzt seine kleine Krücke auf dem Fußboden und ehe weiter ein Wort gesprochen worden, war Tim wieder da und wurde von seinem Bruder und seiner Schwester nach seinem Stuhl neben dem Feuer geführt.|Man hörte jetzt seine kleine Krücke auf dem Fußboden und ehe weiter ein Wort gesprochen worden, war Tim wieder da und wurde von seinem Bruder und seiner Schwester nach seinem Stuhl neben dem Feuer geführt.
weihnachtsabend_05_f000160|Während jetzt Bob, seine Rockaufschläge in die Höhe schlagend – als wenn es möglich wäre, sie noch mehr abzutragen – in einer  Bowle aus Cognac und Citronen eine heiße Mischung zubereitete,|Während jetzt Bob, seine Rockaufschläge in die Höhe schlagend - als wenn es möglich wäre, sie noch mehr abzutragen - in einer  Bowle aus Cognac und Citronen eine heiße Mischung zubereitete,
weihnachtsabend_05_f000161|und sie umrührte und wieder an das Feuer setzte, damit sie sich warm halten möge, gingen Master Peter und die zwei sich überall befindenden kleinen Cratchits,|und sie umrührte und wieder an das Feuer setzte, damit sie sich warm halten möge, gingen Master Peter und die zwei sich überall befindenden kleinen Cratchits,
weihnachtsabend_05_f000162|um die Gans zu holen, mit der sie bald in feierlichem Zuge zurückkehrten.|um die Gans zu holen, mit der sie bald in feierlichem Zuge zurückkehrten.
weihnachtsabend_05_f000163|Jetzt entstand ein solcher Lärm, als ob eine Gans der seltenste aller Vögel wäre, ein gefiedertes Wunder,|Jetzt entstand ein solcher Lärm, als ob eine Gans der seltenste aller Vögel wäre, ein gefiedertes Wunder,
weihnachtsabend_05_f000164|gegen das ein schwarzer Schwan etwas ganz Gewöhnliches wäre, und wirklich war sie es auch in diesem Hause.|gegen das ein schwarzer Schwan etwas ganz Gewöhnliches wäre, und wirklich war sie es auch in diesem Hause.
weihnachtsabend_05_f000165|Missis Cratchit ließ die Bratenbrühe aufwallen; Master Peter schmorte die Kartoffeln mit unglaublichem Eifer;|Missis Cratchit ließ die Bratenbrühe aufwallen; Master Peter schmorte die Kartoffeln mit unglaublichem Eifer;
weihnachtsabend_05_f000166|Miß Belinda machte die Aepfelsauce süß; Martha stäubte die gewärmten Teller ab;|Miß Belinda machte die Aepfelsauce süß; Martha stäubte die gewärmten Teller ab;
weihnachtsabend_05_f000167|Bob trug Tiny Tim neben sich in eine behagliche Ecke am Tisch;|Bob trug Tiny Tim neben sich in eine behagliche Ecke am Tisch;
weihnachtsabend_05_f000168|die beiden kleinen Cratchits stellten die Stühle zurecht, wobei sie sich nicht vergaßen, und nahmen ihren Posten ein,|die beiden kleinen Cratchits stellten die Stühle zurecht, wobei sie sich nicht vergaßen, und nahmen ihren Posten ein,
weihnachtsabend_05_f000169|den Löffel in den Mund steckend, damit sie nicht nach Gans schrieen, ehe die Reihe an sie kam.|den Löffel in den Mund steckend, damit sie nicht nach Gans schrieen, ehe die Reihe an sie kam.
weihnachtsabend_05_f000170|Endlich wurde das Gericht aufgetragen und das Tischgebet gesprochen.|Endlich wurde das Gericht aufgetragen und das Tischgebet gesprochen.
weihnachtsabend_05_f000171|Darauf folgte eine atemlose Pause, als Missis Cratchit, das Vorschneidemesser langsam von der Spitze bis zum Heft betrachtend,|Darauf folgte eine atemlose Pause, als Missis Cratchit, das Vorschneidemesser langsam von der Spitze bis zum Heft betrachtend,
weihnachtsabend_05_f000172|sich zurecht machte, es der Gans in die Brust zu stoßen;|sich zurecht machte, es der Gans in die Brust zu stoßen;
weihnachtsabend_05_f000173|aber wie sie es that, und wie der lang erwartete Strom des Gefüllsels sich ergoß, ertönte ein freudiges Murmeln um den ganzen Tisch,|aber wie sie es that, und wie der lang erwartete Strom des Gefüllsels sich ergoß, ertönte ein freudiges Murmeln um den ganzen Tisch,
weihnachtsabend_05_f000174|und selbst Tiny Tim, durch die beiden kleinen Cratchits in Feuer gebracht, schlug mit dem Heft seines Messers auf den Tisch und rief ein schwaches Hurra.|und selbst Tiny Tim, durch die beiden kleinen Cratchits in Feuer gebracht, schlug mit dem Heft seines Messers auf den Tisch und rief ein schwaches Hurra.
weihnachtsabend_05_f000175|Nie hatte es so eine Gans gegeben. Bob sagte, er glaube nicht, daß jemals eine solche Gans gebraten worden wäre.|Nie hatte es so eine Gans gegeben. Bob sagte, er glaube nicht, daß jemals eine solche Gans gebraten worden wäre.
weihnachtsabend_05_f000176|Ihre Zartheit und ihr Fett, ihre Größe und ihre Billigkeit waren der Gegenstand allgemeiner Bewunderung.|Ihre Zartheit und ihr Fett, ihre Größe und ihre Billigkeit waren der Gegenstand allgemeiner Bewunderung.
weihnachtsabend_05_f000177|Mit Hilfe der Aepfelsauce und der geschmorten Kartoffeln, gab sie ein hinreichendes Mahl für die ganze Familie; und wie Missis|Mit Hilfe der Aepfelsauce und der geschmorten Kartoffeln, gab sie ein hinreichendes Mahl für die ganze Familie; und wie Missis
weihnachtsabend_05_f000178|Cratchit einen einzigen kleinen Knochen noch auf der Schüssel liegen sah, sagte sie mit großer Freude, sie hätten doch nicht  alles aufgegessen!|Cratchit einen einzigen kleinen Knochen noch auf der Schüssel liegen sah, sagte sie mit großer Freude, sie hätten doch nicht  alles aufgegessen!
weihnachtsabend_05_f000179|Aber jeder von ihnen hatte genug und die kleinen Cratchits waren bis an die Augenbrauen mit Salbei und Zwiebeln eingesalbt.|Aber jeder von ihnen hatte genug und die kleinen Cratchits waren bis an die Augenbrauen mit Salbei und Zwiebeln eingesalbt.
weihnachtsabend_05_f000180|Jetzt wurden die Teller von Miß Belinda gewechselt und Missis|Jetzt wurden die Teller von Miß Belinda gewechselt und Missis
weihnachtsabend_05_f000181|Cratchit verließ das Zimmer allein – denn sie war zu unruhig, Zeugen dulden zu können – um den Pudding herauszunehmen und hereinzubringen.|Cratchit verließ das Zimmer allein - denn sie war zu unruhig, Zeugen dulden zu können - um den Pudding herauszunehmen und hereinzubringen.
weihnachtsabend_05_f000182|Wenn er nicht ausgebacken wäre! Wenn er beim Herausnehmen in Stücke zerfiele!|Wenn er nicht ausgebacken wäre! Wenn er beim Herausnehmen in Stücke zerfiele!
weihnachtsabend_05_f000183|Wenn jemand über die Mauer des Hinterhauses geklettert wäre und ihn gestohlen hätte, während sie sich an der Gans erquickten – ein Gedanke,|Wenn jemand über die Mauer des Hinterhauses geklettert wäre und ihn gestohlen hätte, während sie sich an der Gans erquickten - ein Gedanke,
weihnachtsabend_05_f000184|bei dem die beiden kleinen Cratchits bleich vor Schrecken wurden!|bei dem die beiden kleinen Cratchits bleich vor Schrecken wurden!
weihnachtsabend_05_f000185|Alles mögliche Schreckliche dachte man sich.|Alles mögliche Schreckliche dachte man sich.
weihnachtsabend_05_f000186|Hallo eine Wolke Rauch! der Pudding war aus dem Kessel genommen.|Hallo eine Wolke Rauch! der Pudding war aus dem Kessel genommen.
