le_pays_des_fourrures_1_10_f000001|Un retour sur le passé.|Un retour sur le passé.
le_pays_des_fourrures_2_05_f000050|Le cap Bathurst avait pour jamais quitté le continent américain, et le Fort-Espérance se fût plus justement appelé le Fort Sans-Espoir!|Le cap Bathurst avait pour jamais quitté le continent américain, et le Fort-Espérance se fût plus justement appelé le Fort Sans-Espoir!
le_pays_des_fourrures_2_05_f000051|Ces divers travaux occupèrent la saison tout entière, et les bras ne chômèrent pas.|Ces divers travaux occupèrent la saison tout entière, et les bras ne chômèrent pas.
le_pays_des_fourrures_2_05_f000052|La construction du bateau marchait régulièrement. D'après les plans de Mac Nap, il devait jauger une trentaine de tonneaux, et cette capacité serait suffisante pour qu'il pût, dans la belle saison, transporter une vingtaine de passagers pendant quelques centaines de milles.|La construction du bateau marchait régulièrement. D'après les plans de Mac Nap, il devait jauger une trentaine de tonneaux, et cette capacité serait suffisante pour qu'il pût, dans la belle saison, transporter une vingtaine de passagers pendant quelques centaines de milles.
le_pays_des_fourrures_2_05_f000053|Le charpentier avait heureusement trouvé quelques bois courbes qui lui avaient permis d'établir les premiers couples de l'embarcation,|Le charpentier avait heureusement trouvé quelques bois courbes qui lui avaient permis d'établir les premiers couples de l'embarcation,
le_pays_des_fourrures_2_05_f000054|et bientôt l'étrave et l'étambot, fixés à la quille, se dressèrent sur le chantier disposé au pied du cap Bathurst.|et bientôt l'étrave et l'étambot, fixés à la quille, se dressèrent sur le chantier disposé au pied du cap Bathurst.
le_pays_des_fourrures_2_05_f000055|Tandis que les charpentiers maniaient la hache, la scie, l'herminette, les chasseurs faisaient la chasse au gibier domestique, rennes et lièvres polaires, qui abondaient aux environs de la factorerie.|Tandis que les charpentiers maniaient la hache, la scie, l'herminette, les chasseurs faisaient la chasse au gibier domestique, rennes et lièvres polaires, qui abondaient aux environs de la factorerie.
le_pays_des_fourrures_2_05_f000056|Le lieutenant avait, d'ailleurs, enjoint à Sabine et à Marbre de ne point s'éloigner, leur donnant pour raison que tant que l'établissement ne serait pas achevé, il ne voulait pas laisser aux alentours des traces qui pussent attirer quelque parti ennemi.|Le lieutenant avait, d'ailleurs, enjoint à Sabine et à Marbre de ne point s'éloigner, leur donnant pour raison que tant que l'établissement ne serait pas achevé, il ne voulait pas laisser aux alentours des traces qui pussent attirer quelque parti ennemi.
le_pays_des_fourrures_2_05_f000057|La vérité est que Jasper Hobson ne voulait pas laisser soupçonner les changements survenus à la presqu'île.|La vérité est que Jasper Hobson ne voulait pas laisser soupçonner les changements survenus à la presqu'île.
le_pays_des_fourrures_2_05_f000058|Il arriva même un jour que Marbre, ayant demandé si le moment n'était pas venu d'aller à la baie des Morses et de recommencer la chasse aux amphibies,|Il arriva même un jour que Marbre, ayant demandé si le moment n'était pas venu d'aller à la baie des Morses et de recommencer la chasse aux amphibies,
le_pays_des_fourrures_2_05_f000059|dont la graisse fournissait un excellent combustible, Jasper Hobson répondit vivement: Non, c'est inutile, Marbre!|dont la graisse fournissait un excellent combustible, Jasper Hobson répondit vivement: Non, c'est inutile, Marbre!
le_pays_des_fourrures_2_05_f000060|Le lieutenant Hobson savait bien que la baie des Morses était restée à plus de deux cents milles dans le sud et que les amphibies ne fréquentaient plus les rivages de l'île!|Le lieutenant Hobson savait bien que la baie des Morses était restée à plus de deux cents milles dans le sud et que les amphibies ne fréquentaient plus les rivages de l'île!
le_pays_des_fourrures_2_05_f000061|Il ne faudrait pas croire, on le répète, que Jasper Hobson considérât la situation comme désespérée.|Il ne faudrait pas croire, on le répète, que Jasper Hobson considérât la situation comme désespérée.
le_pays_des_fourrures_2_05_f000062|Loin de là, et plus d'une fois il s'en était franchement expliqué, soit avec Mrs.|Loin de là, et plus d'une fois il s'en était franchement expliqué, soit avec Mrs.
le_pays_des_fourrures_2_05_f000063|Paulina Barnett, soit avec le sergent Long. Il affirmait, de la façon la plus catégorique, que l'île résisterait jusqu'au moment où les froids de l'hiver viendraient à la fois épaissir sa couche de glace et l'arrêter dans sa marche.|Paulina Barnett, soit avec le sergent Long. Il affirmait, de la façon la plus catégorique, que l'île résisterait jusqu'au moment où les froids de l'hiver viendraient à la fois épaissir sa couche de glace et l'arrêter dans sa marche.
le_pays_des_fourrures_2_05_f000064|En effet, après son voyage d'exploration, Jasper Hobson avait exactement relevé le périmètre de son nouveau domaine.|En effet, après son voyage d'exploration, Jasper Hobson avait exactement relevé le périmètre de son nouveau domaine.
le_pays_des_fourrures_2_05_f000065|L'île mesurait plus de quarante milles de tour, ce qui lui attribuait une superficie de cent quarante milles carrés au moins.|L'île mesurait plus de quarante milles de tour, ce qui lui attribuait une superficie de cent quarante milles carrés au moins.
le_pays_des_fourrures_2_05_f000066|Pour donner un terme de comparaison, l'île Victoria était un peu plus grande encore que l'île Sainte Hélène.|Pour donner un terme de comparaison, l'île Victoria était un peu plus grande encore que l'île Sainte Hélène.
le_pays_des_fourrures_2_05_f000067|Son périmètre égalait à peu près celui de Paris, à la ligne des fortifications.|Son périmètre égalait à peu près celui de Paris, à la ligne des fortifications.
le_pays_des_fourrures_2_05_f000068|Au cas même où elle se fût divisée en fragments, les fragments pouvaient encore conserver une grande étendue qui les aurait rendus habitables pendant quelque temps.|Au cas même où elle se fût divisée en fragments, les fragments pouvaient encore conserver une grande étendue qui les aurait rendus habitables pendant quelque temps.
le_pays_des_fourrures_2_05_f000069|À Mrs. Paulina Barnett, qui s'étonnait qu'un champ de glace eût une telle superficie, le lieutenant Hobson répondait par les observations mêmes des navigateurs arctiques.|À Mrs. Paulina Barnett, qui s'étonnait qu'un champ de glace eût une telle superficie, le lieutenant Hobson répondait par les observations mêmes des navigateurs arctiques.
le_pays_des_fourrures_2_05_f000070|Il n'était pas rare que Parry, Penny, Franklin, dans les traversées des mers polaires, eussent rencontré des icefields, longs de cent milles et larges de cinquante.|Il n'était pas rare que Parry, Penny, Franklin, dans les traversées des mers polaires, eussent rencontré des icefields, longs de cent milles et larges de cinquante.
le_pays_des_fourrures_2_05_f000071|Le capitaine Kellet abandonna même son navire sur un champ de glace qui ne mesurait pas moins de trois cents milles carrés. Qu'était, en comparaison, l'île Victoria?|Le capitaine Kellet abandonna même son navire sur un champ de glace qui ne mesurait pas moins de trois cents milles carrés. Qu'était, en comparaison, l'île Victoria?
le_pays_des_fourrures_2_05_f000072|Cependant, sa grandeur devait être suffisante pour qu'elle résistât jusqu'aux froids de l'hiver, avant que les courants d'eau plus chaude eussent dissous sa base.|Cependant, sa grandeur devait être suffisante pour qu'elle résistât jusqu'aux froids de l'hiver, avant que les courants d'eau plus chaude eussent dissous sa base.
le_pays_des_fourrures_2_05_f000073|Jasper Hobson ne faisait aucun doute à cet égard, et, il faut le dire, il n'était désespéré que de voir tant de peines inutiles, tant d'efforts perdus, tant de plans détruits, et son rêve, si prêt à se réaliser, tout à vau- l'eau.|Jasper Hobson ne faisait aucun doute à cet égard, et, il faut le dire, il n'était désespéré que de voir tant de peines inutiles, tant d'efforts perdus, tant de plans détruits, et son rêve, si prêt à se réaliser, tout à vau- l'eau.
le_pays_des_fourrures_2_05_f000074|On conçoit qu'il ne pût prendre aucun intérêt aux travaux actuels. Il laissait faire, voilà tout!|On conçoit qu'il ne pût prendre aucun intérêt aux travaux actuels. Il laissait faire, voilà tout!
le_pays_des_fourrures_2_05_f000075|Mrs. Paulina Barnett, elle, faisait, suivant l'expression usitée, contre fortune bon coeur.|Mrs. Paulina Barnett, elle, faisait, suivant l'expression usitée, contre fortune bon coeur.
le_pays_des_fourrures_2_05_f000076|Elle encourageait le travail de ses compagnes et y participait même, comme si l'avenir lui eût appartenu.|Elle encourageait le travail de ses compagnes et y participait même, comme si l'avenir lui eût appartenu.
le_pays_des_fourrures_2_05_f000077|Ainsi, voyant avec quel intérêt Mrs. Joliffe s'occupait de ses semailles, elle l'aidait journellement par ses conseils.|Ainsi, voyant avec quel intérêt Mrs. Joliffe s'occupait de ses semailles, elle l'aidait journellement par ses conseils.
le_pays_des_fourrures_2_05_f000078|L'oseille et les chochléarias avaient fourni une belle récolte, et cela grâce au caporal, qui, avec le sérieux et la ténacité d'un mannequin,|L'oseille et les chochléarias avaient fourni une belle récolte, et cela grâce au caporal, qui, avec le sérieux et la ténacité d'un mannequin,
le_pays_des_fourrures_2_05_f000079|défendait les terrains ensemencés contre des milliers d'oiseaux de toutes sortes.|défendait les terrains ensemencés contre des milliers d'oiseaux de toutes sortes.
le_pays_des_fourrures_2_05_f000080|La domestication des rennes avait parfaitement réussi.|La domestication des rennes avait parfaitement réussi.
le_pays_des_fourrures_2_05_f000081|Plusieurs femelles avaient mis bas, et le petit Michel fut même en partie nourri avec du lait de renne.|Plusieurs femelles avaient mis bas, et le petit Michel fut même en partie nourri avec du lait de renne.
le_pays_des_fourrures_2_05_f000082|Le total du troupeau s'élevait alors à une trentaine de têtes.|Le total du troupeau s'élevait alors à une trentaine de têtes.
le_pays_des_fourrures_2_05_f000083|On menait paître ces animaux sur les parties gazonneuses du cap Bathurst, et on faisait provision de l'herbe courte et sèche, qui tapissait les talus, pour les besoins de l'hiver.|On menait paître ces animaux sur les parties gazonneuses du cap Bathurst, et on faisait provision de l'herbe courte et sèche, qui tapissait les talus, pour les besoins de l'hiver.
le_pays_des_fourrures_2_05_f000084|Ces rennes, déjà très familiarisés avec les gens du fort, très faciles d'ailleurs à domestiquer, ne s'éloignaient pas de l'enceinte,|Ces rennes, déjà très familiarisés avec les gens du fort, très faciles d'ailleurs à domestiquer, ne s'éloignaient pas de l'enceinte,
le_pays_des_fourrures_2_05_f000085|et quelques-uns avaient été employés au tirage des traîneaux pour le transport du bois.|et quelques-uns avaient été employés au tirage des traîneaux pour le transport du bois.
le_pays_des_fourrures_2_05_f000086|En outre, un certain nombre de leurs congénères, qui erraient aux alentours de la factorerie, se laissèrent prendre au traquenard creusé à mi-chemin du fort et du port Barnett.|En outre, un certain nombre de leurs congénères, qui erraient aux alentours de la factorerie, se laissèrent prendre au traquenard creusé à mi-chemin du fort et du port Barnett.
le_pays_des_fourrures_2_05_f000087|On se rappelle que, l'année précédente, ce traquenard avait servi à la capture d'un ours gigantesque.|On se rappelle que, l'année précédente, ce traquenard avait servi à la capture d'un ours gigantesque.
le_pays_des_fourrures_2_05_f000088|Pendant cette saison, ce furent des rennes qui tombèrent fréquemment dans ce piège.|Pendant cette saison, ce furent des rennes qui tombèrent fréquemment dans ce piège.
le_pays_des_fourrures_2_05_f000089|La chair de ceux-ci fut salée, séchée et conservée pour l'alimentation future.|La chair de ceux-ci fut salée, séchée et conservée pour l'alimentation future.
le_pays_des_fourrures_2_05_f000090|On prit au moins une vingtaine de ces ruminants, que l'hiver devait bientôt ramener vers des régions moins élevées en latitude.|On prit au moins une vingtaine de ces ruminants, que l'hiver devait bientôt ramener vers des régions moins élevées en latitude.
le_pays_des_fourrures_2_05_f000091|Mais, un jour, par suite de la conformation du sol, le traquenard fut mis hors d'usage, et, le 5 août, le chasseur Marbre, revenant de le visiter, aborda Jasper Hobson, en lui disant d'un ton assez singulier:|Mais, un jour, par suite de la conformation du sol, le traquenard fut mis hors d'usage, et, le 5 août, le chasseur Marbre, revenant de le visiter, aborda Jasper Hobson, en lui disant d'un ton assez singulier:
