tschun_01_f000001|Tschun war ein schmutziger kleiner chinesischer Junge.|Tschun war ein schmutziger kleiner chinesischer Junge.
tschun_15_f000014|Ein Rest von Zweifel regte sich noch. Die Schießprobe, die Schießprobe! tönte es gierig.|Ein Rest von Zweifel regte sich noch. Die Schießprobe, die Schießprobe! tönte es gierig.
tschun_15_f000015|Da schleppte oben ein Krieger eine der alten Flinten herbei, schüttete Pulver in den Lauf, stampfte Baumwolle hinein, dann ließ er alte Nägel und Stücke Blei folgen.|Da schleppte oben ein Krieger eine der alten Flinten herbei, schüttete Pulver in den Lauf, stampfte Baumwolle hinein, dann ließ er alte Nägel und Stücke Blei folgen.
tschun_15_f000016|Und mit der so geladenen Büchse führte er einen Tanz wilder Sprünge auf, sie heftig hin und her schwingend, während die Entblößten laut schreiend ihre Beschwörungen ausstießen:|Und mit der so geladenen Büchse führte er einen Tanz wilder Sprünge auf, sie heftig hin und her schwingend, während die Entblößten laut schreiend ihre Beschwörungen ausstießen:
tschun_15_f000017|Eiserne Götter kommt aus dem eisernen Tempel, der eisernen Höhle!|Eiserne Götter kommt aus dem eisernen Tempel, der eisernen Höhle!
tschun_15_f000018|Gebt eiserne Kleider, eisernen Schutz, daß Eisen meinen Leib nicht zerstören könne. Kommt schnell! schnell! schnell!|Gebt eiserne Kleider, eisernen Schutz, daß Eisen meinen Leib nicht zerstören könne. Kommt schnell! schnell! schnell!
tschun_15_f000019|Und wie die oben, brüllten nun die Zuschauer unten: Schnell! Schnell! Schießen! Schießen!|Und wie die oben, brüllten nun die Zuschauer unten: Schnell! Schnell! Schießen! Schießen!
tschun_15_f000020|Sie waren in einen solchen Taumel erwartungsvoller Erregung geraten, daß sie nichts mehr richtig sahen,|Sie waren in einen solchen Taumel erwartungsvoller Erregung geraten, daß sie nichts mehr richtig sahen,
tschun_15_f000021|auch nicht gesehen hatten, daß während der wilden Sprünge des Schützen, bei dem heftigen Schwingen der nach unten gehaltenen Flinte,|auch nicht gesehen hatten, daß während der wilden Sprünge des Schützen, bei dem heftigen Schwingen der nach unten gehaltenen Flinte,
tschun_15_f000022|die durch keine Baumwolle festgestopften Nägel und Bleistücke wieder aus dem Lauf herausgefallen waren.|die durch keine Baumwolle festgestopften Nägel und Bleistücke wieder aus dem Lauf herausgefallen waren.
tschun_15_f000023|Denn der Zauber war sicherlich gut, aber Vorsicht doch noch besser.|Denn der Zauber war sicherlich gut, aber Vorsicht doch noch besser.
tschun_15_f000024|Auch Tschun hatte es nicht gesehen. Atemlos starrte er hinauf, wie der Schütze nun auf einen der von den Geistern Gefeiten zuschritt und die Flinte auf ein paar Fuß Entfernung gegen seinen nackten Leib richtete.|Auch Tschun hatte es nicht gesehen. Atemlos starrte er hinauf, wie der Schütze nun auf einen der von den Geistern Gefeiten zuschritt und die Flinte auf ein paar Fuß Entfernung gegen seinen nackten Leib richtete.
tschun_15_f000025|Mit mächtigem Knall ging der Schuß los. Rauch erfüllte die Bühne. Das Wunder war geschehen. Unversehrt stand der Geisterschützling.|Mit mächtigem Knall ging der Schuß los. Rauch erfüllte die Bühne. Das Wunder war geschehen. Unversehrt stand der Geisterschützling.
tschun_15_f000026|Unten verharrten sie zuerst in starrem Schweigen; dann lief es durch die Menge wie ein Brausen:|Unten verharrten sie zuerst in starrem Schweigen; dann lief es durch die Menge wie ein Brausen:
tschun_15_f000027|Es ist wahr!|Es ist wahr!
tschun_15_f000028|Es ist wirklich wahr.|Es ist wirklich wahr.
tschun_15_f000029|Durch die Reihen aber schoben sich die Emissäre und murmelten:|Durch die Reihen aber schoben sich die Emissäre und murmelten:
tschun_15_f000030|Kein Zweifel, sie sind unverwundbar! Niemand vermag ihnen zu widerstehen! Sie können uns von den Fremden befreien, die unser Land stückweise fressen.|Kein Zweifel, sie sind unverwundbar! Niemand vermag ihnen zu widerstehen! Sie können uns von den Fremden befreien, die unser Land stückweise fressen.
tschun_15_f000031|Sie werden die Barbaren sicher vernichten! Dann wird der Regen wieder fallen!|Sie werden die Barbaren sicher vernichten! Dann wird der Regen wieder fallen!
tschun_15_f000032|Und es kommen gute Zeiten! Ihr werdet alle reich! Und dabei verteilten sie gelbe Zettel mit seltsamen Zeichen: Das sind starke Zauber! Tragt sie bei Euch! Sie schützen!|Und es kommen gute Zeiten! Ihr werdet alle reich! Und dabei verteilten sie gelbe Zettel mit seltsamen Zeichen: Das sind starke Zauber! Tragt sie bei Euch! Sie schützen!
tschun_15_f000033|Auch Tschun hatte solch einen Talisman erwischt.|Auch Tschun hatte solch einen Talisman erwischt.
tschun_15_f000034|Bei frühestem Morgengrauen, zur Stunde des Tigers, lief Tschun am nächsten Tag in den Petang.|Bei frühestem Morgengrauen, zur Stunde des Tigers, lief Tschun am nächsten Tag in den Petang.
tschun_15_f000035|Er hatte die Nacht schlaflos verbracht, und die teuflischen Fratzen, die er abends zuvor gesehen, umtanzten ihn grinsend all die langsam schleichenden Stunden,|Er hatte die Nacht schlaflos verbracht, und die teuflischen Fratzen, die er abends zuvor gesehen, umtanzten ihn grinsend all die langsam schleichenden Stunden,
tschun_15_f000036|durch die Finsternis ins Ungeheuerliche gesteigert.|durch die Finsternis ins Ungeheuerliche gesteigert.
tschun_15_f000037|Jetzt empfand er es als unabweisliche Pflicht, seine kleine Stimme warnend zu erheben, obschon er sich sagte, daß es sein würde wie leises Säuseln gegen des Sturmwinds Brausen.|Jetzt empfand er es als unabweisliche Pflicht, seine kleine Stimme warnend zu erheben, obschon er sich sagte, daß es sein würde wie leises Säuseln gegen des Sturmwinds Brausen.
tschun_15_f000038|Der alte Bischof ließ ihn gleich vor, hörte seinem Bericht aufmerksam zu und nickte bisweilen zustimmend.|Der alte Bischof ließ ihn gleich vor, hörte seinem Bericht aufmerksam zu und nickte bisweilen zustimmend.
tschun_15_f000039|Deine Erzählung bestätigt, was ich von anderer Seite bereits vernommen, sagte er zum Schluß.|Deine Erzählung bestätigt, was ich von anderer Seite bereits vernommen, sagte er zum Schluß.
tschun_15_f000040|Die Boxer sind die tatsächlichen Herren des Landes, und wenn auch die Kaiserin ihnen jetzt noch wehren wollte,|Die Boxer sind die tatsächlichen Herren des Landes, und wenn auch die Kaiserin ihnen jetzt noch wehren wollte,
tschun_15_f000041|so würde nur ihre und Kwang Hsüs Vernichtung die Folge sein, und Tuans Sohn, der Ta a ko, würde sofort zum Kaiser proklamiert.|so würde nur ihre und Kwang Hsüs Vernichtung die Folge sein, und Tuans Sohn, der Ta a ko, würde sofort zum Kaiser proklamiert.
tschun_15_f000042|Wie die Chinesen selbst über die Aussichten denken, beweist, daß einer meiner chinesischen Freunde, der mich bisher oft besuchte,|Wie die Chinesen selbst über die Aussichten denken, beweist, daß einer meiner chinesischen Freunde, der mich bisher oft besuchte,
tschun_15_f000043|mich bitten ließ, ihn zu entschuldigen, wenn er in nächster Zeit nicht mehr käme, denn Vernichtung bedrohe alle, die mit Fremden verkehrten.|mich bitten ließ, ihn zu entschuldigen, wenn er in nächster Zeit nicht mehr käme, denn Vernichtung bedrohe alle, die mit Fremden verkehrten.
tschun_15_f000044|Ein anderer schrieb mir, es bestände bei den I ho Chüan der Plan, alle Fremden zu vertreiben, um dann die ihnen abgetretenen chinesischen Gebiete zurückzuerobern.|Ein anderer schrieb mir, es bestände bei den I ho Chüan der Plan, alle Fremden zu vertreiben, um dann die ihnen abgetretenen chinesischen Gebiete zurückzuerobern.
tschun_15_f000045|Er nennt die höchsten Würdenträger als Führer der Bewegung, und an ihrer Spitze den Prinzen Tuan.|Er nennt die höchsten Würdenträger als Führer der Bewegung, und an ihrer Spitze den Prinzen Tuan.
tschun_15_f000046|Ja sogar unseren Nonnen ist durch eine hochgestellte heidnische Chinesin, die sich für ihre Stickereiarbeiten interessiert,|Ja sogar unseren Nonnen ist durch eine hochgestellte heidnische Chinesin, die sich für ihre Stickereiarbeiten interessiert,
tschun_15_f000047|die geheime Warnung zugegangen, sie möchten fliehen, solange es noch Zeit sei, denn die Niedermetzelung aller Fremden stehe unmittelbar bevor.|die geheime Warnung zugegangen, sie möchten fliehen, solange es noch Zeit sei, denn die Niedermetzelung aller Fremden stehe unmittelbar bevor.
tschun_15_f000048|Und dann setzte der Bischof hinzu: Bisher ist es mir nicht gelungen, die Gesandtschaften von der Dringlichkeit der Gefahr zu überzeugen,|Und dann setzte der Bischof hinzu: Bisher ist es mir nicht gelungen, die Gesandtschaften von der Dringlichkeit der Gefahr zu überzeugen,
tschun_15_f000049|aber ich will es sofort noch einmal versuchen.|aber ich will es sofort noch einmal versuchen.
tschun_15_f000050|Um diplomatische Noten kann es sich jetzt freilich nicht mehr handeln, sondern darum, Vorbereitungen für den Angriff zu treffen, den ich persönlich für unausbleiblich halte.|Um diplomatische Noten kann es sich jetzt freilich nicht mehr handeln, sondern darum, Vorbereitungen für den Angriff zu treffen, den ich persönlich für unausbleiblich halte.
tschun_15_f000051|Die Gesandten müssen sich entschließen, Schutztruppen von den Geschwadern zu verlangen.|Die Gesandten müssen sich entschließen, Schutztruppen von den Geschwadern zu verlangen.
tschun_15_f000052|Und endlich mußte des Bischofs Stimme oder eigene verspätete Einsicht gewirkt haben.|Und endlich mußte des Bischofs Stimme oder eigene verspätete Einsicht gewirkt haben.
tschun_15_f000053|Endlich entschlossen sich die Verblendeten, die bisher des Daseins Aufgabe nur darin gesehen, die in Europa unter ihren Ländern spielenden Eifersüchteleien auch hier draußen möglichst zu vertreten.|Endlich entschlossen sich die Verblendeten, die bisher des Daseins Aufgabe nur darin gesehen, die in Europa unter ihren Ländern spielenden Eifersüchteleien auch hier draußen möglichst zu vertreten.
tschun_15_f000054|Gemeinsame Gefahr brachte eine, wenn auch nur scheinbare und momentane Verschmelzung der sonst so entgegengesetzten Interessen.|Gemeinsame Gefahr brachte eine, wenn auch nur scheinbare und momentane Verschmelzung der sonst so entgegengesetzten Interessen.
tschun_15_f000055|Zwar gab es noch immer solche, die sich nur widerstrebend dem allgemeinen Vorgehen anschlossen, weil sie im stillen meinten,|Zwar gab es noch immer solche, die sich nur widerstrebend dem allgemeinen Vorgehen anschlossen, weil sie im stillen meinten,
tschun_15_f000056|gerade ihr Land sei in China so beliebt, daß sie persönlich, was auch den übrigen etwa drohen möge, nie etwas zu befürchten haben würden – während andere wieder ihrer mit einem fernen,|gerade ihr Land sei in China so beliebt, daß sie persönlich, was auch den übrigen etwa drohen möge, nie etwas zu befürchten haben würden - während andere wieder ihrer mit einem fernen,
tschun_15_f000057|unheilvollen Krieg vollauf beschäftigten Regierung gern neue Verwicklungen und internationale Fragen erspart hätten,|unheilvollen Krieg vollauf beschäftigten Regierung gern neue Verwicklungen und internationale Fragen erspart hätten,
tschun_15_f000058|und daher vielleicht sogar gegen besseres Wissen die Ansicht vertraten, es handle sich ja nur um vorübergehende Notstandsunruhen,|und daher vielleicht sogar gegen besseres Wissen die Ansicht vertraten, es handle sich ja nur um vorübergehende Notstandsunruhen,
tschun_15_f000059|denen einige Tage Regen, mit den damit verbundenen Ernteaussichten sofort ein Ende bereiten würden.|denen einige Tage Regen, mit den damit verbundenen Ernteaussichten sofort ein Ende bereiten würden.
tschun_15_f000060|Aber trotz alledem erfolgte endlich der längst schon gebotene Schritt.|Aber trotz alledem erfolgte endlich der längst schon gebotene Schritt.
tschun_15_f000061|Und durch die weite ausgedörrte Ebene, wo die Boxerscharen sengend und metzelnd schwärmten und die wilden Kansutruppen nach Blut und Beute lechzten,|Und durch die weite ausgedörrte Ebene, wo die Boxerscharen sengend und metzelnd schwärmten und die wilden Kansutruppen nach Blut und Beute lechzten,
tschun_15_f000062|wo in brennenden Kirchen ganze Kongregationen umkamen, Bahnstationen in Flammen aufgingen, und Scharen halbnackter Flüchtlinge erbarmungslosen Verfolgern zu entkommen suchten,|wo in brennenden Kirchen ganze Kongregationen umkamen, Bahnstationen in Flammen aufgingen, und Scharen halbnackter Flüchtlinge erbarmungslosen Verfolgern zu entkommen suchten,
tschun_15_f000063|durch diese weite Ebene glitt endlich längs der Telegraphendrähte, von den hohen finstern Mauern der Stadt her,|durch diese weite Ebene glitt endlich längs der Telegraphendrähte, von den hohen finstern Mauern der Stadt her,
tschun_15_f000064|bis hinaus an die Reede, wo Kriegsschiffe aller Flaggen lagen, der Ruf, der von ihnen Hilfe für die dort Bedrohten erbat.|bis hinaus an die Reede, wo Kriegsschiffe aller Flaggen lagen, der Ruf, der von ihnen Hilfe für die dort Bedrohten erbat.
tschun_15_f000065|Und sie kamen, die also Herbeigerufenen. Vierhundert waren es ungefähr.|Und sie kamen, die also Herbeigerufenen. Vierhundert waren es ungefähr.
tschun_15_f000066|Um ihr Eintreffen zu sehen, hatten sich viele an den Bahnhof begeben, an diesen Bahnhof, von dem vor wenig Wochen die Taitai lächelnd abgereist war.|Um ihr Eintreffen zu sehen, hatten sich viele an den Bahnhof begeben, an diesen Bahnhof, von dem vor wenig Wochen die Taitai lächelnd abgereist war.
tschun_15_f000067|Auch Tschun war hinausgelaufen.|Auch Tschun war hinausgelaufen.
tschun_15_f000068|Heiß und verstaubt kamen die vierhundert an, aber im übrigen schienen sie guter Dinge und froh der plötzlichen Gelegenheit, die sagenhafte Stadt Peking auch einmal zu sehen.|Heiß und verstaubt kamen die vierhundert an, aber im übrigen schienen sie guter Dinge und froh der plötzlichen Gelegenheit, die sagenhafte Stadt Peking auch einmal zu sehen.
tschun_15_f000069|Ohne Gedanken an Qual und Grab, die ihrer hinter den hohen dräuenden Mauern vielleicht harren mochten,|Ohne Gedanken an Qual und Grab, die ihrer hinter den hohen dräuenden Mauern vielleicht harren mochten,
tschun_15_f000070|zogen sie ein durch die tiefen unheimlichen Tore, schimpften nur in ihren verschiedenen Sprachen über den verdammten Staub.|zogen sie ein durch die tiefen unheimlichen Tore, schimpften nur in ihren verschiedenen Sprachen über den verdammten Staub.
tschun_15_f000071|Denn bei solcher Gelegenheit, die einer kleinen internationalen Parade glich, zeigte sich doch ein jeder gern von der besten, adrettesten Seite! –|Denn bei solcher Gelegenheit, die einer kleinen internationalen Parade glich, zeigte sich doch ein jeder gern von der besten, adrettesten Seite! -
tschun_15_f000072|Vierhundert. Genügend vielleicht für eine nur als Warnung und Einschüchterung gedachte Demonstration gegenüber einer Regierung,|Vierhundert. Genügend vielleicht für eine nur als Warnung und Einschüchterung gedachte Demonstration gegenüber einer Regierung,
tschun_15_f000073|die, so weltfremd sie auch sein mochte, doch immerhin einen Begriff haben mußte von den realen Machtvorräten, die hinter diesen gleichsam als Muster Entsandten standen.|die, so weltfremd sie auch sein mochte, doch immerhin einen Begriff haben mußte von den realen Machtvorräten, die hinter diesen gleichsam als Muster Entsandten standen.
tschun_15_f000074|Aber was bedeutete, falls es zu wirklichem Kampfe kommen sollte, dies Häuflein gegen die schier unermeßlichen Horden fanatisierter Wilden,|Aber was bedeutete, falls es zu wirklichem Kampfe kommen sollte, dies Häuflein gegen die schier unermeßlichen Horden fanatisierter Wilden,
tschun_15_f000075|denen all jene feinen Begriffe von Prestige und Symbolik abgingen, und die in vierhundert eben immer nur vierhundert sehen würden? –|denen all jene feinen Begriffe von Prestige und Symbolik abgingen, und die in vierhundert eben immer nur vierhundert sehen würden? -
tschun_15_f000076|Und Tschun begriff nur zu gut den spöttischen Ausdruck in manchen Gesichtern der dicht gestauten Menge, die dem Einzug der fremden Truppen scheinbar teilnahmlos zuschaute.|Und Tschun begriff nur zu gut den spöttischen Ausdruck in manchen Gesichtern der dicht gestauten Menge, die dem Einzug der fremden Truppen scheinbar teilnahmlos zuschaute.
