l_ile_mysterieuse_1_01_f000001|Remontons-nous?|Remontons-nous?
l_ile_mysterieuse_2_12_f000147|, tout était terminé dans la première semaine d'octobre, et il fut convenu qu'on ferait l'essai du bateau aux abords de l'île, afin de reconnaître comment il se comportait à la mer et dans quelle mesure on pouvait se fier à lui.|, tout était terminé dans la première semaine d'octobre, et il fut convenu qu'on ferait l'essai du bateau aux abords de l'île, afin de reconnaître comment il se comportait à la mer et dans quelle mesure on pouvait se fier à lui.
l_ile_mysterieuse_2_12_f000148|Pendant tout ce temps, les travaux nécessaires n'avaient point été négligés.|Pendant tout ce temps, les travaux nécessaires n'avaient point été négligés.
l_ile_mysterieuse_2_12_f000149|Le corral était réaménagé, car le troupeau de mouflons et de chèvres comptait un certain nombre de petits qu'il fallait loger et nourrir.|Le corral était réaménagé, car le troupeau de mouflons et de chèvres comptait un certain nombre de petits qu'il fallait loger et nourrir.
l_ile_mysterieuse_2_12_f000150|Les visites des colons n'avaient manqué ni au parc aux huîtres, ni à la garenne, ni aux gisements de houille et de fer, ni à quelques parties jusque-là inexplorées des forêts du Far-West, qui étaient fort giboyeuses.|Les visites des colons n'avaient manqué ni au parc aux huîtres, ni à la garenne, ni aux gisements de houille et de fer, ni à quelques parties jusque-là inexplorées des forêts du Far-West, qui étaient fort giboyeuses.
l_ile_mysterieuse_2_12_f000151|Certaines plantes indigènes furent encore découvertes, et, si elles n'avaient pas une utilité immédiate, elles contribuèrent à varier les réserves végétales de Granite-House.|Certaines plantes indigènes furent encore découvertes, et, si elles n'avaient pas une utilité immédiate, elles contribuèrent à varier les réserves végétales de Granite-House.
l_ile_mysterieuse_2_12_f000152|C'étaient des espèces de ficoïdes, les unes semblables à celles du cap, avec des feuilles charnues comestibles, les autres produisant des graines qui contenaient une sorte de farine.|C'étaient des espèces de ficoïdes, les unes semblables à celles du cap, avec des feuilles charnues comestibles, les autres produisant des graines qui contenaient une sorte de farine.
l_ile_mysterieuse_2_12_f000153|Le 10 octobre, le bateau fut lancé à la mer. Pencroff était radieux. L'opération réussit parfaitement.|Le 10 octobre, le bateau fut lancé à la mer. Pencroff était radieux. L'opération réussit parfaitement.
l_ile_mysterieuse_2_12_f000154|L'embarcation, toute gréée, ayant été poussée sur des rouleaux à la lisière du rivage, fut prise par la mer montante et flotta aux applaudissements des colons, et particulièrement de Pencroff, qui ne montra aucune modestie en cette occasion.|L'embarcation, toute gréée, ayant été poussée sur des rouleaux à la lisière du rivage, fut prise par la mer montante et flotta aux applaudissements des colons, et particulièrement de Pencroff, qui ne montra aucune modestie en cette occasion.
l_ile_mysterieuse_2_12_f000155|D'ailleurs, sa vanité devait survivre à l'achèvement du bateau, puisque, après l'avoir construit, il allait être appelé à le commander.|D'ailleurs, sa vanité devait survivre à l'achèvement du bateau, puisque, après l'avoir construit, il allait être appelé à le commander.
l_ile_mysterieuse_2_12_f000156|Le grade de capitaine lui fut décerné de l'agrément de tous.|Le grade de capitaine lui fut décerné de l'agrément de tous.
l_ile_mysterieuse_2_12_f000157|Pour satisfaire le capitaine Pencroff, il fallut tout d'abord donner un nom à l'embarcation, et, après plusieurs propositions longuement discutées,|Pour satisfaire le capitaine Pencroff, il fallut tout d'abord donner un nom à l'embarcation, et, après plusieurs propositions longuement discutées,
l_ile_mysterieuse_2_12_f000158|les suffrages se réunirent sur celui de Bonadventure, qui était le nom de baptême de l'honnête marin.|les suffrages se réunirent sur celui de Bonadventure, qui était le nom de baptême de l'honnête marin.
l_ile_mysterieuse_2_12_f000159|Dès que le Bonadventure eut été soulevé par la marée montante, on put voir qu'il se tenait parfaitement dans ses lignes d'eau, et qu'il devait convenablement naviguer sous toutes les allures.|Dès que le Bonadventure eut été soulevé par la marée montante, on put voir qu'il se tenait parfaitement dans ses lignes d'eau, et qu'il devait convenablement naviguer sous toutes les allures.
l_ile_mysterieuse_2_12_f000160|Du reste, l'essai en allait être fait, le jour même, dans une excursion au large de la côte.|Du reste, l'essai en allait être fait, le jour même, dans une excursion au large de la côte.
l_ile_mysterieuse_2_12_f000161|Le temps était beau, la brise fraîche, et la mer facile, surtout sur le littoral du sud, car le vent soufflait du nord-ouest depuis une heure déjà.|Le temps était beau, la brise fraîche, et la mer facile, surtout sur le littoral du sud, car le vent soufflait du nord-ouest depuis une heure déjà.
l_ile_mysterieuse_2_12_f000162|Embarque! Embarque! criait le capitaine Pencroff.|Embarque! Embarque! criait le capitaine Pencroff.
l_ile_mysterieuse_2_12_f000163|Mais il fallait déjeuner avant de partir, et il parut même bon d'emporter des provisions à bord, pour le cas où l'excursion se prolongerait jusqu'au soir.|Mais il fallait déjeuner avant de partir, et il parut même bon d'emporter des provisions à bord, pour le cas où l'excursion se prolongerait jusqu'au soir.
l_ile_mysterieuse_2_12_f000164|Cyrus Smith avait hâte, également, d'essayer cette embarcation, dont les plans venaient de lui, bien que, sur le conseil du marin, il en eût souvent modifié quelques parties;|Cyrus Smith avait hâte, également, d'essayer cette embarcation, dont les plans venaient de lui, bien que, sur le conseil du marin, il en eût souvent modifié quelques parties;
l_ile_mysterieuse_2_12_f000165|mais il n'avait pas en elle la confiance que manifestait Pencroff, et comme celui-ci ne reparlait plus du voyage à l'île Tabor, Cyrus Smith espérait même que le marin y avait renoncé.|mais il n'avait pas en elle la confiance que manifestait Pencroff, et comme celui-ci ne reparlait plus du voyage à l'île Tabor, Cyrus Smith espérait même que le marin y avait renoncé.
l_ile_mysterieuse_2_12_f000166|Il lui eût répugné, en effet, de voir deux ou trois de ses compagnons s'aventurer au loin sur cette barque, si petite en somme, et qui ne jaugeait pas plus de quinze tonneaux.|Il lui eût répugné, en effet, de voir deux ou trois de ses compagnons s'aventurer au loin sur cette barque, si petite en somme, et qui ne jaugeait pas plus de quinze tonneaux.
l_ile_mysterieuse_2_12_f000167|À dix heures et demie, tout le monde était à bord, même Jup, même Top.|À dix heures et demie, tout le monde était à bord, même Jup, même Top.
l_ile_mysterieuse_2_12_f000168|Nab et Harbert levèrent l'ancre qui mordait le sable près de l'embouchure de la Mercy, la brigantine fut hissée, le pavillon lincolnien flotta en tête du mât,|Nab et Harbert levèrent l'ancre qui mordait le sable près de l'embouchure de la Mercy, la brigantine fut hissée, le pavillon lincolnien flotta en tête du mât,
l_ile_mysterieuse_2_12_f000169|et le Bonadventure, dirigé par Pencroff, prit le large.|et le Bonadventure, dirigé par Pencroff, prit le large.
l_ile_mysterieuse_2_12_f000170|Pour sortir de la baie de l'union, il fallut d'abord faire vent arrière, et l'on put constater que, sous cette allure, la vitesse de l'embarcation était satisfaisante.|Pour sortir de la baie de l'union, il fallut d'abord faire vent arrière, et l'on put constater que, sous cette allure, la vitesse de l'embarcation était satisfaisante.
l_ile_mysterieuse_2_12_f000171|Après avoir doublé la pointe de l'épave et le cap griffe, Pencroff dut tenir le plus près, afin de prolonger la côte méridionale de l'île,|Après avoir doublé la pointe de l'épave et le cap griffe, Pencroff dut tenir le plus près, afin de prolonger la côte méridionale de l'île,
l_ile_mysterieuse_2_12_f000172|et, après avoir couru quelques bords, il observa que le Bonadventure pouvait marcher environ à cinq quarts du vent, et qu'il se soutenait convenablement contre la dérive.|et, après avoir couru quelques bords, il observa que le Bonadventure pouvait marcher environ à cinq quarts du vent, et qu'il se soutenait convenablement contre la dérive.
l_ile_mysterieuse_2_12_f000173|Il virait très bien vent devant, ayant du coup, comme disent les marins, et gagnant même dans son virement.|Il virait très bien vent devant, ayant du coup, comme disent les marins, et gagnant même dans son virement.
l_ile_mysterieuse_2_12_f000174|Les passagers du Bonadventure étaient véritablement enchantés.|Les passagers du Bonadventure étaient véritablement enchantés.
l_ile_mysterieuse_2_12_f000175|Ils avaient là une bonne embarcation, qui, le cas échéant, pourrait leur rendre de grands services, et par ce beau temps, avec cette brise bien faite, la promenade fut charmante.|Ils avaient là une bonne embarcation, qui, le cas échéant, pourrait leur rendre de grands services, et par ce beau temps, avec cette brise bien faite, la promenade fut charmante.
l_ile_mysterieuse_2_12_f000176|Pencroff se porta au large, à trois ou quatre milles de la côte, par le travers du port ballon.|Pencroff se porta au large, à trois ou quatre milles de la côte, par le travers du port ballon.
l_ile_mysterieuse_2_12_f000177|L'île apparut alors dans tout son développement et sous un nouvel aspect, avec le panorama varié de son littoral depuis le cap griffe jusqu'au promontoire du reptile,|L'île apparut alors dans tout son développement et sous un nouvel aspect, avec le panorama varié de son littoral depuis le cap griffe jusqu'au promontoire du reptile,
l_ile_mysterieuse_2_12_f000178|ses premiers plans de forêts dans lesquels les conifères tranchaient encore sur le jeune feuillage des autres arbres à peine bourgeonnés,|ses premiers plans de forêts dans lesquels les conifères tranchaient encore sur le jeune feuillage des autres arbres à peine bourgeonnés,
l_ile_mysterieuse_2_12_f000179|et ce mont Franklin, qui dominait l'ensemble et dont quelques neiges blanchissaient la tête.|et ce mont Franklin, qui dominait l'ensemble et dont quelques neiges blanchissaient la tête.
l_ile_mysterieuse_2_12_f000180|Que c'est beau! s'écria Harbert.|Que c'est beau! s'écria Harbert.
l_ile_mysterieuse_2_12_f000181|-- Oui, notre île est belle et bonne, répondit Pencroff.|-- Oui, notre île est belle et bonne, répondit Pencroff.
l_ile_mysterieuse_2_12_f000182|Je l'aime comme j'aimais ma pauvre mère! Elle nous a reçus, pauvres et manquant de tout, et que manque-t-il à ces cinq enfants qui lui sont tombés du ciel?|Je l'aime comme j'aimais ma pauvre mère! Elle nous a reçus, pauvres et manquant de tout, et que manque-t-il à ces cinq enfants qui lui sont tombés du ciel?
l_ile_mysterieuse_2_12_f000183|-- Rien! répondit Nab, rien, capitaine!|-- Rien! répondit Nab, rien, capitaine!
l_ile_mysterieuse_2_12_f000184|Et les deux braves gens poussèrent trois formidables hurrahs en l'honneur de leur île!|Et les deux braves gens poussèrent trois formidables hurrahs en l'honneur de leur île!
l_ile_mysterieuse_2_12_f000185|Pendant ce temps, Gédéon Spilett, appuyé au pied du mât, dessinait le panorama qui se développait sous ses yeux.|Pendant ce temps, Gédéon Spilett, appuyé au pied du mât, dessinait le panorama qui se développait sous ses yeux.
l_ile_mysterieuse_2_12_f000186|Cyrus Smith regardait en silence.|Cyrus Smith regardait en silence.
l_ile_mysterieuse_2_12_f000187|Eh bien, Monsieur Cyrus, demanda Pencroff, que dites-vous de notre bateau?|Eh bien, Monsieur Cyrus, demanda Pencroff, que dites-vous de notre bateau?
l_ile_mysterieuse_2_12_f000188|-- Il paraît se bien comporter, répondit l'ingénieur.|-- Il paraît se bien comporter, répondit l'ingénieur.
l_ile_mysterieuse_2_12_f000189|-- Bon! Et croyez-vous, à présent, qu'il pourrait entreprendre un voyage de quelque durée?|-- Bon! Et croyez-vous, à présent, qu'il pourrait entreprendre un voyage de quelque durée?
l_ile_mysterieuse_2_12_f000190|-- Quel voyage, Pencroff?|-- Quel voyage, Pencroff?
l_ile_mysterieuse_2_12_f000191|-- Celui de l'île Tabor, par exemple?|-- Celui de l'île Tabor, par exemple?
l_ile_mysterieuse_2_12_f000192|-- Mon ami, répondit Cyrus Smith, je crois que, dans un cas pressant, il ne faudrait pas hésiter à se confier au Bonadventure, même pour une traversée plus longue;|-- Mon ami, répondit Cyrus Smith, je crois que, dans un cas pressant, il ne faudrait pas hésiter à se confier au Bonadventure, même pour une traversée plus longue;
l_ile_mysterieuse_2_12_f000193|mais, vous le savez, je vous verrais partir avec peine pour l'île Tabor, puisque rien ne vous oblige à y aller.|mais, vous le savez, je vous verrais partir avec peine pour l'île Tabor, puisque rien ne vous oblige à y aller.
l_ile_mysterieuse_2_12_f000194|-- On aime à connaître ses voisins, répondit Pencroff, qui s'entêtait dans son idée.|-- On aime à connaître ses voisins, répondit Pencroff, qui s'entêtait dans son idée.
l_ile_mysterieuse_2_12_f000195|L'île Tabor, c'est notre voisine, et c'est la seule!|L'île Tabor, c'est notre voisine, et c'est la seule!
l_ile_mysterieuse_2_12_f000196|La politesse veut qu'on aille, au moins, lui faire une visite!|La politesse veut qu'on aille, au moins, lui faire une visite!
l_ile_mysterieuse_2_12_f000197|-- Diable! fit Gédéon Spilett, notre ami Pencroff est à cheval sur les convenances!|-- Diable! fit Gédéon Spilett, notre ami Pencroff est à cheval sur les convenances!
l_ile_mysterieuse_2_12_f000198|-- Je ne suis à cheval sur rien du tout, riposta le marin, que l'opposition de l'ingénieur vexait un peu, mais qui n'aurait pas voulu lui causer quelque peine.|-- Je ne suis à cheval sur rien du tout, riposta le marin, que l'opposition de l'ingénieur vexait un peu, mais qui n'aurait pas voulu lui causer quelque peine.
l_ile_mysterieuse_2_12_f000199|-- Songez, Pencroff, répondit Cyrus Smith, que vous ne pouvez aller seul à l'île Tabor.|-- Songez, Pencroff, répondit Cyrus Smith, que vous ne pouvez aller seul à l'île Tabor.
