kleine_lord_01_f000001|Erstes Kapitel|Erstes Kapitel
kleine_lord_06_f000176|Dann hast du mir das Geld für ihn gegeben, damit ich ihm helfen konnte.|Dann hast du mir das Geld für ihn gegeben, damit ich ihm helfen konnte.
kleine_lord_06_f000177|Der Graf warf Mister Mordaunt einen raschen Blick zu.|Der Graf warf Mister Mordaunt einen raschen Blick zu.
kleine_lord_06_f000178|Ich weiß nicht, was für eine Sorte von Gutsherren der Junge abgeben wird, bemerkte er.|Ich weiß nicht, was für eine Sorte von Gutsherren der Junge abgeben wird, bemerkte er.
kleine_lord_06_f000179|Ich hatte Havisham gesagt, der Knirps solle haben, was ihm Spaß macht – und was ihm Spaß gemacht, war offenbar, Bettelleuten Geld zu geben.|Ich hatte Havisham gesagt, der Knirps solle haben, was ihm Spaß macht - und was ihm Spaß gemacht, war offenbar, Bettelleuten Geld zu geben.
kleine_lord_06_f000180|O nein, Bettelleute waren es gar nicht! rief Cedrik. Michael war – Michael ist ein sehr ausgezeichneter Maurer. Sie haben alle gearbeitet.|O nein, Bettelleute waren es gar nicht! rief Cedrik. Michael war - Michael ist ein sehr ausgezeichneter Maurer. Sie haben alle gearbeitet.
kleine_lord_06_f000181|Aha, beruhigte ihn der Graf. Bettelleute waren es also nicht, sondern sehr ausgezeichnete Maurer, Stiefelputzer und Apfelfrauen.|Aha, beruhigte ihn der Graf. Bettelleute waren es also nicht, sondern sehr ausgezeichnete Maurer, Stiefelputzer und Apfelfrauen.
kleine_lord_06_f000182|Plötzlich schien ihm ein Einfall zu kommen und er sah den Jungen ein paar Sekunden scharf an. Komm 'mal her, sagte er dann.|Plötzlich schien ihm ein Einfall zu kommen und er sah den Jungen ein paar Sekunden scharf an. Komm 'mal her, sagte er dann.
kleine_lord_06_f000183|Fauntleroy trat so nahe zu ihm, als es irgend anging, ohne an das kranke Bein zu stoßen.|Fauntleroy trat so nahe zu ihm, als es irgend anging, ohne an das kranke Bein zu stoßen.
kleine_lord_06_f000184|Was würdest du in diesem Falle thun? fragte der alte Edelmann.|Was würdest du in diesem Falle thun? fragte der alte Edelmann.
kleine_lord_06_f000185|Eine seltsame Empfindung bemächtigte sich Mister Mordaunts bei dieser unvorhergesehenen Frage.|Eine seltsame Empfindung bemächtigte sich Mister Mordaunts bei dieser unvorhergesehenen Frage.
kleine_lord_06_f000186|Er war seit Jahren in der Gemeinde angestellt, kannte die Armen und Reichen, die Ehrlichen und die Schlimmen,|Er war seit Jahren in der Gemeinde angestellt, kannte die Armen und Reichen, die Ehrlichen und die Schlimmen,
kleine_lord_06_f000187|und wußte, welch ungeheure Macht zum Bösen oder Guten dereinst diesem kleinen Jungen gegeben sein werde,|und wußte, welch ungeheure Macht zum Bösen oder Guten dereinst diesem kleinen Jungen gegeben sein werde,
kleine_lord_06_f000188|der mit weit offnen Augen, die Hände in den Taschen vor ihm stand, und dabei durchzuckte ihn der Gedanke,|der mit weit offnen Augen, die Hände in den Taschen vor ihm stand, und dabei durchzuckte ihn der Gedanke,
kleine_lord_06_f000189|daß, wenn der herrische, eigensinnige alte Mann die Laune haben sollte, diese Macht schon jetzt in diese kleine Hand zu legen und diese Kindesnatur keine großmütige und wahre wäre,|daß, wenn der herrische, eigensinnige alte Mann die Laune haben sollte, diese Macht schon jetzt in diese kleine Hand zu legen und diese Kindesnatur keine großmütige und wahre wäre,
kleine_lord_06_f000190|der Schaden für den Knaben selbst, wie für die von ihm Abhängigen, ein unabsehbarer sein würde.|der Schaden für den Knaben selbst, wie für die von ihm Abhängigen, ein unabsehbarer sein würde.
kleine_lord_06_f000191|Was würdest du in diesem Falle thun? fragte der Graf.|Was würdest du in diesem Falle thun? fragte der Graf.
kleine_lord_06_f000192|Fauntleroy legte die Hand zutraulich auf des Großvaters Knie.|Fauntleroy legte die Hand zutraulich auf des Großvaters Knie.
kleine_lord_06_f000193|Wenn ich sehr reich wäre, und nicht nur ein kleiner Junge, dann würde ich ihn ruhig in seinem Hause wohnen lassen und würde ihm alles geben,|Wenn ich sehr reich wäre, und nicht nur ein kleiner Junge, dann würde ich ihn ruhig in seinem Hause wohnen lassen und würde ihm alles geben,
kleine_lord_06_f000194|was die Kinder brauchen, aber ich, ich bin ja nur ein Kind!|was die Kinder brauchen, aber ich, ich bin ja nur ein Kind!
kleine_lord_06_f000195|Aufleuchtend setzte er gleich darauf hinzu: Du kannst das alles thun, nicht wahr?|Aufleuchtend setzte er gleich darauf hinzu: Du kannst das alles thun, nicht wahr?
kleine_lord_06_f000196|Hm, da hätten wir also deine Meinung, sagte der Graf.|Hm, da hätten wir also deine Meinung, sagte der Graf.
kleine_lord_06_f000197|Nicht wahr, du kannst allen Leuten geben, was du willst? fragte Fauntleroy noch einmal. Was ist denn Newick?|Nicht wahr, du kannst allen Leuten geben, was du willst? fragte Fauntleroy noch einmal. Was ist denn Newick?
kleine_lord_06_f000198|Mein Intendant, für den meine Pächter eben keine sonderliche Zuneigung hegen.|Mein Intendant, für den meine Pächter eben keine sonderliche Zuneigung hegen.
kleine_lord_06_f000199|Willst du ihm jetzt gleich schreiben? drängte Cedrik.|Willst du ihm jetzt gleich schreiben? drängte Cedrik.
kleine_lord_06_f000200|Soll ich dir Feder und Tinte bringen? Ich kann ja das Spiel hier wegnehmen.|Soll ich dir Feder und Tinte bringen? Ich kann ja das Spiel hier wegnehmen.
kleine_lord_06_f000201|Die Möglichkeit, daß man diesen Herrn Newick seine Drohung ausführen lassen könnte, kam ihm offenbar gar nicht in den Sinn.|Die Möglichkeit, daß man diesen Herrn Newick seine Drohung ausführen lassen könnte, kam ihm offenbar gar nicht in den Sinn.
kleine_lord_06_f000202|Der Graf schwieg eine Weile, den Knaben immer fest ins Auge fassend.|Der Graf schwieg eine Weile, den Knaben immer fest ins Auge fassend.
kleine_lord_06_f000203|Kannst du schreiben? fragte er.|Kannst du schreiben? fragte er.
kleine_lord_06_f000204|Ja, erwiderte Cedrik kleinlaut, aber nicht sehr gut.|Ja, erwiderte Cedrik kleinlaut, aber nicht sehr gut.
kleine_lord_06_f000205|Nimm die Sachen hier weg und bring Feder und Tinte und ein Blatt Papier von meinem Pulte.|Nimm die Sachen hier weg und bring Feder und Tinte und ein Blatt Papier von meinem Pulte.
kleine_lord_06_f000206|Mister Mordaunt folgte der Verhandlung mit wachsendem Interesse. Fauntleroy führte den erhaltenen Befehl rasch und geschickt aus; nach wenig Augenblicken war alles bereit.|Mister Mordaunt folgte der Verhandlung mit wachsendem Interesse. Fauntleroy führte den erhaltenen Befehl rasch und geschickt aus; nach wenig Augenblicken war alles bereit.
kleine_lord_06_f000207|Hier, sagte er fröhlich, nun kannst du schreiben.|Hier, sagte er fröhlich, nun kannst du schreiben.
kleine_lord_06_f000208|Du sollst schreiben, versetzte der Graf.|Du sollst schreiben, versetzte der Graf.
kleine_lord_06_f000209|Ich? rief Fauntleroy bis unter die Locken errötend. Nutzt denn das etwas, wenn ich schreibe? Und wenn ich kein Wörterbuch habe, dann mache ich viele Fehler!|Ich? rief Fauntleroy bis unter die Locken errötend. Nutzt denn das etwas, wenn ich schreibe? Und wenn ich kein Wörterbuch habe, dann mache ich viele Fehler!
kleine_lord_06_f000210|Einerlei! Higgins wird's mit der Orthographie nicht so streng nehmen. Ich bin nicht der Menschenfreund, sondern du – vorwärts, tauch deine Feder ein!|Einerlei! Higgins wird's mit der Orthographie nicht so streng nehmen. Ich bin nicht der Menschenfreund, sondern du - vorwärts, tauch deine Feder ein!
kleine_lord_06_f000211|Fauntleroy setzte sich feierlich und etwas mühsam zurecht.|Fauntleroy setzte sich feierlich und etwas mühsam zurecht.
kleine_lord_06_f000212|Nun, fragte er, was soll ich schreiben?|Nun, fragte er, was soll ich schreiben?
kleine_lord_06_f000213|Schreibe: Gegen Higgins soll vorderhand nicht eingeschritten werden, und das unterzeichnest du mit Fauntleroy, dann ist's gut.|Schreibe: Gegen Higgins soll vorderhand nicht eingeschritten werden, und das unterzeichnest du mit Fauntleroy, dann ist's gut.
kleine_lord_06_f000214|Die Sache ging nicht gerade rasch vor sich, so ernstlichen Eifer Cedrik auch an den Tag legte, schließlich überreichte er jedoch,|Die Sache ging nicht gerade rasch vor sich, so ernstlichen Eifer Cedrik auch an den Tag legte, schließlich überreichte er jedoch,
kleine_lord_06_f000215|freilich mit etwas besorgter Miene, dem Großvater sein Manuskript, das dieser überflog und lächelnd Mister Mordaunt reichte.|freilich mit etwas besorgter Miene, dem Großvater sein Manuskript, das dieser überflog und lächelnd Mister Mordaunt reichte.
kleine_lord_06_f000216|Das Schriftstück lautete:|Das Schriftstück lautete:
kleine_lord_06_f000217|Lieber Mister Newick wollen sie bitte so gutt sein und forterhand gegen Mister Higgins nicht einschreitten, woführ ich Ihnen dankbahr bin.|Lieber Mister Newick wollen sie bitte so gutt sein und forterhand gegen Mister Higgins nicht einschreitten, woführ ich Ihnen dankbahr bin.
kleine_lord_06_f000218|Achdungsfol der ihrige|Achdungsfol der ihrige
kleine_lord_06_f000219|Fauntleroy.|Fauntleroy.
kleine_lord_06_f000220|Mister Hobbs hat seine Briefe immer so unterschrieben, bemerkte Cedrik, und ich dachte, es sei besser, wenn ich sage bitte. Ist einschreiten richtig geschrieben?|Mister Hobbs hat seine Briefe immer so unterschrieben, bemerkte Cedrik, und ich dachte, es sei besser, wenn ich sage bitte. Ist einschreiten richtig geschrieben?
kleine_lord_06_f000221|Im Wörterbuch steht es etwas anders, bemerkte der Graf.|Im Wörterbuch steht es etwas anders, bemerkte der Graf.
kleine_lord_06_f000222|Das dachte ich mir doch, sagte Fauntleroy bekümmert, ich hätte dich fragen sollen.|Das dachte ich mir doch, sagte Fauntleroy bekümmert, ich hätte dich fragen sollen.
kleine_lord_06_f000223|Wenn die Wörter mehr als eine Silbe haben, muß ich immer noch fragen. Ich will es noch einmal schreiben.|Wenn die Wörter mehr als eine Silbe haben, muß ich immer noch fragen. Ich will es noch einmal schreiben.
kleine_lord_06_f000224|Er machte sich sofort ans Werk und fertigte eine sehr sorgfältige Kopie, wobei er so vorsichtig war, den Grafen mehrmals zu Rate zu ziehen.|Er machte sich sofort ans Werk und fertigte eine sehr sorgfältige Kopie, wobei er so vorsichtig war, den Grafen mehrmals zu Rate zu ziehen.
kleine_lord_06_f000225|O'thographie ist eine kuriose Sache, bemerkte er, so oft ist es ganz anders, als man denkt.|O'thographie ist eine kuriose Sache, bemerkte er, so oft ist es ganz anders, als man denkt.
kleine_lord_06_f000226|Ich habe immer gedacht, lieb schreibe man lihb, und dann war's doch nicht so – 's ist oft recht schwierig.|Ich habe immer gedacht, lieb schreibe man lihb, und dann war's doch nicht so - 's ist oft recht schwierig.
kleine_lord_06_f000227|Nachdem Mister Mordaunt sich im glücklichen Besitz der eigentümlichen Kabinettsorder entfernt hatte, kehrte Fauntleroy, der ihm das Geleit gegeben, eilends zum Grafen zurück.|Nachdem Mister Mordaunt sich im glücklichen Besitz der eigentümlichen Kabinettsorder entfernt hatte, kehrte Fauntleroy, der ihm das Geleit gegeben, eilends zum Grafen zurück.
kleine_lord_06_f000228|Darf ich jetzt zu Herzlieb gehen? fragte er. Sie wartet gewiß auf mich.|Darf ich jetzt zu Herzlieb gehen? fragte er. Sie wartet gewiß auf mich.
kleine_lord_06_f000229|Im Stalle ist etwas, das du dir noch besehen mußt. Drücke einmal auf die Klingel!|Im Stalle ist etwas, das du dir noch besehen mußt. Drücke einmal auf die Klingel!
kleine_lord_06_f000230|Bitte, bitte, sagte Cedrik eifrig, ich danke dir schön, aber ich glaube, es wird besser sein, wenn ich's erst morgen sehe. Herzlieb wartet schon so lange.|Bitte, bitte, sagte Cedrik eifrig, ich danke dir schön, aber ich glaube, es wird besser sein, wenn ich's erst morgen sehe. Herzlieb wartet schon so lange.
kleine_lord_06_f000231|Wie du willst. Dann wollen wir den Wagen bestellen. – Es ist auch nur ein Pony, setzte er trocken hinzu.|Wie du willst. Dann wollen wir den Wagen bestellen. - Es ist auch nur ein Pony, setzte er trocken hinzu.
kleine_lord_06_f000232|Fauntleroy hielt den Atem an.|Fauntleroy hielt den Atem an.
kleine_lord_06_f000233|Ein Pony, rief er. Wem gehört der Pony?|Ein Pony, rief er. Wem gehört der Pony?
kleine_lord_06_f000234|Dir, versetzte der Graf.|Dir, versetzte der Graf.
kleine_lord_06_f000235|Mir? rief der kleine Bursche außer sich. Mir – gerade wie das Spielzeug oben?|Mir? rief der kleine Bursche außer sich. Mir - gerade wie das Spielzeug oben?
kleine_lord_06_f000236|Gewiß! Willst du ihn sehen? Soll ich ihn vorführen lassen?|Gewiß! Willst du ihn sehen? Soll ich ihn vorführen lassen?
kleine_lord_06_f000237|Fauntleroys Wanden waren dunkelrot.|Fauntleroys Wanden waren dunkelrot.
kleine_lord_06_f000238|Daran habe ich nie gedacht, daß ich einen Pony kriegen könnte. So was ist mir nie eingefallen. Wie wird Herzlieb sich freuen! Du gibst mir alles, nicht wahr?|Daran habe ich nie gedacht, daß ich einen Pony kriegen könnte. So was ist mir nie eingefallen. Wie wird Herzlieb sich freuen! Du gibst mir alles, nicht wahr?
kleine_lord_06_f000239|Du willst ihn also sehen?|Du willst ihn also sehen?
kleine_lord_06_f000240|Cedrik atmete tief auf. Ich möchte ihn so gern sehen, o, so furchtbar gern. Aber ich habe jetzt keine Zeit.|Cedrik atmete tief auf. Ich möchte ihn so gern sehen, o, so furchtbar gern. Aber ich habe jetzt keine Zeit.
kleine_lord_06_f000241|Könntest du den Besuch nicht auf morgen verschieben?|Könntest du den Besuch nicht auf morgen verschieben?
kleine_lord_06_f000242|O nein, sagte Fauntleroy. Herzlieb hat den ganzen Tag immerfort an mich gedacht, und ich an sie.|O nein, sagte Fauntleroy. Herzlieb hat den ganzen Tag immerfort an mich gedacht, und ich an sie.
kleine_lord_06_f000243|So so, wahrhaftig, sagte der Graf. So klingle nur.|So so, wahrhaftig, sagte der Graf. So klingle nur.
kleine_lord_06_f000244|Während sie die Avenue entlang fuhren, war der alte Herr ziemlich schweigsam, Fauntleroys Züngchen dagegen stand nicht still.|Während sie die Avenue entlang fuhren, war der alte Herr ziemlich schweigsam, Fauntleroys Züngchen dagegen stand nicht still.
kleine_lord_06_f000245|Er sprach natürlich nur von dem Pony – wie groß er sei, wie er heiße, wie alt er sei, von welcher Farbe, was er am liebsten esse, und wann er ihn morgen früh sehen dürfe.|Er sprach natürlich nur von dem Pony - wie groß er sei, wie er heiße, wie alt er sei, von welcher Farbe, was er am liebsten esse, und wann er ihn morgen früh sehen dürfe.
kleine_lord_06_f000246|Wie wird Herzlieb sich freuen! rief er dazwischen immer wieder.|Wie wird Herzlieb sich freuen! rief er dazwischen immer wieder.
kleine_lord_06_f000247|Sie wird dir auch so dankbar sein! Sie weiß ja, wie gern ich Ponies habe, aber daß ich je 'mal einen eigen haben würde, daran hat keins von uns gedacht.|Sie wird dir auch so dankbar sein! Sie weiß ja, wie gern ich Ponies habe, aber daß ich je 'mal einen eigen haben würde, daran hat keins von uns gedacht.
kleine_lord_06_f000248|In der Fifth Avenue wohnte ein Junge, der hatte einen, und da haben wir oft einen Umweg gemacht, um ihn reiten zu sehen.|In der Fifth Avenue wohnte ein Junge, der hatte einen, und da haben wir oft einen Umweg gemacht, um ihn reiten zu sehen.
kleine_lord_06_f000249|Fast müde vom Fragen und Reden lehnte er in die Kissen zurück und sah ein paar Minuten lang den Grafen ganz verklärt an, ohne ein Wort zu sagen.|Fast müde vom Fragen und Reden lehnte er in die Kissen zurück und sah ein paar Minuten lang den Grafen ganz verklärt an, ohne ein Wort zu sagen.
kleine_lord_06_f000250|Ich glaube, daß es auf der ganzen Welt niemand gibt, der so gut wäre, wie du, kam es endlich aus Herzensgrunde.|Ich glaube, daß es auf der ganzen Welt niemand gibt, der so gut wäre, wie du, kam es endlich aus Herzensgrunde.
kleine_lord_06_f000251|Du thust immerfort und immer nur Gutes. Herzlieb sagt, an andre denken und nicht an sich, das sei die wahre Güte, und das thust du!|Du thust immerfort und immer nur Gutes. Herzlieb sagt, an andre denken und nicht an sich, das sei die wahre Güte, und das thust du!
kleine_lord_06_f000252|Seine Herrlichkeit schwieg – diese Charakteristik war geeignet, ihn schwindeln zu machen!|Seine Herrlichkeit schwieg - diese Charakteristik war geeignet, ihn schwindeln zu machen!
